"","ntdid","name","city","state","zip","GEOID.msa","GEOID.tract","year","total_expenses","revenue_miles","revenue_hours","upt","fares","average_speed","avg_fare","farebox_recovery","geometry"
"4095","5110","Bloomington Public Transportation Corporation","Bloomington","IN",47403,"14020","18105001200",2014,14425238,NA,NA,3539581,1610892,NA,0.455108104603341,0.111671779696113,c(-86.6006249, 39.0841668)
"4096","5110","Bloomington Public Transportation Corporation","Bloomington","IN",47403,"14020","18105001200",2015,6307074,1134020,110500,3527733,1644675,10.2626244343891,0.466213004215455,0.260766720035313,c(-86.6006249, 39.0841668)
"4097","5113","Pace - Suburban Bus Division","Arlington Heights","IL",60005,"16980","17031805110",2006,199121950,46566293,3038641,38103095,46608518,15.324710289896,1.22322131574876,0.234070216769171,c(-87.9873724, 42.0655403)
"4098","5113","Pace - Suburban Bus Division","Arlington Heights","IL",60005,"16980","17031805110",2007,162182757,34081043,2067367,36590058,35888242,16.4852408885312,0.980819489272195,0.221282722428994,c(-87.9873724, 42.0655403)
"4099","5113","Pace - Suburban Bus Division","Arlington Heights","IL",60005,"16980","17031805110",2008,172029830,34910333,2108071,37779084,28400224,16.5603212605268,0.751744642617592,0.165088949980361,c(-87.9873724, 42.0655403)
"4100","5113","Pace - Suburban Bus Division","Arlington Heights","IL",60005,"16980","17031805110",2009,175023280,35209503,2120641,32341222,32833074,16.6032360026992,1.01520820703683,0.187592610537295,c(-87.9873724, 42.0655403)
"4101","5113","Pace - Suburban Bus Division","Arlington Heights","IL",60005,"16980","17031805110",2010,177245148,35040308,2092781,32308514,32261328,16.7434184465551,0.998539518097304,0.182015295561151,c(-87.9873724, 42.0655403)
"4102","5113","Pace - Suburban Bus Division","Arlington Heights","IL",60005,"16980","17031805110",2011,182955589,34564933,2075124,33653555,34650884,16.6568036416137,1.02963517524374,0.189395055867902,c(-87.9873724, 42.0655403)
"4103","5113","Pace - Suburban Bus Division","Arlington Heights","IL",60005,"16980","17031805110",2012,387165298,35855931,2100736,35399701,35669611,17.0682708346027,1.0076246406714,0.0921301862131249,c(-87.9873724, 42.0655403)
"4104","5113","Pace - Suburban Bus Division","Arlington Heights","IL",60005,"16980","17031805110",2013,396379066,36828614,2128430,35926411,36290295,17.3031830974004,1.01012859314002,0.091554519682934,c(-87.9873724, 42.0655403)
"4105","5113","Pace - Suburban Bus Division","Arlington Heights","IL",60005,"16980","17031805110",2014,426054650,NA,NA,34793852,39554373,NA,1.13682075212598,0.0928387308998975,c(-87.9873724, 42.0655403)
"4106","5113","Pace - Suburban Bus Division","Arlington Heights","IL",60005,"16980","17031805110",2015,175023280,36952361,2223983,33116782,39422282,16.6153972399969,1.19040195390965,0.225240219472518,c(-87.9873724, 42.0655403)
"4107","5117","Laketran","Grand River","OH",44045,"17460","39085206200",2006,11165279,3173595,177233,980735,1081285,17.9063436267512,1.10252514695611,0.0968435271523443,c(-81.277348, 41.736343)
"4108","5117","Laketran","Grand River","OH",44045,"17460","39085206200",2007,12098782,3390937,184600,962892,1190339,18.3691061755146,1.23621236857301,0.098385027517646,c(-81.277348, 41.736343)
"4109","5117","Laketran","Grand River","OH",44045,"17460","39085206200",2008,12886139,3330527,182607,985467,1544465,18.2387695980986,1.56724172397452,0.119854752459212,c(-81.277348, 41.736343)
"4110","5117","Laketran","Grand River","OH",44045,"17460","39085206200",2009,12144052,2842314,156581,816252,1431536,18.1523556497915,1.75379172118414,0.117879600647296,c(-81.277348, 41.736343)
"4111","5117","Laketran","Grand River","OH",44045,"17460","39085206200",2010,10908838,2472039,134714,688517,1442985,18.3502753982511,2.09578703212847,0.132276691614634,c(-81.277348, 41.736343)
"4112","5117","Laketran","Grand River","OH",44045,"17460","39085206200",2011,11287967,2516617,137831,712568,1526865,18.2587153833318,2.14276391867162,0.135264835554533,c(-81.277348, 41.736343)
"4113","5117","Laketran","Grand River","OH",44045,"17460","39085206200",2012,23044676,2575197,140601,756358,1326502,18.315637868863,1.75380177111897,0.0575621892015318,c(-81.277348, 41.736343)
"4114","5117","Laketran","Grand River","OH",44045,"17460","39085206200",2013,24277202,2594215,144543,726166,1352620,17.9477041434037,1.86268704400922,0.0557156463088292,c(-81.277348, 41.736343)
"4115","5117","Laketran","Grand River","OH",44045,"17460","39085206200",2014,24374422,NA,NA,728029,1374492,NA,1.88796325421103,0.0563907525684096,c(-81.277348, 41.736343)
"4116","5117","Laketran","Grand River","OH",44045,"17460","39085206200",2015,12144052,2932193,162279,722222,1344296,18.0688382353847,1.86133349579492,0.11069583694141,c(-81.277348, 41.736343)
"4117","5118","Northeast Illinois Regional Commuter Railroad Corporation dba: Metra Rail","Chicago","IL",60661,"16980","17031281900",2006,472067189,6672074,222230,72064297,213738444,30.0232821851235,2.96594087360625,0.452771234647278,c(-87.6445473, 41.8819283)
"4118","5118","Northeast Illinois Regional Commuter Railroad Corporation dba: Metra Rail","Chicago","IL",60661,"16980","17031281900",2007,490677586,6787048,228602,74550584,223146883,29.6893640475586,2.99322783306433,0.454772929041026,c(-87.6445473, 41.8819283)
"4119","5118","Northeast Illinois Regional Commuter Railroad Corporation dba: Metra Rail","Chicago","IL",60661,"16980","17031281900",2008,538006078,6849430,229049,76937575,237769628,29.9037760479199,3.09042269658226,0.441945988573014,c(-87.6445473, 41.8819283)
"4120","5118","Northeast Illinois Regional Commuter Railroad Corporation dba: Metra Rail","Chicago","IL",60661,"16980","17031281900",2009,548648030,6862578,229821,71767204,236067676,29.8605349380605,3.28935311455076,0.430271618764402,c(-87.6445473, 41.8819283)
"4121","5118","Northeast Illinois Regional Commuter Railroad Corporation dba: Metra Rail","Chicago","IL",60661,"16980","17031281900",2010,562779173,6876102,229627,70534886,235643554,29.9446580759231,3.34080860356108,0.41871406282478,c(-87.6445473, 41.8819283)
"4122","5118","Northeast Illinois Regional Commuter Railroad Corporation dba: Metra Rail","Chicago","IL",60661,"16980","17031281900",2011,596040975,6838843,229177,72349785,241577676,29.8408784476627,3.33902410352705,0.405303806504242,c(-87.6445473, 41.8819283)
"4123","5118","Northeast Illinois Regional Commuter Railroad Corporation dba: Metra Rail","Chicago","IL",60661,"16980","17031281900",2012,1255182888,43152489,1402260,74246584,298394322,30.7735291600702,4.01896364686623,0.237729756239315,c(-87.6445473, 41.8819283)
"4124","5118","Northeast Illinois Regional Commuter Railroad Corporation dba: Metra Rail","Chicago","IL",60661,"16980","17031281900",2013,1328151096,43197735,1410016,73603166,309448078,30.6363438429067,4.2042767290744,0.232991621911066,c(-87.6445473, 41.8819283)
"4125","5118","Northeast Illinois Regional Commuter Railroad Corporation dba: Metra Rail","Chicago","IL",60661,"16980","17031281900",2014,1356256674,6856094,233077,74382121,311685272,29.4155751103713,4.19032514547414,0.229812894546538,c(-87.6445473, 41.8819283)
"4126","5118","Northeast Illinois Regional Commuter Railroad Corporation dba: Metra Rail","Chicago","IL",60661,"16980","17031281900",2015,548648030,43419650,1424298,72631172,337413270,30.4849476724674,4.64557105040244,0.614990397395576,c(-87.6445473, 41.8819283)
"4127","5119","City of Detroit Department of Transportation","Detroit","MI",48207,"19820","26163516700",2006,182278913,16481974,1290110,37281540,23848984,12.7756346358062,0.639699540308689,0.130837866034455,c(-83.025396, 42.3488239)
"4128","5119","City of Detroit Department of Transportation","Detroit","MI",48207,"19820","26163516700",2007,169997662,16435020,1295009,35402314,25089243,12.6910469348089,0.708689352905011,0.147585812091933,c(-83.025396, 42.3488239)
"4129","5119","City of Detroit Department of Transportation","Detroit","MI",48207,"19820","26163516700",2008,168446804,16960460,1362361,38036640,27962636,12.4493140951627,0.735150002734206,0.166002769634026,c(-83.025396, 42.3488239)
"4130","5119","City of Detroit Department of Transportation","Detroit","MI",48207,"19820","26163516700",2009,173788927,16621304,1163776,38864643,27859139,14.282219258689,0.716824775670781,0.160304453689388,c(-83.025396, 42.3488239)
"4131","5119","City of Detroit Department of Transportation","Detroit","MI",48207,"19820","26163516700",2010,165447315,14724001,1130871,36657274,25240610,13.0200535693284,0.688556655904092,0.15255980430991,c(-83.025396, 42.3488239)
"4132","5119","City of Detroit Department of Transportation","Detroit","MI",48207,"19820","26163516700",2011,160777729,15824884,1792805,35907731,26816105,8.82688524407284,0.74680588979571,0.166789922751055,c(-83.025396, 42.3488239)
"4133","5119","City of Detroit Department of Transportation","Detroit","MI",48207,"19820","26163516700",2012,302754042,13249685,1566357,33021811,23852985,8.45891773075997,0.722340304109911,0.0787866772725036,c(-83.025396, 42.3488239)
"4134","5119","City of Detroit Department of Transportation","Detroit","MI",48207,"19820","26163516700",2013,243338161,11523564,1449926,31181285,21965534,7.94769112354699,0.704446080397264,0.0902675269252158,c(-83.025396, 42.3488239)
"4135","5119","City of Detroit Department of Transportation","Detroit","MI",48207,"19820","26163516700",2014,252785254,NA,NA,25405053,19236003,NA,0.757172323159491,0.0760962227646396,c(-83.025396, 42.3488239)
"4136","5119","City of Detroit Department of Transportation","Detroit","MI",48207,"19820","26163516700",2015,173788927,10959913,1503282,24183867,19705784,7.29065670978566,0.814831805021091,0.113389180428049,c(-83.025396, 42.3488239)
"4137","5131","Opportunity Enterprises, Inc.","Valparaiso","IN",46383,"16980","18127050800",2006,610451,293098,25942,112134,443893,11.2982036851438,3.95859418196087,0.727155824136581,c(-87.0611412, 41.4730948)
"4138","5131","Opportunity Enterprises, Inc.","Valparaiso","IN",46383,"16980","18127050800",2007,684877,252911,22576,80107,371171,11.2026488306166,4.63344027363401,0.541952788602917,c(-87.0611412, 41.4730948)
"4139","5131","Opportunity Enterprises, Inc.","Valparaiso","IN",46383,"16980","18127050800",2008,876839,263968,16250,72799,79656,16.2441846153846,1.09419085426998,0.0908444993892835,c(-87.0611412, 41.4730948)
"4140","5131","Opportunity Enterprises, Inc.","Valparaiso","IN",46383,"16980","18127050800",2009,954798,311462,20745,69266,67510,15.013834658954,0.97464845667427,0.0707060551027547,c(-87.0611412, 41.4730948)
"4141","5131","Opportunity Enterprises, Inc.","Valparaiso","IN",46383,"16980","18127050800",2010,960057,281107,17964,57811,48405,15.6483522600757,0.837297400148761,0.0504188813789181,c(-87.0611412, 41.4730948)
"4142","5131","Opportunity Enterprises, Inc.","Valparaiso","IN",46383,"16980","18127050800",2011,572681,273887,18613,55349,30147,14.7148229731908,0.544671087101845,0.0526418721766568,c(-87.0611412, 41.4730948)
"4143","5131","Opportunity Enterprises, Inc.","Valparaiso","IN",46383,"16980","18127050800",2012,573308,301857,21011,59089,34015,14.3666174860787,0.575657059689621,0.0593311099792782,c(-87.0611412, 41.4730948)
"4144","5131","Opportunity Enterprises, Inc.","Valparaiso","IN",46383,"16980","18127050800",2013,1769782,289983,20372,65428,29166,14.2343903396819,0.445772452161154,0.0164799958412957,c(-87.0611412, 41.4730948)
"4145","5131","Opportunity Enterprises, Inc.","Valparaiso","IN",46383,"16980","18127050800",2014,1374004,NA,NA,74493,14978,NA,0.201065871961124,0.0109009871878102,c(-87.0611412, 41.4730948)
"4146","5131","Opportunity Enterprises, Inc.","Valparaiso","IN",46383,"16980","18127050800",2015,954798,357691,23925,83817,10644,14.9505120167189,0.126990944557787,0.0111479077249848,c(-87.0611412, 41.4730948)
"4147","5132","Twin Cities Area Transportation Authority","Benton Harbor","MI",49022,"35660","26021000400",2006,1565810,417680,32234,195564,291134,12.9577464788732,1.48868912478779,0.18593188190138,c(-86.4541894, 42.1167065)
"4148","5132","Twin Cities Area Transportation Authority","Benton Harbor","MI",49022,"35660","26021000400",2007,1620128,440722,34610,175230,280411,12.7339497255129,1.60024539177082,0.173079534456537,c(-86.4541894, 42.1167065)
"4149","5132","Twin Cities Area Transportation Authority","Benton Harbor","MI",49022,"35660","26021000400",2008,2021860,464892,35043,193432,300483,13.2663299375054,1.55342962901692,0.148617114933774,c(-86.4541894, 42.1167065)
"4150","5132","Twin Cities Area Transportation Authority","Benton Harbor","MI",49022,"35660","26021000400",2009,1952334,440656,39200,172704,260401,11.2412244897959,1.50778789142116,0.133379329561438,c(-86.4541894, 42.1167065)
"4151","5132","Twin Cities Area Transportation Authority","Benton Harbor","MI",49022,"35660","26021000400",2010,2338847,570795,49035,171514,348979,11.6405628632609,2.03469687605677,0.149209845706025,c(-86.4541894, 42.1167065)
"4152","5132","Twin Cities Area Transportation Authority","Benton Harbor","MI",49022,"35660","26021000400",2011,2266480,595635,46511,172654,303902,12.8063253853927,1.76017931817392,0.13408545409622,c(-86.4541894, 42.1167065)
"4153","5132","Twin Cities Area Transportation Authority","Benton Harbor","MI",49022,"35660","26021000400",2012,2205964,626573,48611,204415,290417,12.8895311760713,1.42072254971504,0.13165083383047,c(-86.4541894, 42.1167065)
"4154","5132","Twin Cities Area Transportation Authority","Benton Harbor","MI",49022,"35660","26021000400",2013,4396772,648499,49358,219167,324186,13.1386806596702,1.47917341570583,0.0737327293750961,c(-86.4541894, 42.1167065)
"4155","5132","Twin Cities Area Transportation Authority","Benton Harbor","MI",49022,"35660","26021000400",2014,2192203,NA,NA,213615,NA,NA,NA,NA,c(-86.4541894, 42.1167065)
"4156","5132","Twin Cities Area Transportation Authority","Benton Harbor","MI",49022,"35660","26021000400",2015,1952334,547298,47991,213377,NA,11.4041799504074,NA,NA,c(-86.4541894, 42.1167065)
"4157","5133","Chippewa Falls General Public Shared-Ride Taxi System","Chippewa Falls","WI",54729,"20740","55017010300",2006,375003,173969,15560,65996,109067,11.1805269922879,1.65263046245227,0.290843006589281,c(-91.3929348, 44.9369054)
"4158","5133","Chippewa Falls General Public Shared-Ride Taxi System","Chippewa Falls","WI",54729,"20740","55017010300",2007,390150,176455,15769,66257,119804,11.1899930242882,1.80817121209834,0.307071639113162,c(-91.3929348, 44.9369054)
"4159","5133","Chippewa Falls General Public Shared-Ride Taxi System","Chippewa Falls","WI",54729,"20740","55017010300",2008,422158,172687,15466,63453,114640,11.1655890340101,1.80669156698659,0.271557094737042,c(-91.3929348, 44.9369054)
"4160","5133","Chippewa Falls General Public Shared-Ride Taxi System","Chippewa Falls","WI",54729,"20740","55017010300",2011,404529,190188,17097,67261,139137,11.1240568520793,2.06861331232066,0.34394814710441,c(-91.3929348, 44.9369054)
"4161","5133","Chippewa Falls General Public Shared-Ride Taxi System","Chippewa Falls","WI",54729,"20740","55017010300",2012,442207,184797,15941,66272,167906,11.5925600652406,2.53358884596813,0.379700004748907,c(-91.3929348, 44.9369054)
"4162","5133","Chippewa Falls General Public Shared-Ride Taxi System","Chippewa Falls","WI",54729,"20740","55017010300",2013,949882,189093,16206,67815,175079,11.6680858941133,2.58171495981715,0.184316578269722,c(-91.3929348, 44.9369054)
"4163","5133","Chippewa Falls General Public Shared-Ride Taxi System","Chippewa Falls","WI",54729,"20740","55017010300",2014,460902,NA,NA,67959,170003,NA,2.5015524065981,0.368848475380884,c(-91.3929348, 44.9369054)
"4164","5138",NA,NA,NA,NA,NA,NA,2006,1202790,830701,57939,196002,364118,14.3375101399748,1.85772594157202,0.302727824474763,c(NA, NA)
"4165","5138",NA,NA,NA,NA,NA,NA,2007,1326943,1054344,69689,213635,416384,15.129274347458,1.94904393006764,0.313791926254557,c(NA, NA)
"4166","5138",NA,NA,NA,NA,NA,NA,2008,1354538,936767,64749,203830,380028,14.4676674543236,1.86443604964922,0.280559127909295,c(NA, NA)
"4167","5138",NA,NA,NA,NA,NA,NA,2009,1038949,334289,29950,80434,173022,11.1615692821369,2.15110525399707,0.16653560473132,c(NA, NA)
"4168","5138",NA,NA,NA,NA,NA,NA,2010,1325424,213157,19186,49280,108632,11.1100281455228,2.20438311688312,0.0819601878342327,c(NA, NA)
"4169","5138",NA,NA,NA,NA,NA,NA,2011,992509,230346,20061,47792,90412,11.4822790489009,1.89178105122196,0.0910943880609647,c(NA, NA)
"4170","5138",NA,NA,NA,NA,NA,NA,2012,760850,225953,17989,45983,104422,12.5606203791206,2.27088271752604,0.13724387198528,c(NA, NA)
"4171","5138",NA,NA,NA,NA,NA,NA,2015,1038949,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
"4172","5141","Detroit Transportation Corporation","Detroit","MI",48226,"19820","26163520800",2006,12295052,608222,52434,2307909,991814,11.5997635122249,0.429745713544165,0.0806677352808268,c(-83.0495622, 42.328245)
"4173","5141","Detroit Transportation Corporation","Detroit","MI",48226,"19820","26163520800",2007,12827644,552640,56932,2307804,1068241,9.70701889974004,0.462882029843089,0.0832764769586683,c(-83.0495622, 42.328245)
"4174","5141","Detroit Transportation Corporation","Detroit","MI",48226,"19820","26163520800",2008,12904732,286670,54013,2315395,1084693,5.30742599003943,0.468469958689554,0.0840538958887329,c(-83.0495622, 42.328245)
"4175","5141","Detroit Transportation Corporation","Detroit","MI",48226,"19820","26163520800",2009,12764554,264373,45564,1941501,844761,5.80223421999824,0.435107167083612,0.0661802206328556,c(-83.0495622, 42.328245)
"4176","5141","Detroit Transportation Corporation","Detroit","MI",48226,"19820","26163520800",2010,13559586,270716,22971,2161440,900881,11.7851203691611,0.416796672588645,0.0664386803549902,c(-83.0495622, 42.328245)
"4177","5141","Detroit Transportation Corporation","Detroit","MI",48226,"19820","26163520800",2011,11655914,263960,22772,2328131,911739,11.5914280695591,0.39161842696996,0.0782211502246842,c(-83.0495622, 42.328245)
"4178","5141","Detroit Transportation Corporation","Detroit","MI",48226,"19820","26163520800",2012,20913286,548814,47100,2388280,1160574,11.652101910828,0.485945534024486,0.0554945789007046,c(-83.0495622, 42.328245)
"4179","5141","Detroit Transportation Corporation","Detroit","MI",48226,"19820","26163520800",2013,23459100,586382,50373,2331655,1556301,11.640799634725,0.66746624178963,0.0663410361011292,c(-83.0495622, 42.328245)
"4180","5141","Detroit Transportation Corporation","Detroit","MI",48226,"19820","26163520800",2014,25485664,272276,23473,2150068,1688923,11.5995398969028,0.78552073701855,0.0662695309802405,c(-83.0495622, 42.328245)
"4181","5141","Detroit Transportation Corporation","Detroit","MI",48226,"19820","26163520800",2015,12764554,550636,47529,2442031,1453456,11.5852637337205,0.59518327162923,0.113866571444643,c(-83.0495622, 42.328245)
"4182","5142","Steel Valley Regional Transit Authority","Steubenville","OH",43952,"48260","39081011402",2011,0,NA,NA,NA,NA,NA,NA,NA,c(-80.6659842, 40.4094475)
"4183","5142","Steel Valley Regional Transit Authority","Steubenville","OH",43952,"48260","39081011402",2012,1169110,198611,14560,167859,50641,13.6408653846154,0.301687726008138,0.0433158556508797,c(-80.6659842, 40.4094475)
"4184","5142","Steel Valley Regional Transit Authority","Steubenville","OH",43952,"48260","39081011402",2013,2562748,196425,15257,153444,42917,12.8744182997968,0.279691613878679,0.0167464768287791,c(-80.6659842, 40.4094475)
"4185","5142","Steel Valley Regional Transit Authority","Steubenville","OH",43952,"48260","39081011402",2014,1328936,NA,NA,153513,34175,NA,0.222619582706351,0.0257160615710614,c(-80.6659842, 40.4094475)
"4186","5143","Brunswick Transit Alternative","Brunswick","OH",44212,"17460","39103416200",2006,372219,130213,7390,25531,9331,17.6201623815968,0.365477262935255,0.0250685752205019,c(-81.8418006, 41.2381096)
"4187","5143","Brunswick Transit Alternative","Brunswick","OH",44212,"17460","39103416200",2007,360549,126842,7385,27999,10270,17.1756262694651,0.366798814243366,0.0284843391605579,c(-81.8418006, 41.2381096)
"4188","5143","Brunswick Transit Alternative","Brunswick","OH",44212,"17460","39103416200",2008,393172,126473,7434,28555,10001,17.0127791229486,0.350236385921905,0.0254367045466106,c(-81.8418006, 41.2381096)
"4189","5143","Brunswick Transit Alternative","Brunswick","OH",44212,"17460","39103416200",2009,370762,119744,7038,28844,9417,17.0139244103438,0.326480377201498,0.0253990430518769,c(-81.8418006, 41.2381096)
"4190","5143","Brunswick Transit Alternative","Brunswick","OH",44212,"17460","39103416200",2010,316026,114351,7496,31415,9615,15.2549359658485,0.306063982174121,0.0304247118907938,c(-81.8418006, 41.2381096)
"4191","5143","Brunswick Transit Alternative","Brunswick","OH",44212,"17460","39103416200",2011,267333,109978,7575,36993,10342,14.5185478547855,0.279566404454897,0.0386858337728601,c(-81.8418006, 41.2381096)
"4192","5143","Brunswick Transit Alternative","Brunswick","OH",44212,"17460","39103416200",2012,512076,106675,7354,36620,9819,14.5057111775904,0.268132168214091,0.0191748881025473,c(-81.8418006, 41.2381096)
"4193","5143","Brunswick Transit Alternative","Brunswick","OH",44212,"17460","39103416200",2013,576492,107751,7302,34951,10032,14.7563681183237,0.287030414008183,0.0174018026269228,c(-81.8418006, 41.2381096)
"4194","5143","Brunswick Transit Alternative","Brunswick","OH",44212,"17460","39103416200",2014,553094,NA,NA,32659,9135,NA,0.279708503016014,0.016516179889856,c(-81.8418006, 41.2381096)
"4195","5143","Brunswick Transit Alternative","Brunswick","OH",44212,"17460","39103416200",2015,370762,105851,7250,30524,8880,14.6001379310345,0.290918621412659,0.0239506745567237,c(-81.8418006, 41.2381096)
"4196","5145","City of Kokomo","Kokomo","IN",46901,"29020","18067000500",2006,1692917,692022,67389,157511,305729,10.2690646841473,1.94100094596568,0.180593023757219,c(-86.1336033, 40.486427)
"4197","5145","City of Kokomo","Kokomo","IN",46901,"29020","18067000500",2007,1926711,720771,73502,181421,352678,9.80614132948763,1.94397561473038,0.183046653078744,c(-86.1336033, 40.486427)
"4198","5145","City of Kokomo","Kokomo","IN",46901,"29020","18067000500",2008,3202383,711570,72080,181198,312562,9.87194783573807,1.72497488934756,0.0976029413096435,c(-86.1336033, 40.486427)
"4199","5145","City of Kokomo","Kokomo","IN",46901,"29020","18067000500",2009,3423943,679918,70459,179444,296730,9.64983891341064,1.65360781079334,0.0866632417654149,c(-86.1336033, 40.486427)
"4200","5145","City of Kokomo","Kokomo","IN",46901,"29020","18067000500",2010,3219396,946784,100925,224114,403201,9.38106514738667,1.79908885656407,0.125241194310983,c(-86.1336033, 40.486427)
"4201","5145","City of Kokomo","Kokomo","IN",46901,"29020","18067000500",2011,3647710,726588,68628,328257,350846,10.5873404441336,1.06881498338192,0.096182536440671,c(-86.1336033, 40.486427)
"4202","5145","City of Kokomo","Kokomo","IN",46901,"29020","18067000500",2012,3749482,616495,53800,364924,NA,11.4590148698885,NA,NA,c(-86.1336033, 40.486427)
"4203","5145","City of Kokomo","Kokomo","IN",46901,"29020","18067000500",2013,5697354,948439,73662,454805,NA,12.8755532024653,NA,NA,c(-86.1336033, 40.486427)
"4204","5145","City of Kokomo","Kokomo","IN",46901,"29020","18067000500",2014,4740452,NA,NA,559518,NA,NA,NA,NA,c(-86.1336033, 40.486427)
"4205","5145","City of Kokomo","Kokomo","IN",46901,"29020","18067000500",2015,3423943,445327,39265,490790,NA,11.341576467592,NA,NA,c(-86.1336033, 40.486427)
"4206","5146","Madison County Transit District","Granite City","IL",62040,"41180","17119400101",2006,17472202,6670189,299286,2614319,1999394,22.2870064085858,0.764785781689228,0.114432857404007,c(-90.1307797, 38.7157973)
"4207","5146","Madison County Transit District","Granite City","IL",62040,"41180","17119400101",2007,17062352,6055738,280487,2494906,642153,21.5900843889378,0.257385648998399,0.0376356671108415,c(-90.1307797, 38.7157973)
"4208","5146","Madison County Transit District","Granite City","IL",62040,"41180","17119400101",2008,22143190,6062465,284102,2530264,1862393,21.339043723733,0.736046910520009,0.0841068066525194,c(-90.1307797, 38.7157973)
"4209","5146","Madison County Transit District","Granite City","IL",62040,"41180","17119400101",2009,23737822,6359301,303261,2757521,1768518,20.9697290452778,0.641343438544983,0.0745021173383135,c(-90.1307797, 38.7157973)
"4210","5146","Madison County Transit District","Granite City","IL",62040,"41180","17119400101",2010,23447290,6042593,284456,2460574,1758604,21.2426280338611,0.714712908451443,0.0750024416467745,c(-90.1307797, 38.7157973)
"4211","5146","Madison County Transit District","Granite City","IL",62040,"41180","17119400101",2011,23627244,5922314,270341,2532426,1753421,21.9068287829075,0.69238785259668,0.0742118293610546,c(-90.1307797, 38.7157973)
"4212","5146","Madison County Transit District","Granite City","IL",62040,"41180","17119400101",2012,43175280,5822020,268063,2854532,2847138,21.7188496733977,0.997409733014028,0.0659437066765983,c(-90.1307797, 38.7157973)
"4213","5146","Madison County Transit District","Granite City","IL",62040,"41180","17119400101",2013,46993877,5583842,259016,2848662,2775750,21.5579037588412,0.974404825844554,0.0590662055824847,c(-90.1307797, 38.7157973)
"4214","5146","Madison County Transit District","Granite City","IL",62040,"41180","17119400101",2014,43491444,NA,NA,2898908,2851219,NA,0.983549322710483,0.0655581589794995,c(-90.1307797, 38.7157973)
"4215","5146","Madison County Transit District","Granite City","IL",62040,"41180","17119400101",2015,23737822,5203323,258434,2874160,2737751,20.134049699343,0.952539524591533,0.115332864152406,c(-90.1307797, 38.7157973)
"4216","5147",NA,NA,NA,NA,NA,NA,2006,2661571,718395,54156,204637,190399,13.2652891646355,0.93042313951045,0.071536321969243,c(NA, NA)
"4217","5147",NA,NA,NA,NA,NA,NA,2007,2656373,793177,57642,221062,199030,13.7604004024843,0.900335652441397,0.0749254716863934,c(NA, NA)
"4218","5148","Blue Water Area Transportation Commission","Port Huron","MI",48060,"19820","26147636000",2006,7053305,1959096,134417,934121,2146169,14.5747636087697,2.29752783632955,0.304278490721725,c(-82.4644445, 42.9751872)
"4219","5148","Blue Water Area Transportation Commission","Port Huron","MI",48060,"19820","26147636000",2007,7740772,2081729,139344,932101,2349926,14.9394950625789,2.5211066182742,0.303577731006675,c(-82.4644445, 42.9751872)
"4220","5148","Blue Water Area Transportation Commission","Port Huron","MI",48060,"19820","26147636000",2008,9191535,2458204,166978,1097543,2729113,14.7217238199044,2.48656590220155,0.296915912304093,c(-82.4644445, 42.9751872)
"4221","5148","Blue Water Area Transportation Commission","Port Huron","MI",48060,"19820","26147636000",2009,9085390,2688440,170869,1196816,2663857,15.7339248195986,2.22578658707771,0.293202273099999,c(-82.4644445, 42.9751872)
"4222","5148","Blue Water Area Transportation Commission","Port Huron","MI",48060,"19820","26147636000",2010,9154280,2891391,181911,1274080,2857252,15.8945363391988,2.24260015069697,0.312121980101111,c(-82.4644445, 42.9751872)
"4223","5148","Blue Water Area Transportation Commission","Port Huron","MI",48060,"19820","26147636000",2011,10145478,3015305,191988,1394239,3003313,15.7056951476134,2.15408764207571,0.296024790552008,c(-82.4644445, 42.9751872)
"4224","5148","Blue Water Area Transportation Commission","Port Huron","MI",48060,"19820","26147636000",2012,20326640,3211528,199298,1529950,3363238,16.1142008449658,2.19826661001994,0.165459613590834,c(-82.4644445, 42.9751872)
"4225","5148","Blue Water Area Transportation Commission","Port Huron","MI",48060,"19820","26147636000",2013,20631508,2876628,183299,1516315,3175750,15.6936371720522,2.09438672043738,0.153927187484308,c(-82.4644445, 42.9751872)
"4226","5148","Blue Water Area Transportation Commission","Port Huron","MI",48060,"19820","26147636000",2014,23214212,NA,NA,1570016,3446733,NA,2.19534896459654,0.148475123773316,c(-82.4644445, 42.9751872)
"4227","5148","Blue Water Area Transportation Commission","Port Huron","MI",48060,"19820","26147636000",2015,9085390,2883433,185626,1535223,3698838,15.5335621087563,2.40931643155424,0.407119342152621,c(-82.4644445, 42.9751872)
"4228","5149","Michiana Area Council of Governments","South Bend","IN",46601,"43780","18141001700",2006,2004298,760030,47717,296113,532966,15.9278663788587,1.79987369686572,0.265911556066014,c(-86.2539519, 41.6724038)
"4229","5149","Michiana Area Council of Governments","South Bend","IN",46601,"43780","18141001700",2007,2026326,743707,47369,316514,572925,15.7002892186873,1.81010950542472,0.282740783072418,c(-86.2539519, 41.6724038)
"4230","5149","Michiana Area Council of Governments","South Bend","IN",46601,"43780","18141001700",2008,2584116,749271,48288,351911,585193,15.5167122266402,1.66290056292642,0.226457713198634,c(-86.2539519, 41.6724038)
"4231","5149","Michiana Area Council of Governments","South Bend","IN",46601,"43780","18141001700",2009,2699831,729953,47422,317059,497245,15.3927080258108,1.56830432190854,0.18417634288961,c(-86.2539519, 41.6724038)
