"","ntdid","name","city","state","zip","GEOID.msa","GEOID.tract","year","total_expenses","revenue_miles","revenue_hours","upt","fares","average_speed","avg_fare","farebox_recovery","geometry"
"639","1066","Chittenden County Transportation Authority","Burlington","VT",5401,"15540","50007001000",2012,22156296,1879225,139017,2755250,2593015,13.5179510419589,0.941117865892387,0.117032874086896,c(-73.212121, 44.4758442)
"640","1066","Chittenden County Transportation Authority","Burlington","VT",5401,"15540","50007001000",2013,25150458,1859083,139542,2740479,2722418,13.3227487064826,0.993409546287346,0.108245265354611,c(-73.212121, 44.4758442)
"641","1066","Chittenden County Transportation Authority","Burlington","VT",5401,"15540","50007001000",2014,24358456,NA,NA,2593726,2463721,NA,0.949877126573894,0.101144382878783,c(-73.212121, 44.4758442)
"642","1066","Chittenden County Transportation Authority","Burlington","VT",5401,"15540","50007001000",2015,10093092,1944414,139883,2745679,2679685,13.9002880979104,0.975964415359552,0.265496935924095,c(-73.212121, 44.4758442)
"643","1069","Regional Transportation Program, Inc.","Portland","ME",4102,"38860","23005001700",2006,2323497,579935,54318,164426,1704858,10.676663352848,10.3685426878961,0.73374658973091,c(-70.2989334, 43.6611308)
"644","1069","Regional Transportation Program, Inc.","Portland","ME",4102,"38860","23005001700",2007,2238260,704299,54641,146050,1573990,12.8895701030362,10.7770626497775,0.703220358671468,c(-70.2989334, 43.6611308)
"645","1069","Regional Transportation Program, Inc.","Portland","ME",4102,"38860","23005001700",2008,2728869,686809,54886,146405,1643528,12.5133731734869,11.2259007547556,0.60227442211407,c(-70.2989334, 43.6611308)
"646","1069","Regional Transportation Program, Inc.","Portland","ME",4102,"38860","23005001700",2009,2477225,671142,54082,148504,1611623,12.4097111793203,10.8523878144696,0.650575946876041,c(-70.2989334, 43.6611308)
"647","1069","Regional Transportation Program, Inc.","Portland","ME",4102,"38860","23005001700",2010,2597452,727762,56846,148855,1675933,12.8023431727826,11.2588290618387,0.645221932878837,c(-70.2989334, 43.6611308)
"648","1069","Regional Transportation Program, Inc.","Portland","ME",4102,"38860","23005001700",2011,2571408,692123,54372,135558,1510855,12.729401162363,11.1454506558078,0.587559422697604,c(-70.2989334, 43.6611308)
"649","1069","Regional Transportation Program, Inc.","Portland","ME",4102,"38860","23005001700",2012,4991238,780394,60543,154126,1663687,12.8899129544291,10.7943306126157,0.333321512618713,c(-70.2989334, 43.6611308)
"650","1069","Regional Transportation Program, Inc.","Portland","ME",4102,"38860","23005001700",2013,4860958,670303,51688,133991,1731127,12.9682518186039,12.919725951743,0.3561287713245,c(-70.2989334, 43.6611308)
"651","1069","Regional Transportation Program, Inc.","Portland","ME",4102,"38860","23005001700",2014,2180977,NA,NA,92193,NA,NA,NA,NA,c(-70.2989334, 43.6611308)
"652","1069","Regional Transportation Program, Inc.","Portland","ME",4102,"38860","23005001700",2015,2477225,488972,37324,87069,NA,13.1007394705819,NA,NA,c(-70.2989334, 43.6611308)
"653","1086","Cooperative Alliance for Seacoast Transportation","Dover","NH",3820,"14460","33017081400",2006,2051213,488317,31096,354433,159096,15.7035310007718,0.448874681533604,0.0775619109278266,c(-70.8736698, 43.1978624)
"654","1086","Cooperative Alliance for Seacoast Transportation","Dover","NH",3820,"14460","33017081400",2007,2050815,479578,31144,375535,167503,15.398728487028,0.446038318665371,0.0816763091746452,c(-70.8736698, 43.1978624)
"655","1086","Cooperative Alliance for Seacoast Transportation","Dover","NH",3820,"14460","33017081400",2008,2463745,483289,33499,399324,183813,14.4269679691931,0.460310424617604,0.0746071529318172,c(-70.8736698, 43.1978624)
"656","1086","Cooperative Alliance for Seacoast Transportation","Dover","NH",3820,"14460","33017081400",2009,2799101,528468,37715,370074,276883,14.0121437093994,0.748182795873258,0.0989185456330443,c(-70.8736698, 43.1978624)
"657","1086","Cooperative Alliance for Seacoast Transportation","Dover","NH",3820,"14460","33017081400",2010,3209167,650126,45338,415957,323952,14.3395385769112,0.778811271357376,0.100945821766209,c(-70.8736698, 43.1978624)
"658","1086","Cooperative Alliance for Seacoast Transportation","Dover","NH",3820,"14460","33017081400",2011,3821399,684257,47117,459726,368867,14.5225077997326,0.802362711702188,0.0965266908794397,c(-70.8736698, 43.1978624)
"659","1086","Cooperative Alliance for Seacoast Transportation","Dover","NH",3820,"14460","33017081400",2012,7165700,768997,48998,489384,451381,15.6944569166088,0.922345234008468,0.0629918919296091,c(-70.8736698, 43.1978624)
"660","1086","Cooperative Alliance for Seacoast Transportation","Dover","NH",3820,"14460","33017081400",2013,7848210,852922,53462,494782,574152,15.953798960009,1.160414081353,0.0731570638400349,c(-70.8736698, 43.1978624)
"661","1086","Cooperative Alliance for Seacoast Transportation","Dover","NH",3820,"14460","33017081400",2014,4374351,NA,NA,484283,748353,NA,1.5452803422792,0.171077492409731,c(-70.8736698, 43.1978624)
"662","1086","Cooperative Alliance for Seacoast Transportation","Dover","NH",3820,"14460","33017081400",2015,2799101,862857,55862,487499,748767,15.4462246249687,1.53593545832915,0.26750267317971,c(-70.8736698, 43.1978624)
"663","1087","Nashua Transit System","Nashua","NH",3062,"31700","33011011300",2006,2017714,470796,36835,386902,229420,12.7812135197502,0.592966694408403,0.113702933121344,c(-71.4893013, 42.7189172)
"664","1087","Nashua Transit System","Nashua","NH",3062,"31700","33011011300",2007,2032213,454040,35946,390143,248366,12.6311689756858,0.636602476527837,0.122214551329019,c(-71.4893013, 42.7189172)
"665","1087","Nashua Transit System","Nashua","NH",3062,"31700","33011011300",2008,3035838,476648,36606,416105,248224,13.0210348030378,0.596541738263179,0.0817645737354892,c(-71.4893013, 42.7189172)
"666","1087","Nashua Transit System","Nashua","NH",3062,"31700","33011011300",2009,2653931,483694,36431,466716,278353,13.2769893771788,0.596407665475364,0.104883284456152,c(-71.4893013, 42.7189172)
"667","1087","Nashua Transit System","Nashua","NH",3062,"31700","33011011300",2010,2316234,506498,35702,471229,304788,14.186824267548,0.646793809379304,0.131587741134963,c(-71.4893013, 42.7189172)
"668","1087","Nashua Transit System","Nashua","NH",3062,"31700","33011011300",2011,2986717,506503,35574,495363,276125,14.2380109068421,0.557419508522033,0.0924510089171488,c(-71.4893013, 42.7189172)
"669","1087","Nashua Transit System","Nashua","NH",3062,"31700","33011011300",2012,5176504,571919,40983,517355,374641,13.955030134446,0.724146862405892,0.0723733624082972,c(-71.4893013, 42.7189172)
"670","1087","Nashua Transit System","Nashua","NH",3062,"31700","33011011300",2013,5921825,570624,40680,515039,417125,14.0271386430678,0.809890124825499,0.0704385894551088,c(-71.4893013, 42.7189172)
"671","1087","Nashua Transit System","Nashua","NH",3062,"31700","33011011300",2014,5556784,NA,NA,513957,399786,NA,0.777858848113753,0.0719455713952531,c(-71.4893013, 42.7189172)
"672","1087","Nashua Transit System","Nashua","NH",3062,"31700","33011011300",2015,2653931,589586,41748,514374,410168,14.1224968860784,0.797411999828918,0.154551116815019,c(-71.4893013, 42.7189172)
"673","1088","Casco Bay Island Transit District","Portland","ME",4112,"38860","23031026000",2006,3199750,70420,14866,869694,1471949,4.7369837212431,1.6924906921285,0.460020001562622,c(-70.4932794, 43.4598977)
"674","1088","Casco Bay Island Transit District","Portland","ME",4112,"38860","23031026000",2007,4165130,68326,12479,910473,1977897,5.47527846782595,2.17238402456745,0.474870412208022,c(-70.4932794, 43.4598977)
"675","1088","Casco Bay Island Transit District","Portland","ME",4112,"38860","23031026000",2008,2063858,29334,6276,266817,447102,4.67399617590822,1.67568783098528,0.216634090136046,c(-70.4932794, 43.4598977)
"676","1088","Casco Bay Island Transit District","Portland","ME",4112,"38860","23031026000",2009,4888955,72380,15144,857158,2133329,4.77945060750132,2.48883986382907,0.436356849265334,c(-70.4932794, 43.4598977)
"677","1088","Casco Bay Island Transit District","Portland","ME",4112,"38860","23031026000",2010,4685568,73239,15178,847091,2176368,4.82533930689155,2.56922573843896,0.464483281429274,c(-70.4932794, 43.4598977)
"678","1088","Casco Bay Island Transit District","Portland","ME",4112,"38860","23031026000",2011,4564290,71845,15117,903780,2208790,4.75259641463253,2.44394653566133,0.483928497093743,c(-70.4932794, 43.4598977)
"679","1088","Casco Bay Island Transit District","Portland","ME",4112,"38860","23031026000",2012,9725316,73053,15406,939674,2295805,4.74185382318577,2.44319306482887,0.236064822983644,c(-70.4932794, 43.4598977)
"680","1088","Casco Bay Island Transit District","Portland","ME",4112,"38860","23031026000",2013,9967210,71858,15287,946184,2306271,4.70059527703277,2.43744451396346,0.231385814084383,c(-70.4932794, 43.4598977)
"681","1088","Casco Bay Island Transit District","Portland","ME",4112,"38860","23031026000",2014,10627940,NA,NA,962614,2338561,NA,2.42938602596679,0.220038972745424,c(-70.4932794, 43.4598977)
"682","1088","Casco Bay Island Transit District","Portland","ME",4112,"38860","23031026000",2015,4888955,82388,15707,1001702,2474161,5.24530464124276,2.4699571329597,0.506071542896181,c(-70.4932794, 43.4598977)
"683","1095",NA,NA,NA,NA,NA,NA,2006,8376779,1505372,117801,1893162,1845220,12.7789407560207,0.974676229503867,0.220277985130084,c(NA, NA)
"684","1095",NA,NA,NA,NA,NA,NA,2007,8813880,1506283,120915,1914963,1806700,12.4573708803705,0.94346470401778,0.204983503292534,c(NA, NA)
"685","1095",NA,NA,NA,NA,NA,NA,2008,13051752,1681553,139567,2730909,1962979,12.0483567032321,0.718800589840233,0.150399655157407,c(NA, NA)
"686","1095",NA,NA,NA,NA,NA,NA,2009,14323051,1690950,140587,2750864,1912565,12.0277835077212,0.695259743847751,0.133530558538122,c(NA, NA)
"687","1095",NA,NA,NA,NA,NA,NA,2010,14871388,1688769,141411,2773277,1780038,11.9422746462439,0.641853662652523,0.119695485048201,c(NA, NA)
"688","1095",NA,NA,NA,NA,NA,NA,2015,14323051,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
"689","1096","City of Bangor - BAT Community Connector","Bangor","ME",4401,"12620","23019000600",2006,1621908,569263,43134,749869,488406,13.1975471785598,0.651321764201481,0.301130520350106,c(-68.7778138, 44.8011821)
"690","1096","City of Bangor - BAT Community Connector","Bangor","ME",4401,"12620","23019000600",2007,1779885,638259,46937,787775,549125,13.5982061060571,0.6970581701628,0.308517123297292,c(-68.7778138, 44.8011821)
"691","1096","City of Bangor - BAT Community Connector","Bangor","ME",4401,"12620","23019000600",2008,2266758,576766,42157,824373,676082,13.6813815024788,0.820116621966028,0.298259452486767,c(-68.7778138, 44.8011821)
"692","1096","City of Bangor - BAT Community Connector","Bangor","ME",4401,"12620","23019000600",2009,2414598,609110,45554,882264,723668,13.3711638934012,0.820239746833147,0.299705375387539,c(-68.7778138, 44.8011821)
"693","1096","City of Bangor - BAT Community Connector","Bangor","ME",4401,"12620","23019000600",2010,2374425,657970,47718,900740,713555,13.7887170459785,0.792187534693696,0.300516967265759,c(-68.7778138, 44.8011821)
"694","1096","City of Bangor - BAT Community Connector","Bangor","ME",4401,"12620","23019000600",2011,2381517,648279,49322,886554,821261,13.1438100644743,0.926351919905612,0.344847842782563,c(-68.7778138, 44.8011821)
"695","1096","City of Bangor - BAT Community Connector","Bangor","ME",4401,"12620","23019000600",2012,2502461,674298,50892,1023085,895267,13.2495873614714,0.875066099102225,0.357754626345825,c(-68.7778138, 44.8011821)
"696","1096","City of Bangor - BAT Community Connector","Bangor","ME",4401,"12620","23019000600",2013,4844354,614440,48279,1016068,852377,12.7268584684853,0.838897593468154,0.175952665721787,c(-68.7778138, 44.8011821)
"697","1096","City of Bangor - BAT Community Connector","Bangor","ME",4401,"12620","23019000600",2014,2355064,NA,NA,954029,691025,NA,0.724322845531949,0.293420900663421,c(-68.7778138, 44.8011821)
"698","1096","City of Bangor - BAT Community Connector","Bangor","ME",4401,"12620","23019000600",2015,2414598,602553,47210,888223,NA,12.7632493115865,NA,NA,c(-68.7778138, 44.8011821)
"699","1098","Western Maine Transportation Services, Inc.","Auburn","ME",4210,"30340","23001010100",2006,2545563,863055,61555,362689,169968,14.0208756396718,0.468632905878039,0.0667702979655188,c(-70.2311655, 44.0978509)
"700","1098","Western Maine Transportation Services, Inc.","Auburn","ME",4210,"30340","23001010100",2007,2634571,797687,58851,356896,157370,13.5543491189614,0.440940778265937,0.059732685131659,c(-70.2311655, 44.0978509)
"701","1098","Western Maine Transportation Services, Inc.","Auburn","ME",4210,"30340","23001010100",2010,3854338,581470,47308,372885,19886,12.2911558298808,0.0533301151829653,0.00515938145538871,c(-70.2311655, 44.0978509)
"702","1098","Western Maine Transportation Services, Inc.","Auburn","ME",4210,"30340","23001010100",2011,2112487,562425,43937,287520,44476,12.8007146596263,0.15468836950473,0.0210538573728501,c(-70.2311655, 44.0978509)
"703","1098","Western Maine Transportation Services, Inc.","Auburn","ME",4210,"30340","23001010100",2012,2139532,520399,39808,263652,54138,13.0727240755627,0.205338855764417,0.0253036645397218,c(-70.2311655, 44.0978509)
"704","1098","Western Maine Transportation Services, Inc.","Auburn","ME",4210,"30340","23001010100",2013,4651498,556438,46386,280553,51202,11.9958177036175,0.182503840629043,0.0110076366796245,c(-70.2311655, 44.0978509)
"705","1098","Western Maine Transportation Services, Inc.","Auburn","ME",4210,"30340","23001010100",2014,2588141,NA,NA,269629,NA,NA,NA,NA,c(-70.2311655, 44.0978509)
"706","1099","York County Community Action Corporation","Sanford","ME",4073,"38860","23031030202",2012,5894129,968001,74787,440130,63303,12.9434393678046,0.143827959920932,0.0107400092532756,c(-70.7742246, 43.4392489)
"707","1099","York County Community Action Corporation","Sanford","ME",4073,"38860","23031030202",2013,11177280,655214,69360,293816,72346,9.44656862745098,0.246228932393062,0.00647259440579461,c(-70.7742246, 43.4392489)
"708","1099","York County Community Action Corporation","Sanford","ME",4073,"38860","23031030202",2014,3448926,NA,NA,192663,79982,NA,0.41513938846587,0.0231904076805359,c(-70.7742246, 43.4392489)
"709","1102","Connecticut Department of Transportation","Newington","CT",6131,"40060","51041100205",2006,21262951,362841,11651,654399,4304355,31.1424770405974,6.57756964787538,0.202434506856551,c(-77.504675, 37.4642812)
"710","1102","Connecticut Department of Transportation","Newington","CT",6131,"40060","51041100205",2007,23041356,972208,49326,1318566,4239842,19.7098487613024,3.2154947116792,0.184010090378361,c(-77.504675, 37.4642812)
"711","1102","Connecticut Department of Transportation","Newington","CT",6131,"40060","51041100205",2008,15031841,382732,12181,703224,2181888,31.4204088334291,3.10269274086209,0.145151082957836,c(-77.504675, 37.4642812)
"712","1102","Connecticut Department of Transportation","Newington","CT",6131,"40060","51041100205",2009,22115623,466792,13588,795196,2478049,34.3532528701796,3.11627447824184,0.112049703505979,c(-77.504675, 37.4642812)
"713","1102","Connecticut Department of Transportation","Newington","CT",6131,"40060","51041100205",2010,25022713,450756,13815,738610,2393896,32.628013029316,3.24108257402418,0.095668922870194,c(-77.504675, 37.4642812)
"714","1102","Connecticut Department of Transportation","Newington","CT",6131,"40060","51041100205",2011,27648619,498588,14415,781860,2326620,34.5881373569199,2.97575013429514,0.0841495917029346,c(-77.504675, 37.4642812)
"715","1102","Connecticut Department of Transportation","Newington","CT",6131,"40060","51041100205",2012,54349604,1479950,35402,850867,2452012,41.8041353595842,2.88178058380452,0.0451155449081101,c(-77.504675, 37.4642812)
"716","1102","Connecticut Department of Transportation","Newington","CT",6131,"40060","51041100205",2013,59834596,1782223,41886,1107969,3044883,42.549372105238,2.74816623930814,0.0508883355709463,c(-77.504675, 37.4642812)
"717","1102","Connecticut Department of Transportation","Newington","CT",6131,"40060","51041100205",2014,68270456,467351,10497,1150371,3303214,44.5223397161094,2.87143365053535,0.0483842381249072,c(-77.504675, 37.4642812)
"718","1102","Connecticut Department of Transportation","Newington","CT",6131,"40060","51041100205",2015,22115623,2263394,55744,1116832,3289173,40.6033653846154,2.94509201025759,0.148726219469377,c(-77.504675, 37.4642812)
"719","1105","Cape Cod Regional Transit Authority","Hyannis","MA",2601,"12700","25001015300",2006,9125502,3445356,182826,701125,3141460,18.8450001640904,4.48059903726154,0.344250650539554,c(-70.2881124, 41.6524911)
"720","1105","Cape Cod Regional Transit Authority","Hyannis","MA",2601,"12700","25001015300",2007,10620096,3449449,211681,778430,3537349,16.2955059736112,4.54420949860617,0.333080699082193,c(-70.2881124, 41.6524911)
"721","1105","Cape Cod Regional Transit Authority","Hyannis","MA",2601,"12700","25001015300",2008,14765440,3751678,221735,797711,1050612,16.9196473267639,1.31703336170618,0.0711534502188895,c(-70.2881124, 41.6524911)
"722","1105","Cape Cod Regional Transit Authority","Hyannis","MA",2601,"12700","25001015300",2009,16086006,3760060,224065,800370,827196,16.7811126235691,1.03351699838825,0.0514233303158037,c(-70.2881124, 41.6524911)
"723","1105","Cape Cod Regional Transit Authority","Hyannis","MA",2601,"12700","25001015300",2010,13270046,3936371,245208,870590,3652025,16.0531915761313,4.19488507793565,0.275208164312317,c(-70.2881124, 41.6524911)
"724","1105","Cape Cod Regional Transit Authority","Hyannis","MA",2601,"12700","25001015300",2011,15270056,4213909,275018,999700,1403464,15.3223025401974,1.40388516554966,0.0919095516087171,c(-70.2881124, 41.6524911)
"725","1105","Cape Cod Regional Transit Authority","Hyannis","MA",2601,"12700","25001015300",2012,34771658,5093741,334349,1000011,7834076,15.23480255661,7.83398982611191,0.225300616956488,c(-70.2881124, 41.6524911)
"726","1105","Cape Cod Regional Transit Authority","Hyannis","MA",2601,"12700","25001015300",2013,45554478,6843776,340211,1128728,8621609,20.1162690212839,7.63834068083719,0.189259308382372,c(-70.2881124, 41.6524911)
"727","1105","Cape Cod Regional Transit Authority","Hyannis","MA",2601,"12700","25001015300",2014,42577286,NA,NA,1211268,9361046,NA,7.72830290241301,0.219860091599075,c(-70.2881124, 41.6524911)
"728","1105","Cape Cod Regional Transit Authority","Hyannis","MA",2601,"12700","25001015300",2015,16086006,6480013,386665,1218578,10530969,16.7587265462351,8.64201470894764,0.654666484645101,c(-70.2881124, 41.6524911)
"729","1107","Milford Transit District","Milford","CT",6460,"47900","51059430802",2006,2095515,617065,41973,387107,741114,14.7014747575823,1.91449392545214,0.35366675972255,c(-77.2384701, 38.7926121)
"730","1107","Milford Transit District","Milford","CT",6460,"47900","51059430802",2007,2175644,596431,40773,396952,716166,14.6280872145783,1.80416271992583,0.32917425828858,c(-77.2384701, 38.7926121)
"731","1107","Milford Transit District","Milford","CT",6460,"47900","51059430802",2008,3333138,647824,43532,432786,679484,14.8815583938252,1.57002305989565,0.203857146028757,c(-77.2384701, 38.7926121)
"732","1107","Milford Transit District","Milford","CT",6460,"47900","51059430802",2009,3119929,611972,40920,414332,625618,14.9553274682307,1.50994371663304,0.200523152930724,c(-77.2384701, 38.7926121)
"733","1107","Milford Transit District","Milford","CT",6460,"47900","51059430802",2010,3422278,597335,41080,419210,639230,14.5407740993184,1.52484435008707,0.186784942660999,c(-77.2384701, 38.7926121)
"734","1107","Milford Transit District","Milford","CT",6460,"47900","51059430802",2011,3280064,559463,40609,433980,606700,13.7768228717772,1.39799069081524,0.18496590310433,c(-77.2384701, 38.7926121)
"735","1107","Milford Transit District","Milford","CT",6460,"47900","51059430802",2012,4939896,542600,40000,464623,593558,13.565,1.27750455745841,0.120155970894934,c(-77.2384701, 38.7926121)
"736","1107","Milford Transit District","Milford","CT",6460,"47900","51059430802",2013,5982523,564794,40102,460676,609176,14.0839359632936,1.32235236912711,0.101825935311908,c(-77.2384701, 38.7926121)
"737","1107","Milford Transit District","Milford","CT",6460,"47900","51059430802",2014,5316886,NA,NA,465965,591418,NA,1.26923266768963,0.111233906463294,c(-77.2384701, 38.7926121)
"738","1107","Milford Transit District","Milford","CT",6460,"47900","51059430802",2015,3119929,531983,39312,425345,447944,13.5323310948311,1.05313098778639,0.143575062124811,c(-77.2384701, 38.7926121)
"739","1108","Greater Hartford Ridesharing Corporation - The Rideshare Company","Bloomfield","CT",6002,"25540","09003471300",2006,2128140,5155850,123041,883809,2972210,41.9035118375176,3.36295511813073,1.39662334244927,c(-72.7300945, 41.826488)
"740","1108","Greater Hartford Ridesharing Corporation - The Rideshare Company","Bloomfield","CT",6002,"25540","09003471300",2007,2798708,5830790,139777,905213,3877901,41.7149459496198,4.28396521039799,1.38560400013149,c(-72.7300945, 41.826488)
"741","1108","Greater Hartford Ridesharing Corporation - The Rideshare Company","Bloomfield","CT",6002,"25540","09003471300",2008,3243832,5371625,126253,863704,4335217,42.546513746208,5.01933185443161,1.33644929823739,c(-72.7300945, 41.826488)
"742","1108","Greater Hartford Ridesharing Corporation - The Rideshare Company","Bloomfield","CT",6002,"25540","09003471300",2009,2855425,5290889,124512,874435,4435687,42.493004690311,5.07263204240452,1.55342444644843,c(-72.7300945, 41.826488)
"743","1108","Greater Hartford Ridesharing Corporation - The Rideshare Company","Bloomfield","CT",6002,"25540","09003471300",2010,2659821,5166112,122109,819322,4021657,42.3073811103195,4.90851826266108,1.51200287538146,c(-72.7300945, 41.826488)
"744","1108","Greater Hartford Ridesharing Corporation - The Rideshare Company","Bloomfield","CT",6002,"25540","09003471300",2011,2529917,4953767,117519,772480,3945404,42.1529029348446,5.10745132560066,1.55949938278608,c(-72.7300945, 41.826488)
"745","1108","Greater Hartford Ridesharing Corporation - The Rideshare Company","Bloomfield","CT",6002,"25540","09003471300",2012,5119616,4864113,115375,744701,3881795,42.1591592632719,5.21255510600899,0.758219952433933,c(-72.7300945, 41.826488)
"746","1108","Greater Hartford Ridesharing Corporation - The Rideshare Company","Bloomfield","CT",6002,"25540","09003471300",2013,5120294,4451516,104969,682277,3792736,42.4079109070297,5.55893867153663,0.740726216111809,c(-72.7300945, 41.826488)
"747","1108","Greater Hartford Ridesharing Corporation - The Rideshare Company","Bloomfield","CT",6002,"25540","09003471300",2014,5751296,NA,NA,624208,3421993,NA,5.48213576243816,0.59499511066723,c(-72.7300945, 41.826488)
"748","1108","Greater Hartford Ridesharing Corporation - The Rideshare Company","Bloomfield","CT",6002,"25540","09003471300",2015,2855425,604410,14281,91746,361342,42.3226664799384,3.93850413097029,0.126545785653624,c(-72.7300945, 41.826488)
"749","1110",NA,NA,NA,NA,NA,NA,2007,367672,428947,8431,49200,299659,50.8773573716048,6.09063008130081,0.815017189233882,c(NA, NA)
"750","1110",NA,NA,NA,NA,NA,NA,2008,372842,323676,7193,88947,262452,44.9987487835396,2.95065600863436,0.703922841310797,c(NA, NA)
"751","1110",NA,NA,NA,NA,NA,NA,2009,461068,365306,8118,110001,354085,44.9995072677999,3.21892528249743,0.767966981009309,c(NA, NA)
"752","1110",NA,NA,NA,NA,NA,NA,2010,362531,309390,6875,89773,270257,45.0021818181818,3.01044857585243,0.745472800946678,c(NA, NA)
"753","1110",NA,NA,NA,NA,NA,NA,2015,461068,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
"754","1112","South Portland Bus Service","South Portland","ME",4116,"38860","23005000300",2012,1193121,196295,14375,247370,299479,13.6553043478261,1.2106520596677,0.251004717878572,c(-70.2588799, 43.6547969)
"755","1112","South Portland Bus Service","South Portland","ME",4116,"38860","23005000300",2013,1921154,189007,12934,248635,307331,14.6131900417504,1.23607295835261,0.159972079281515,c(-70.2588799, 43.6547969)
"756","1112","South Portland Bus Service","South Portland","ME",4116,"38860","23005000300",2014,1319874,NA,NA,258617,NA,NA,NA,NA,c(-70.2588799, 43.6547969)
"757","1114","Biddeford-Saco-Old Orchard Beach Transit Committee Shuttle Bus","Biddeford","ME",4005,"38860","23031025100",2011,1519679,405934,18563,172734,318250,21.8679092819049,1.84242824226846,0.209419226033919,c(-70.4980558, 43.482227)
"758","1114","Biddeford-Saco-Old Orchard Beach Transit Committee Shuttle Bus","Biddeford","ME",4005,"38860","23031025100",2012,1610535,448501,18927,165467,336567,23.6963596977862,2.03404304181498,0.2089783829597,c(-70.4980558, 43.482227)
"759","1114","Biddeford-Saco-Old Orchard Beach Transit Committee Shuttle Bus","Biddeford","ME",4005,"38860","23031025100",2013,4288840,330400,23226,153690,396484,14.2254370102471,2.57976446092784,0.0924455097415618,c(-70.4980558, 43.482227)
"760","1114","Biddeford-Saco-Old Orchard Beach Transit Committee Shuttle Bus","Biddeford","ME",4005,"38860","23031025100",2014,2219338,NA,NA,160900,NA,NA,NA,NA,c(-70.4980558, 43.482227)
"761","1115","Northern New England Passenger Rail Authority","Portland","ME",4101,"38860","23031026000",2006,7245190,207028,4380,230644,3054734,47.2666666666667,13.2443679436708,0.421622345307714,c(-70.4918342, 43.4595478)
"762","1115","Northern New England Passenger Rail Authority","Portland","ME",4101,"38860","23031026000",2007,11245867,332880,11886,340728,4565294,28.0060575466936,13.398646427649,0.405953049240223,c(-70.4918342, 43.4595478)
"763","1115","Northern New England Passenger Rail Authority","Portland","ME",4101,"38860","23031026000",2008,12914188,418704,11965,441726,6089045,34.9940660259089,13.784665154417,0.47150041489252,c(-70.4918342, 43.4595478)
"764","1115","Northern New England Passenger Rail Authority","Portland","ME",4101,"38860","23031026000",2009,13139398,417487,11791,471398,6630944,35.4072597744042,14.066550982397,0.504661172452497,c(-70.4918342, 43.4595478)
"765","1115","Northern New England Passenger Rail Authority","Portland","ME",4101,"38860","23031026000",2010,13620643,417560,11790,474205,6665907,35.4164546225615,14.0570154258179,0.489397380138368,c(-70.4918342, 43.4595478)
"766","1115","Northern New England Passenger Rail Authority","Portland","ME",4101,"38860","23031026000",2011,14550475,417560,11790,510015,7100404,35.4164546225615,13.9219513151574,0.487984344153713,c(-70.4918342, 43.4595478)
"767","1115","Northern New England Passenger Rail Authority","Portland","ME",4101,"38860","23031026000",2012,30172122,1910892,53508,528282,7416871,35.7122673245122,14.0396057408732,0.245818673277272,c(-70.4918342, 43.4595478)
"768","1115","Northern New England Passenger Rail Authority","Portland","ME",4101,"38860","23031026000",2013,29288102,2027240,66880,556347,8117252,30.3116028708134,14.5902683037744,0.277151861872101,c(-70.4918342, 43.4595478)
"769","1115","Northern New England Passenger Rail Authority","Portland","ME",4101,"38860","23031026000",2014,35799288,458646,15428,536524,8623681,29.7281565983925,16.0732436945971,0.240889735013724,c(-70.4918342, 43.4595478)
"770","1115","Northern New England Passenger Rail Authority","Portland","ME",4101,"38860","23031026000",2015,13139398,1751240,62321,438364,7855393,28.1003193145168,17.919794964915,0.597850297251061,c(-70.4918342, 43.4595478)
"771","1116",NA,NA,NA,NA,NA,NA,2006,2618293,721898,25061,246761,3101125,28.8056342524241,12.56732222677,1.18440716909834,c(NA, NA)
"772","1116",NA,NA,NA,NA,NA,NA,2007,2287516,494348,21402,198420,2214121,23.0982151200822,11.1587591976615,0.967914978518183,c(NA, NA)
"773","1116",NA,NA,NA,NA,NA,NA,2008,2084164,522999,26449,183492,2563714,19.7738666868313,13.9718025853988,1.23009225761504,c(NA, NA)
"774","1116",NA,NA,NA,NA,NA,NA,2009,1757030,468993,24353,151510,2095633,19.2581201494682,13.8316480760346,1.19271327182803,c(NA, NA)
"775","1116",NA,NA,NA,NA,NA,NA,2015,1757030,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
"776","1117","Plymouth & Brockton Street Railway Company","Plymouth","MA",2360,"14460","25023530500",2008,0,NA,NA,NA,NA,NA,NA,NA,c(-70.6580999, 41.9394698)
"777","1117","Plymouth & Brockton Street Railway Company","Plymouth","MA",2360,"14460","25023530500",2011,5886408,1267860,33592,506420,6156900,37.7429149797571,12.1576951937127,1.04595196255509,c(-70.6580999, 41.9394698)
"778","1117","Plymouth & Brockton Street Railway Company","Plymouth","MA",2360,"14460","25023530500",2012,9838268,1087974,28783,472432,6190696,37.799187020116,13.1038879669455,0.629246529978651,c(-70.6580999, 41.9394698)
"779","1117","Plymouth & Brockton Street Railway Company","Plymouth","MA",2360,"14460","25023530500",2013,10938894,1102348,28953,471241,6403628,38.0737056608987,13.5888600524997,0.585399949940094,c(-70.6580999, 41.9394698)
