"","GEOID.msa","name","year","total_expenses","revenue_miles","revenue_hours","upt","fares","average_speed","avg_fare","farebox_recovery"
"517","16700","Charleston-North Charleston, SC",2015,19803642,3576157,259108,5030060,3623171,13.8018007934915,0.720303733951484,0.182954781751761
"518","16740","Charlotte-Concord-Gastonia, NC-SC",2006,78145125,15075726,970320,21176801,12614966,15.5368600049468,0.595697433243104,0.161429980437039
"519","16740","Charlotte-Concord-Gastonia, NC-SC",2007,83246006,15388314,973232,20398306,13283728,15.811557778618,0.651217213821579,0.159571955920624
"520","16740","Charlotte-Concord-Gastonia, NC-SC",2008,108515806,16532489,1014770,22720940,16554610,16.2918582535944,0.728605858736478,0.152554826897752
"521","16740","Charlotte-Concord-Gastonia, NC-SC",2009,109174115,17144567,1063273,25650258,21431190,16.1243321329517,0.835515572591901,0.196302850726108
"522","16740","Charlotte-Concord-Gastonia, NC-SC",2010,108231110,15714288,976028,24116615,20277652,16.1002430258148,0.840816673484235,0.187355114439832
"523","16740","Charlotte-Concord-Gastonia, NC-SC",2011,112157473,16290705,1006991,27412828,23675739,16.1776073470369,0.863673715094262,0.211093727120617
"524","16740","Charlotte-Concord-Gastonia, NC-SC",2012,219076198,18076564,1135483,28968985,25252477,15.9197134611438,0.871707344941495,0.115268008257109
"525","16740","Charlotte-Concord-Gastonia, NC-SC",2013,254496681,22832251,1436601,30103038,27864621,15.8932445404117,0.925641491732496,0.109489133180483
"526","16740","Charlotte-Concord-Gastonia, NC-SC",2014,233808247,0,0,30679355,688575,NA,0.0224442463017883,0.00294504154081443
"527","16740","Charlotte-Concord-Gastonia, NC-SC",2015,109174115,16934866,1072448,27165943,28971099,15.7908504654771,1.06644923019974,0.26536600731776
"528","16820","Charlottesville, VA",2006,5303862,1345314,101011,1531406,542046,13.3184900654384,0.35395316460821,0.10219836036458
"529","16820","Charlottesville, VA",2007,5687857,1313957,96295,1590120,539321,13.6451217612545,0.339169999748447,0.094819718568874
"530","16820","Charlottesville, VA",2008,12416931,2635335,159344,1972688,1405636,16.5386522241189,0.712548563178769,0.113203173956592
"531","16820","Charlottesville, VA",2009,13008330,2471050,194541,2306619,1610409,12.7019497175403,0.698168618224336,0.123798289250042
"532","16820","Charlottesville, VA",2010,12844463,2465424,190050,2500079,1470420,12.972501973165,0.588149414478502,0.114478900363526
"533","16820","Charlottesville, VA",2011,13501814,2733722,194048,2630940,1761433,14.0878648581794,0.669507096322987,0.130458988695889
"534","16820","Charlottesville, VA",2012,17280559,3162691,203891,2900874,1898497,15.51167535595,0.654456898162416,0.109863170514333
"535","16820","Charlottesville, VA",2013,25521740,2936401,201793,2720145,1829158,14.5515503511024,0.672448711373842,0.0716705835887365
"536","16820","Charlottesville, VA",2014,18419397,0,0,2581958,1648416,NA,0.638436411436592,0.089493483418594
"537","16820","Charlottesville, VA",2015,13008330,2707294,223304,2748904,1799419,12.1238043205675,0.654595067706984,0.138328209693327
"538","16860","Chattanooga, TN-GA",2006,12796712,2407231,179602,3087641,3390469,13.4031413904077,1.09807746431661,0.264948449257903
"539","16860","Chattanooga, TN-GA",2007,13580742,2442387,198826,2947412,3474787,12.2840423284681,1.17892815799081,0.255861351316445
"540","16860","Chattanooga, TN-GA",2008,15990685,2408618,192888,3190648,4022651,12.4871324291817,1.26076301741841,0.251562143835614
"541","16860","Chattanooga, TN-GA",2009,16506021,2502737,191093,3142078,3933376,13.0969580256734,1.25183906955843,0.238299466600703
"542","16860","Chattanooga, TN-GA",2010,16928468,2595112,204986,3061540,4034531,12.6599475086103,1.31781097094926,0.238328181853195
"543","16860","Chattanooga, TN-GA",2011,17125927,2588123,200435,3213487,4107700,12.9125302467134,1.27826874669168,0.239852709870829
"544","16860","Chattanooga, TN-GA",2012,35453464,2418689,176387,3235026,4218794,13.712399439868,1.30409894696364,0.118995255301428
"545","16860","Chattanooga, TN-GA",2013,36403725,2343848,176960,3163617,4405584,13.2450723327306,1.39257817871127,0.12102014285626
"546","16860","Chattanooga, TN-GA",2014,35450450,0,0,3075268,4573062,NA,1.48704503152246,0.128998701003795
"547","16860","Chattanooga, TN-GA",2015,16506021,2581226,206058,3068821,4580290,12.5266963670423,1.49252432774671,0.277492073952893
"548","16940","Cheyenne, WY",2006,1322306,485118,33478,212453,119580,14.490650576498,0.562853901804164,0.090432925510434
"549","16940","Cheyenne, WY",2007,1350640,502201,34335,237754,135217,14.626503567788,0.568726498818106,0.100113279630397
"550","16940","Cheyenne, WY",2008,2077155,531362,35887,277802,128499,14.806531613119,0.462556065111122,0.0618629808560266
"551","16940","Cheyenne, WY",2009,2098137,505826,34082,280413,130308,14.8414412299748,0.464700281370693,0.0621065259322914
"552","16940","Cheyenne, WY",2010,2051154,483607,32775,277899,123576,14.7553623188406,0.444679541847938,0.0602470609227781
"553","16940","Cheyenne, WY",2011,1386517,456333,30834,265921,147296,14.7996691963417,0.553908867671226,0.10623454310333
"554","16940","Cheyenne, WY",2012,1478430,465479,31845,275888,177830,14.617019940336,0.644573160122948,0.120283002915255
"555","16940","Cheyenne, WY",2013,2903198,448401,30898,278081,159631,14.5122985306492,0.57404497250801,0.0549845377407948
"556","16940","Cheyenne, WY",2014,1465975,0,0,293971,146190,NA,0.497293950763851,0.0997220280018418
"557","16940","Cheyenne, WY",2015,2098137,454202,36680,278738,146526,12.3828244274809,0.525676441676413,0.0698362404361584
"558","16980","Chicago-Naperville-Elgin, IL-IN-WI",2006,2063155159,142212863,11495051,612010508,743574792,12.3716600300425,1.21497062922978,0.360406627081022
"559","16980","Chicago-Naperville-Elgin, IL-IN-WI",2007,2199783131,146964866,11753478,620755591,746115450,12.5039470019002,1.20194720888144,0.339176821335485
"560","16980","Chicago-Naperville-Elgin, IL-IN-WI",2008,2175678817,153191994,12160881,651179495,767789569,12.5971131532329,1.17907516267846,0.352896559455724
"561","16980","Chicago-Naperville-Elgin, IL-IN-WI",2009,2263258786,152539052,12135424,635068708,804610732,12.5697340282466,1.26696642719798,0.355509823700735
"562","16980","Chicago-Naperville-Elgin, IL-IN-WI",2010,2192666971,140132207,10929434,629368869,806934441,12.8215429088094,1.28213275353472,0.368015048191283
"563","16980","Chicago-Naperville-Elgin, IL-IN-WI",2011,2318190965,138452238,10843121,650913574,836455648,12.7686703855836,1.28504870909329,0.360822581326901
"564","16980","Chicago-Naperville-Elgin, IL-IN-WI",2012,4619906150,235959290,15359734,667995078,918082726,15.3621989807896,1.37438546515757,0.198723241596585
"565","16980","Chicago-Naperville-Elgin, IL-IN-WI",2013,4876465391,244387648,15829264,651694517,956456668,15.438977327057,1.46764571904477,0.196137282090679
"566","16980","Chicago-Naperville-Elgin, IL-IN-WI",2014,4916367289,7614972,254396,636829789,972733573,29.9335366908285,1.52746242371523,0.19785616407798
"567","16980","Chicago-Naperville-Elgin, IL-IN-WI",2015,2263258786,245966791,16101172,632169134,1001900669,15.2763283939827,1.58486173258817,0.442680560967013
"568","17020","Chico, CA",2006,6092286,1529452,109988,1149351,935158,13.9056260682984,0.813640045556144,0.153498703114069
"569","17020","Chico, CA",2007,6304736,1544107,109109,1206713,1000638,14.1519672987563,0.829226170597317,0.158712117367008
"570","17020","Chico, CA",2008,8925877,1464657,107908,1282240,1075804,13.5732012455054,0.839003618667332,0.120526419980916
"571","17020","Chico, CA",2009,9156110,1482828,108221,1391133,1150074,13.701850842258,0.82671750292747,0.125607272083887
"572","17020","Chico, CA",2010,9338192,1480811,107445,1350213,1360248,13.7820373214203,1.00743216070353,0.145665028091091
"573","17020","Chico, CA",2011,9939922,1398516,108211,1300249,1457127,12.9239726090693,1.12065227506424,0.14659340385166
"574","17020","Chico, CA",2012,15767212,1451226,113757,1442485,1558342,12.7572457079564,1.08031764628402,0.0988343405289407
"575","17020","Chico, CA",2013,19776764,1550722,119452,1509763,1628964,12.9819676522787,1.07895345163446,0.0823675703466957
"576","17020","Chico, CA",2014,17893418,0,0,1518172,1641035,NA,1.08092824791921,0.091711656207886
"577","17020","Chico, CA",2015,9156110,1520997,121714,1508745,1692852,12.4964835598206,1.1220265850094,0.184887687019924
"578","17140","Cincinnati, OH-KY-IN",2006,103024470,17903831,1254362,29538992,28730786,14.2732568429209,0.97263935072666,0.27887341716002
"579","17140","Cincinnati, OH-KY-IN",2007,108375784,17844636,1256692,30227550,29625945,14.1996893431326,0.980097460760134,0.27336314355982
"580","17140","Cincinnati, OH-KY-IN",2008,126186299,18014833,1281518,30258521,34390020,14.0574170632016,1.13654001793412,0.272533708275254
"581","17140","Cincinnati, OH-KY-IN",2009,128260750,17821115,1266916,27304055,34570149,14.0665324299322,1.26611776162918,0.269530226511228
"582","17140","Cincinnati, OH-KY-IN",2010,120682366,16019034,1131827,22953500,36500786,14.1532531031686,1.59020567669419,0.302453350972585
"583","17140","Cincinnati, OH-KY-IN",2011,119693438,16347572,1147838,23039586,36376424,14.2420550635194,1.57886621747457,0.303913268829324
"584","17140","Cincinnati, OH-KY-IN",2012,230920947,16942489,1196815,21687496,37265207,14.1563140502083,1.71828075495668,0.161376468805145
"585","17140","Cincinnati, OH-KY-IN",2013,246368285,16988190,1211171,21264952,36173704,14.0262522798185,1.70109502245761,0.146827762347739
"586","17140","Cincinnati, OH-KY-IN",2014,242815393,0,0,21118119,35202250,NA,1.66692166096801,0.144975364061866
"587","17140","Cincinnati, OH-KY-IN",2015,128260750,17100920,1236097,20642773,34824713,13.8346100670093,1.68701719483133,0.271514964632594
"588","17300","Clarksville, TN-KY",2006,3521166,1094061,68887,664066,443909,15.8819661184258,0.66847120617529,0.126068751089838
"589","17300","Clarksville, TN-KY",2007,3765485,1102130,72845,658264,468925,15.1297961424943,0.712366163119964,0.124532430749293
"590","17300","Clarksville, TN-KY",2008,5003960,1173387,76834,727811,485009,15.2717156467189,0.666394160022313,0.0969250353719854
"591","17300","Clarksville, TN-KY",2009,5415655,1304154,83679,746177,611700,15.5852005879611,0.819778685218118,0.11295032641481
"592","17300","Clarksville, TN-KY",2010,5384484,1348328,83820,733718,602771,16.08599379623,0.821529524967358,0.111945917194665
"593","17300","Clarksville, TN-KY",2011,6237319,1394792,86429,793950,640209,16.1380092330121,0.806359342527867,0.102641695895304
"594","17300","Clarksville, TN-KY",2012,10584072,1405283,84702,894356,697565,16.5909069443461,0.779963459740864,0.0659070535423417
"595","17300","Clarksville, TN-KY",2013,12409101,1410266,84815,873368,757650,16.6275540883099,0.86750373267626,0.0610559943061145
"596","17300","Clarksville, TN-KY",2014,10954168,0,0,733752,754075,NA,1.02769736913835,0.0688390939412286
"597","17300","Clarksville, TN-KY",2015,5415655,1453571,87297,725810,0,16.6508700184428,0,0
"598","17420","Cleveland, TN",2009,1103712,260512,26656,58240,12712,9.77310924369748,0.218269230769231,0.011517497318141
"599","17420","Cleveland, TN",2010,943417,273280,29344,82880,18906,9.31297709923664,0.228112934362934,0.0200399187209898
"600","17420","Cleveland, TN",2011,1167674,340445,33459,92222,24559,10.1749902866194,0.266303051332654,0.021032411443605
"601","17420","Cleveland, TN",2012,1202965,352310,34614,95189,41303,10.1782515745074,0.433905178119321,0.0343343322540556
"602","17420","Cleveland, TN",2013,2455684,358361,32521,115326,53267,11.019372098029,0.461881969373775,0.0216913088166067
"603","17420","Cleveland, TN",2014,1040763,0,0,122978,0,NA,0,0
"604","17420","Cleveland, TN",2015,1103712,337518,30141,128155,0,11.1979695431472,0,0
"605","17460","Cleveland-Elyria, OH",2006,234713786,30595794,2257802,71058999,42833125,13.5511413312593,0.602782555380494,0.182490878486362
"606","17460","Cleveland-Elyria, OH",2007,245859176,30628749,2283306,62027542,45174707,13.4142112358133,0.728300776451854,0.183742204521177
"607","17460","Cleveland-Elyria, OH",2008,280411432,28769057,2186265,58537970,49914474,13.1589981086465,0.852685427936773,0.178004418878329
"608","17460","Cleveland-Elyria, OH",2009,269329285,26987549,2034236,47059447,52241409,13.2666755479699,1.1101152336108,0.193968543004895
"609","17460","Cleveland-Elyria, OH",2010,239919609,21962572,1650247,43246593,48762302,13.3086574312815,1.12754089090902,0.203244337564755
"610","17460","Cleveland-Elyria, OH",2011,247496033,21532329,1630756,47049315,51639877,13.203893776874,1.09756915695797,0.208649311966952
"611","17460","Cleveland-Elyria, OH",2012,473055606,23887199,1778513,49213790,51757809,13.4309948816792,1.05169321444254,0.109411680875419
"612","17460","Cleveland-Elyria, OH",2013,518956463,25278996,1914485,50137399,52765669,13.2040710687208,1.05242134718636,0.101676484950145
"613","17460","Cleveland-Elyria, OH",2014,531269029,0,0,50127975,52172409,NA,1.04078429260308,0.09820336995402
"614","17460","Cleveland-Elyria, OH",2015,269329285,25906527,2000134,47821251,48914946,12.9523956894888,1.02287048074087,0.181617628398635
"615","17660","Coeur d'Alene, ID",2009,886730,0,0,445484,0,NA,0,0
"616","17660","Coeur d'Alene, ID",2011,0,0,0,0,0,NA,NA,NA
"617","17660","Coeur d'Alene, ID",2012,3330051,915623,45847,799937,0,19.9712740201104,0,0
"618","17660","Coeur d'Alene, ID",2013,7597780,880799,38805,644052,0,22.6980801443113,0,0
"619","17660","Coeur d'Alene, ID",2014,3100103,0,0,443776,0,NA,0,0
"620","17660","Coeur d'Alene, ID",2015,886730,545158,15325,187822,0,35.5731158238173,0,0
"621","17780","College Station-Bryan, TX",2006,4014362,961208,49187,713372,1129778,19.5419114806758,1.58371508834101,0.281434011182848
"622","17780","College Station-Bryan, TX",2007,4108223,979675,47371,757160,1761020,20.6809018175677,2.32582281155898,0.428657353799928
"623","17780","College Station-Bryan, TX",2008,13326829,3060400,161494,1418147,3318997,18.9505492464116,2.34037585666366,0.249046265994709
"624","17780","College Station-Bryan, TX",2009,14472162,3319972,172382,1381384,4027532,19.2593890313374,2.91557742090541,0.278295115823054
"625","17780","College Station-Bryan, TX",2010,15026355,3450698,176132,1362147,3789764,19.5915449776304,2.78219898439743,0.252207804221317
"626","17780","College Station-Bryan, TX",2011,13234032,3066857,155485,1376066,4071017,19.7244557352799,2.95844603383849,0.307617285495456
"627","17780","College Station-Bryan, TX",2012,24241530,2923263,141796,1491159,4321753,20.6159764732433,2.89825095781201,0.178278887512463
"628","17780","College Station-Bryan, TX",2013,23318644,2606312,117820,1390536,4276556,22.1211339331183,3.07547305499462,0.183396427339428
"629","17780","College Station-Bryan, TX",2014,28415602,0,0,1307864,4685231,NA,3.58235336395833,0.164882341750141
"630","17780","College Station-Bryan, TX",2015,14472162,2049629,102221,749966,1383744,20.0509582179787,1.84507564342917,0.0956141867400323
"631","17820","Colorado Springs, CO",2006,20760573,4869663,310619,3515912,3064383,15.6772863218283,0.871575568444261,0.147605897004866
"632","17820","Colorado Springs, CO",2007,23847404,5127537,335167,3742885,3294844,15.2984542034269,0.880295280245052,0.138163634079416
"633","17820","Colorado Springs, CO",2008,27716001,5348626,360919,3860645,4103893,14.8194636469679,1.06300708819381,0.148069449124352
"634","17820","Colorado Springs, CO",2009,26954021,5267538,308170,3436385,4154498,17.0929616769965,1.20897338336653,0.154132772991458
"635","17820","Colorado Springs, CO",2010,19340876,4345567,250522,2846277,3130087,17.346049448751,1.09971271243101,0.161837912615747
"636","17820","Colorado Springs, CO",2011,20212536,4783003,263452,3012784,3883157,18.1551212365061,1.28889326284261,0.192116268834351
"637","17820","Colorado Springs, CO",2012,34307106,4471492,250391,2930118,3739626,17.8580380285234,1.27627146756547,0.109004414420733
"638","17820","Colorado Springs, CO",2013,34183388,3804902,238519,2991715,3193161,15.9521966803483,1.067334622449,0.093412654123108
"639","17820","Colorado Springs, CO",2014,36064870,0,0,3265861,3489177,NA,1.06837890528715,0.0967472501633861
"640","17820","Colorado Springs, CO",2015,26954021,3998554,247356,3288722,3532086,16.1651789323889,1.07399956578878,0.13104115337745
"641","17860","Columbia, MO",2006,2796358,513170,46122,562502,212236,11.1263605220936,0.377307102908079,0.0758972921206798
"642","17860","Columbia, MO",2007,4030619,836824,80922,1662332,220265,10.3411186080423,0.13250361540294,0.0546479337292858
"643","17860","Columbia, MO",2008,5353126,696392,76384,1862498,307025,9.11698785085882,0.164845814599532,0.0573543383809759
"644","17860","Columbia, MO",2009,5611801,767626,77510,2297882,451120,9.90357373242162,0.196319915469985,0.0803877400499412
"645","17860","Columbia, MO",2010,5783408,804529,84277,2204403,524520,9.54624630682155,0.237941973405044,0.0906939299458036
"646","17860","Columbia, MO",2011,6329978,843888,84236,2249249,543548,10.0181395127974,0.241657548808513,0.0858688608396427
"647","17860","Columbia, MO",2012,11535268,871552,86858,2084338,1721222,10.0342167675977,0.825788331834856,0.149213871753998
"648","17860","Columbia, MO",2013,13200388,872130,92196,1879235,1907833,9.45952102043473,1.01521789451559,0.144528554766724
"649","17860","Columbia, MO",2014,12839700,0,0,2233894,2112787,NA,0.945786595066731,0.16455111879561
"650","17860","Columbia, MO",2015,5611801,1084148,100000,1700228,1859660,10.84148,1.09377095307218,0.331383810651874
"651","17900","Columbia, SC",2006,10428074,2394564,165796,2548769,2392660,14.4428333614804,0.938751216763857,0.229444094853949
"652","17900","Columbia, SC",2007,9534322,2221643,147195,2274129,2286469,15.093196100411,1.00542625330401,0.239814535317771
"653","17900","Columbia, SC",2008,12324396,2162983,148399,2268737,2018551,14.5754553602113,0.889724547181978,0.163784983864524
"654","17900","Columbia, SC",2009,12801069,2127120,141951,2098116,1997558,14.9848891518904,0.952072240047738,0.156046186455209
"655","17900","Columbia, SC",2010,14067196,2048365,150482,1959250,2063218,13.6120266875773,1.05306520352176,0.146668746209266
"656","17900","Columbia, SC",2011,13752328,1951280,143078,1853877,2124236,13.6378758439453,1.14583437844043,0.154463738793897
"657","17900","Columbia, SC",2012,21465820,1681947,120688,1625999,2026825,13.9363234124354,1.24651060671009,0.0944210377241587
"658","17900","Columbia, SC",2013,19909900,1262351,93644,1322052,1629294,13.480319080774,1.23239781793757,0.0818333592835725
"659","17900","Columbia, SC",2014,22476672,0,0,1585501,1822986,NA,1.14978546213468,0.0811056903797858
"660","17900","Columbia, SC",2015,12801069,2184394,173231,2117302,2073098,12.609717660234,0.979122487014134,0.161947256123688
"661","17980","Columbus, GA-AL",2006,4104193,1103980,74640,1019170,908939,14.7907288317256,0.891842381545768,0.221465949578882
"662","17980","Columbus, GA-AL",2007,3795403,1046677,72064,1102498,867767,14.5242700932504,0.787091677263814,0.228636326629873
"663","17980","Columbus, GA-AL",2008,4213304,1083045,74775,1115481,944825,14.4840521564694,0.847011289300311,0.224248001093679
"664","17980","Columbus, GA-AL",2009,4406220,1101142,73100,1168328,972354,15.0635020519836,0.832261145842606,0.220677587592086
"665","17980","Columbus, GA-AL",2010,4551075,1044759,73360,1100567,952408,14.2415348964013,0.865379390804921,0.209270996412935
"666","17980","Columbus, GA-AL",2011,4148913,1104951,77682,1111200,829752,14.2240287325249,0.746717062634989,0.199992624574196
"667","17980","Columbus, GA-AL",2012,4286077,1112892,79036,1122041,646501,14.0808239283365,0.576183045004594,0.150837467455671
"668","17980","Columbus, GA-AL",2013,8779600,1115866,79663,1133489,1040859,14.0073308813376,0.918278871696152,0.118554262153173
"669","17980","Columbus, GA-AL",2014,4529128,0,0,1137021,0,NA,0,0
"670","17980","Columbus, GA-AL",2015,4406220,1136814,84803,1140668,0,13.4053512257821,0,0
"671","18020","Columbus, IN",2011,0,0,0,0,0,NA,NA,NA
"672","18020","Columbus, IN",2012,1264096,280270,25844,199143,40384,10.8446834855286,0.20278895065355,0.0319469407386781
"673","18020","Columbus, IN",2013,2796538,274308,26052,195746,33783,10.5292491939199,0.172585902138486,0.0120802935629696
"674","18020","Columbus, IN",2014,1504749,0,0,219012,0,NA,0,0
"675","18140","Columbus, OH",2006,68293847,9718565,692498,15052915,13818357,14.0340694124748,0.917985453315853,0.202336778597346
"676","18140","Columbus, OH",2007,70604336,10018620,714872,15022216,13736019,14.0145648451751,0.914380341755171,0.194549227118289
"677","18140","Columbus, OH",2008,86816175,10757395,775199,16717177,14826324,13.8769464356894,0.886891608553286,0.170778360138534
"678","18140","Columbus, OH",2009,89545706,11983428,853171,17510700,14716166,14.0457516722908,0.840409920791288,0.164342509064589
"679","18140","Columbus, OH",2010,95794455,12729778,910499,17350470,17092555,13.9811004734766,0.985134984815973,0.178429482165747
"680","18140","Columbus, OH",2011,103503708,13491663,968849,19150217,19590252,13.9254548438405,1.02297806860361,0.189271016261562
"681","18140","Columbus, OH",2012,196023028,14513344,1037879,18897243,22043221,13.9836570544351,1.16647814710326,0.112452201279127
"682","18140","Columbus, OH",2013,222616505,16446739,1143536,19096860,22838487,14.3823535070168,1.19592891187347,0.102591166813979
"683","18140","Columbus, OH",2014,227350992,0,0,19648936,23369493,NA,1.18935157608534,0.102790371814168
"684","18140","Columbus, OH",2015,89545706,16638487,1209334,19351300,21441037,13.7583885014396,1.10798948907825,0.239442380408503
"685","18180","Concord, NH",2013,12579750,1226869,35674,559114,5570922,34.3911251892134,9.96383921704697,0.442848387289096
"686","18180","Concord, NH",2014,6665637,0,0,583540,0,NA,0,0
"687","18580","Corpus Christi, TX",2006,18766534,4048382,267589,5536958,1380241,15.1291047090874,0.249277852568143,0.0735479977282966
"688","18580","Corpus Christi, TX",2007,20202350,4057664,266598,5175983,1602329,15.2201591909917,0.309569988927707,0.0793139906991018
"689","18580","Corpus Christi, TX",2008,27050815,4136184,265418,5491376,1707930,15.5836604902456,0.311020407271329,0.0631378389153894
"690","18580","Corpus Christi, TX",2009,25492043,4173743,274687,5283174,1577231,15.1945414235111,0.298538530057878,0.0618715024135178
"691","18580","Corpus Christi, TX",2010,26483359,4321938,280518,5434286,1537773,15.4069899257802,0.282976089223129,0.0580656328375868
"692","18580","Corpus Christi, TX",2011,28482555,4202662,282612,6001631,1634508,14.870783972372,0.272343967831411,0.0573862843414153
"693","18580","Corpus Christi, TX",2012,50577690,4197852,296406,6054440,1674418,14.1625068318455,0.276560342492452,0.033105861497431
"694","18580","Corpus Christi, TX",2013,54538306,4248647,296654,6016375,1710591,14.3218935190491,0.284322536411045,0.0313649455852186
"695","18580","Corpus Christi, TX",2014,55014330,0,0,5927292,1790931,NA,0.302149953132054,0.0325539000474967
"696","18580","Corpus Christi, TX",2015,25492043,4947278,346718,5764797,1853091,14.2688813387248,0.321449480354642,0.072692918335341
"697","18700","Corvallis, OR",2009,2254304,396026,27870,687770,445435,14.2097595981342,0.647651104293587,0.197593137394069
"698","18700","Corvallis, OR",2010,2328937,373922,26949,700820,462844,13.8751716204683,0.66043206529494,0.198736161605058
"699","18700","Corvallis, OR",2011,2300174,367770,25990,884670,316570,14.1504424778761,0.35783964642183,0.137628718523033
"700","18700","Corvallis, OR",2012,5105490,389997,27717,1137272,0,14.070678644875,0,0
"701","18700","Corvallis, OR",2013,7119600,813095,57847,1266845,73520,14.0559579580618,0.0580339346960362,0.0103264228327434
"702","18700","Corvallis, OR",2014,6277732,0,0,1219091,0,NA,0,0
"703","18700","Corvallis, OR",2015,2254304,433752,29344,1201016,0,14.7816248636859,0,0
"704","18880","Crestview-Fort Walton Beach-Destin, FL",2006,2287039,1133250,75282,199771,417737,15.0533992189368,2.09107928578222,0.182654078045893
"705","18880","Crestview-Fort Walton Beach-Destin, FL",2007,2402379,1194771,82551,259503,450581,14.4731257041102,1.73632289414766,0.187556168281524
"706","18880","Crestview-Fort Walton Beach-Destin, FL",2008,2601899,1166885,84295,307008,471269,13.8428732427783,1.53503817490098,0.1811250167666
"707","18880","Crestview-Fort Walton Beach-Destin, FL",2009,2615225,1169130,83410,267295,495432,14.016664668505,1.85350268430012,0.189441443852823
"708","18880","Crestview-Fort Walton Beach-Destin, FL",2010,2721827,1102155,78430,252902,491233,14.052722172638,1.94238479727325,0.180479141400243
"709","18880","Crestview-Fort Walton Beach-Destin, FL",2011,3100505,1104470,76288,266477,486570,14.4776373741611,1.8259361971202,0.156932499705693
"710","18880","Crestview-Fort Walton Beach-Destin, FL",2012,6377238,1137257,77127,267344,515927,14.7452513387011,1.92982449578072,0.080901324366442
"711","18880","Crestview-Fort Walton Beach-Destin, FL",2013,6160100,1163135,78347,268988,546931,14.8459417718611,2.03329144794563,0.0887860586678788
"712","18880","Crestview-Fort Walton Beach-Destin, FL",2014,5543688,0,0,251493,504317,NA,2.00529239382408,0.0909713894432731
"713","18880","Crestview-Fort Walton Beach-Destin, FL",2015,2615225,1122913,77524,230626,379304,14.4847144110211,1.64467145941915,0.145036851513732
"714","19060","Cumberland, MD-WV",2006,2271564,592445,39473,316841,193599,15.0088668203582,0.611028875682124,0.0852271826811835
"715","19060","Cumberland, MD-WV",2007,2104261,594698,36350,332550,223546,16.3603301237964,0.672217711622312,0.106234920478021
"716","19060","Cumberland, MD-WV",2008,2890382,504277,32009,242425,243665,15.7542253741135,1.00511498401568,0.0843020057556406
"717","19060","Cumberland, MD-WV",2009,2883440,462956,30352,177099,258611,15.2528993147074,1.46026233914364,0.0896883583497489
"718","19060","Cumberland, MD-WV",2010,2979828,390837,27375,172798,228337,14.2771506849315,1.3214099700228,0.0766275771621718
"719","19060","Cumberland, MD-WV",2011,2011870,332324,28666,190818,262300,11.5929672783088,1.37460826546762,0.130376217151208
"720","19060","Cumberland, MD-WV",2012,2003995,381238,30123,219995,294109,12.6560435547588,1.33688947476079,0.146761344214931
"721","19060","Cumberland, MD-WV",2013,3895024,376307,29082,210601,290012,12.9395158517296,1.37706848495496,0.0744570508423055
"722","19060","Cumberland, MD-WV",2014,1858375,0,0,204387,0,NA,0,0
"723","19060","Cumberland, MD-WV",2015,2883440,354515,28259,221101,0,12.54520683676,0,0
"724","19100","Dallas-Fort Worth-Arlington, TX",2006,484938290,56549748,4021485,111352293,71220330,14.0619069821223,0.639594642204629,0.14686472788115
"725","19100","Dallas-Fort Worth-Arlington, TX",2007,501901292,64203739,4539523,108028082,71757218,14.14327871012,0.664245968932412,0.142970777608598
"726","19100","Dallas-Fort Worth-Arlington, TX",2008,619295969,66649204,4637737,103811523,82882389,14.3710615759367,0.798392958746978,0.133833244763135
"727","19100","Dallas-Fort Worth-Arlington, TX",2009,642277848,66385892,4672951,101383734,81838036,14.206417315311,0.807210710941067,0.127418431532143
"728","19100","Dallas-Fort Worth-Arlington, TX",2010,674232627,67075480,4732603,95436091,89782669,14.1730629000573,0.940762221704994,0.133162747402908
"729","19100","Dallas-Fort Worth-Arlington, TX",2011,712987811,68495728,4768811,100227726,87524217,14.3632716834448,0.873253544632949,0.12275696112847
"730","19100","Dallas-Fort Worth-Arlington, TX",2012,1334349326,75917681,5110499,109826708,93978777,14.8552384023556,0.855700573306813,0.0704304151610146
"731","19100","Dallas-Fort Worth-Arlington, TX",2013,1426111979,76609934,5307418,111028958,110401270,14.4345016729415,0.994346628021133,0.0774141663668053
"732","19100","Dallas-Fort Worth-Arlington, TX",2014,1404329588,65959,11778,110869406,104973129,5.60018678892851,0.946817817351705,0.0747496384730448
"733","19100","Dallas-Fort Worth-Arlington, TX",2015,642277848,75352491,5229662,109164002,42222909,14.4086732565126,0.386784180008351,0.0657393200333448
"734","19180","Danville, IL",2006,1416773,353072,22837,408848,155975,15.4605245872926,0.381498747700857,0.110091736643767
"735","19180","Danville, IL",2007,1513404,450068,25822,451968,211983,17.4296336457284,0.469022143160578,0.140070331517559
"736","19180","Danville, IL",2008,1715019,477712,26461,494375,234685,18.0534371338952,0.474710493046776,0.136841049574378
"737","19180","Danville, IL",2009,1853406,527592,28186,530873,280092,18.7182289079685,0.527606414340153,0.151122851657975
"738","19180","Danville, IL",2010,1994302,560435,30805,540623,274019,18.1929881512741,0.506857828838211,0.137400955321712
"739","19180","Danville, IL",2011,2281461,589706,32087,596203,308159,18.3783463708044,0.516869254264068,0.135070904126785
"740","19180","Danville, IL",2012,4876296,607334,27222,659153,378925,22.3104106972302,0.574866533263142,0.0777075468757434
