ntdid,name,mode,tos,exp_type,total
3008,NA,MB,DO,Vehicle Maintenance                               ,1068659
3008,NA,MB,DO,Non-Vehicle Maintenance                           ,271875
3008,NA,MB,DO,General Administration                            ,1273686
3008,NA,MB,DO,Total                                             ,0
3009,NA,DR,DO,Vehicle Operations                                ,177566
3009,NA,DR,DO,Vehicle Maintenance                               ,31566
3009,NA,DR,DO,Non-Vehicle Maintenance                           ,0
3009,NA,DR,DO,General Administration                            ,14200
3009,NA,DR,DO,Total                                             ,0
3009,NA,MB,DO,Vehicle Operations                                ,1189618
3009,NA,MB,DO,Vehicle Maintenance                               ,518486
3009,NA,MB,DO,Non-Vehicle Maintenance                           ,143218
3009,NA,MB,DO,General Administration                            ,459118
3009,NA,MB,DO,Total                                             ,0
3010,NA,DR,PT,Vehicle Operations                                ,7480702
3010,NA,DR,PT,Vehicle Maintenance                               ,1417246
3010,NA,DR,PT,Non-Vehicle Maintenance                           ,10000
3010,NA,DR,PT,General Administration                            ,1559708
3010,NA,DR,PT,Total                                             ,2539786
3010,NA,MB,DO,Vehicle Operations                                ,12936373
3010,NA,MB,DO,Vehicle Maintenance                               ,3068137
3010,NA,MB,DO,Non-Vehicle Maintenance                           ,338903
3010,NA,MB,DO,General Administration                            ,1631360
3010,NA,MB,DO,Total                                             ,0
3011,NA,DR,DO,Vehicle Operations                                ,15989
3011,NA,DR,DO,Vehicle Maintenance                               ,4497
3011,NA,DR,DO,Non-Vehicle Maintenance                           ,580
3011,NA,DR,DO,General Administration                            ,3058
3011,NA,DR,DO,Total                                             ,24124
3011,NA,DR,PT,Vehicle Operations                                ,89749
3011,NA,DR,PT,Vehicle Maintenance                               ,42735
3011,NA,DR,PT,Non-Vehicle Maintenance                           ,7125
3011,NA,DR,PT,General Administration                            ,3115
3011,NA,DR,PT,Total                                             ,142724
3011,NA,MB,DO,Vehicle Operations                                ,2143534
3011,NA,MB,DO,Vehicle Maintenance                               ,691248
3011,NA,MB,DO,Non-Vehicle Maintenance                           ,78993
3011,NA,MB,DO,General Administration                            ,626658
3011,NA,MB,DO,Total                                             ,0
3012,NA,DR,DO,Vehicle Operations                                ,450262
3012,NA,DR,DO,Vehicle Maintenance                               ,144293
3012,NA,DR,DO,Non-Vehicle Maintenance                           ,24086
3012,NA,DR,DO,General Administration                            ,105806
3012,NA,DR,DO,Total                                             ,81459
3012,NA,IP,DO,Vehicle Operations                                ,156056
3012,NA,IP,DO,Vehicle Maintenance                               ,1055
3012,NA,IP,DO,Non-Vehicle Maintenance                           ,33982
3012,NA,IP,DO,General Administration                            ,300227
3012,NA,IP,DO,Total                                             ,0
3012,NA,MB,DO,Vehicle Operations                                ,3651796
3012,NA,MB,DO,Vehicle Maintenance                               ,1383766
3012,NA,MB,DO,Non-Vehicle Maintenance                           ,364383
3012,NA,MB,DO,General Administration                            ,947128
3012,NA,MB,DO,Total                                             ,0
3013,NA,DR,DO,Vehicle Operations                                ,3571181
3013,NA,DR,DO,Vehicle Maintenance                               ,550704
3013,NA,DR,DO,Non-Vehicle Maintenance                           ,181029
3013,NA,DR,DO,General Administration                            ,694640
3013,NA,DR,DO,Total                                             ,747913
3013,NA,MB,DO,Vehicle Operations                                ,8385897
3013,NA,MB,DO,Vehicle Maintenance                               ,1894602
3013,NA,MB,DO,Non-Vehicle Maintenance                           ,521746
3013,NA,MB,DO,General Administration                            ,1127947
3013,NA,MB,DO,Total                                             ,0
3014,NA,DR,DO,Vehicle Operations                                ,1975677
3014,NA,DR,DO,Vehicle Maintenance                               ,658592
3014,NA,DR,DO,Non-Vehicle Maintenance                           ,12547
3014,NA,DR,DO,General Administration                            ,581517
3014,NA,DR,DO,Total                                             ,404152
3014,NA,DR,PT,Vehicle Operations                                ,741047
3014,NA,DR,PT,Vehicle Maintenance                               ,222357
3014,NA,DR,PT,Non-Vehicle Maintenance                           ,57180
3014,NA,DR,PT,General Administration                            ,142726
3014,NA,DR,PT,Total                                             ,206616
3014,NA,DT,PT,Vehicle Operations                                ,79601
3014,NA,DT,PT,Vehicle Maintenance                               ,23885
3014,NA,DT,PT,Non-Vehicle Maintenance                           ,6142
3014,NA,DT,PT,General Administration                            ,18060
3014,NA,DT,PT,Total                                             ,3756
3014,NA,MB,DO,Vehicle Operations                                ,8255222
3014,NA,MB,DO,Vehicle Maintenance                               ,2144838
3014,NA,MB,DO,Non-Vehicle Maintenance                           ,528498
3014,NA,MB,DO,General Administration                            ,1947685
3014,NA,MB,DO,Total                                             ,0
3014,NA,MB,PT,Vehicle Operations                                ,112909
3014,NA,MB,PT,Vehicle Maintenance                               ,30959
3014,NA,MB,PT,Non-Vehicle Maintenance                           ,0
3014,NA,MB,PT,General Administration                            ,46073
3014,NA,MB,PT,Total                                             ,0
3015,NA,DR,PT,Vehicle Operations                                ,227049
3015,NA,DR,PT,Vehicle Maintenance                               ,69861
3015,NA,DR,PT,Non-Vehicle Maintenance                           ,0
3015,NA,DR,PT,General Administration                            ,65214
3015,NA,DR,PT,Total                                             ,362124
3015,NA,MB,DO,Vehicle Operations                                ,3835210
3015,NA,MB,DO,Vehicle Maintenance                               ,1576842
3015,NA,MB,DO,Non-Vehicle Maintenance                           ,101669
3015,NA,MB,DO,General Administration                            ,672680
3015,NA,MB,DO,Total                                             ,0
3018,NA,DR,PT,Vehicle Operations                                ,4019451
3018,NA,DR,PT,Vehicle Maintenance                               ,538217
3018,NA,DR,PT,Non-Vehicle Maintenance                           ,57257
3018,NA,DR,PT,General Administration                            ,1820802
3018,NA,DR,PT,Total                                             ,606305
3018,NA,MB,DO,Vehicle Operations                                ,5585006
3018,NA,MB,DO,Vehicle Maintenance                               ,1338257
3018,NA,MB,DO,Non-Vehicle Maintenance                           ,166833
3018,NA,MB,DO,General Administration                            ,1144596
3018,NA,MB,DO,Total                                             ,0
3019,NA,CR,DO,Vehicle Operations                                ,124375219
3019,NA,CR,DO,Vehicle Maintenance                               ,44444606
3019,NA,CR,DO,Non-Vehicle Maintenance                           ,45835542
3019,NA,CR,DO,General Administration                            ,21754966
3019,NA,CR,DO,Total                                             ,0
3019,NA,DR,PT,Vehicle Operations                                ,29291873
3019,NA,DR,PT,Vehicle Maintenance                               ,9039213
3019,NA,DR,PT,Non-Vehicle Maintenance                           ,822003
3019,NA,DR,PT,General Administration                            ,8618055
3019,NA,DR,PT,Total                                             ,25866879
3019,NA,HR,DO,Vehicle Operations                                ,82241932
3019,NA,HR,DO,Vehicle Maintenance                               ,27699868
3019,NA,HR,DO,Non-Vehicle Maintenance                           ,32235482
3019,NA,HR,DO,General Administration                            ,23919942
3019,NA,HR,DO,Total                                             ,0
3019,NA,LR,DO,Vehicle Operations                                ,31666338
3019,NA,LR,DO,Vehicle Maintenance                               ,14815623
3019,NA,LR,DO,Non-Vehicle Maintenance                           ,5878165
3019,NA,LR,DO,General Administration                            ,10443902
3019,NA,LR,DO,Total                                             ,0
3019,NA,MB,DO,Vehicle Operations                                ,299406649
3019,NA,MB,DO,Vehicle Maintenance                               ,91977346
3019,NA,MB,DO,Non-Vehicle Maintenance                           ,53932538
3019,NA,MB,DO,General Administration                            ,104706668
3019,NA,MB,DO,Total                                             ,0
3019,NA,TB,DO,Vehicle Operations                                ,7349135
3019,NA,TB,DO,Vehicle Maintenance                               ,1061642
3019,NA,TB,DO,Non-Vehicle Maintenance                           ,1119764
3019,NA,TB,DO,General Administration                            ,2526751
3019,NA,TB,DO,Total                                             ,0
3022,NA,DR,PT,Vehicle Operations                                ,24708920
3022,NA,DR,PT,Vehicle Maintenance                               ,5077176
3022,NA,DR,PT,Non-Vehicle Maintenance                           ,1353913
3022,NA,DR,PT,General Administration                            ,2686433
3022,NA,DR,PT,Total                                             ,11034051
3022,NA,IP,DO,Vehicle Operations                                ,470792
3022,NA,IP,DO,Vehicle Maintenance                               ,15548
3022,NA,IP,DO,Non-Vehicle Maintenance                           ,281427
3022,NA,IP,DO,General Administration                            ,49311
3022,NA,IP,DO,Total                                             ,0
3022,NA,IP,PT,Vehicle Operations                                ,53984
3022,NA,IP,PT,Vehicle Maintenance                               ,23843
3022,NA,IP,PT,Non-Vehicle Maintenance                           ,8934
3022,NA,IP,PT,General Administration                            ,19297
3022,NA,IP,PT,Total                                             ,0
3022,NA,LR,DO,Vehicle Operations                                ,15494144
3022,NA,LR,DO,Vehicle Maintenance                               ,13062278
3022,NA,LR,DO,Non-Vehicle Maintenance                           ,15664552
3022,NA,LR,DO,General Administration                            ,5914835
3022,NA,LR,DO,Total                                             ,0
3022,NA,MB,DO,Vehicle Operations                                ,157469996
3022,NA,MB,DO,Vehicle Maintenance                               ,69359158
3022,NA,MB,DO,Non-Vehicle Maintenance                           ,15493514
3022,NA,MB,DO,General Administration                            ,39395867
3022,NA,MB,DO,Total                                             ,0
3023,NA,DR,DO,Vehicle Operations                                ,1167622
3023,NA,DR,DO,Vehicle Maintenance                               ,281943
3023,NA,DR,DO,Non-Vehicle Maintenance                           ,124532
3023,NA,DR,DO,General Administration                            ,549566
3023,NA,DR,DO,Total                                             ,0
3023,NA,MB,DO,Vehicle Operations                                ,2309760
3023,NA,MB,DO,Vehicle Maintenance                               ,801522
3023,NA,MB,DO,Non-Vehicle Maintenance                           ,173096
3023,NA,MB,DO,General Administration                            ,762978
3023,NA,MB,DO,Total                                             ,0
3024,NA,DR,DO,Vehicle Operations                                ,2293678
3024,NA,DR,DO,Vehicle Maintenance                               ,706578
3024,NA,DR,DO,Non-Vehicle Maintenance                           ,88088
3024,NA,DR,DO,General Administration                            ,459940
3024,NA,DR,DO,Total                                             ,1045324
3024,NA,DR,PT,Vehicle Operations                                ,1134080
3024,NA,DR,PT,Vehicle Maintenance                               ,204954
3024,NA,DR,PT,Non-Vehicle Maintenance                           ,0
3024,NA,DR,PT,General Administration                            ,95645
3024,NA,DR,PT,Total                                             ,286936
3024,NA,MB,DO,Vehicle Operations                                ,5796726
3024,NA,MB,DO,Vehicle Maintenance                               ,1446754
3024,NA,MB,DO,Non-Vehicle Maintenance                           ,235109
3024,NA,MB,DO,General Administration                            ,1074342
3024,NA,MB,DO,Total                                             ,0
3025,NA,DR,PT,Vehicle Operations                                ,122440
3025,NA,DR,PT,Vehicle Maintenance                               ,24192
3025,NA,DR,PT,Non-Vehicle Maintenance                           ,10894
3025,NA,DR,PT,General Administration                            ,27148
3025,NA,DR,PT,Total                                             ,184674
3025,NA,MB,DO,Vehicle Operations                                ,3923274
3025,NA,MB,DO,Vehicle Maintenance                               ,1057637
3025,NA,MB,DO,Non-Vehicle Maintenance                           ,311979
3025,NA,MB,DO,General Administration                            ,1146345
3025,NA,MB,DO,Total                                             ,0
3025,NA,MB,PT,Vehicle Operations                                ,291145
3025,NA,MB,PT,Vehicle Maintenance                               ,46415
3025,NA,MB,PT,Non-Vehicle Maintenance                           ,24473
3025,NA,MB,PT,General Administration                            ,59915
3025,NA,MB,PT,Total                                             ,0
3026,NA,DR,PT,Vehicle Operations                                ,11831
3026,NA,DR,PT,Vehicle Maintenance                               ,3944
3026,NA,DR,PT,Non-Vehicle Maintenance                           ,591
3026,NA,DR,PT,General Administration                            ,5324
3026,NA,DR,PT,Total                                             ,21690
3026,NA,MB,DO,Vehicle Operations                                ,2753336
3026,NA,MB,DO,Vehicle Maintenance                               ,728045
3026,NA,MB,DO,Non-Vehicle Maintenance                           ,102603
3026,NA,MB,DO,General Administration                            ,1092364
3026,NA,MB,DO,Total                                             ,0
3027,NA,DR,DO,Vehicle Operations                                ,1864444
3027,NA,DR,DO,Vehicle Maintenance                               ,823371
3027,NA,DR,DO,Non-Vehicle Maintenance                           ,118321
3027,NA,DR,DO,General Administration                            ,470643
3027,NA,DR,DO,Total                                             ,324523
3027,NA,DR,PT,Vehicle Operations                                ,533038
3027,NA,DR,PT,Vehicle Maintenance                               ,151600
3027,NA,DR,PT,Non-Vehicle Maintenance                           ,22740
3027,NA,DR,PT,General Administration                            ,88524
3027,NA,DR,PT,Total                                             ,0
3027,NA,DT,PT,Vehicle Operations                                ,93696
3027,NA,DT,PT,Vehicle Maintenance                               ,24624
3027,NA,DT,PT,Non-Vehicle Maintenance                           ,3888
3027,NA,DT,PT,General Administration                            ,13875
3027,NA,DT,PT,Total                                             ,0
3027,NA,MB,DO,Vehicle Operations                                ,4500170
3027,NA,MB,DO,Vehicle Maintenance                               ,1312103
3027,NA,MB,DO,Non-Vehicle Maintenance                           ,236916
3027,NA,MB,DO,General Administration                            ,737525
3027,NA,MB,DO,Total                                             ,0
3027,NA,MB,PT,Vehicle Operations                                ,480604
3027,NA,MB,PT,Vehicle Maintenance                               ,239968
3027,NA,MB,PT,Non-Vehicle Maintenance                           ,26428
3027,NA,MB,PT,General Administration                            ,89647
3027,NA,MB,PT,Total                                             ,0
3027,NA,VP,PT,Vehicle Operations                                ,24480
3027,NA,VP,PT,Vehicle Maintenance                               ,6840
3027,NA,VP,PT,Non-Vehicle Maintenance                           ,1080
3027,NA,VP,PT,General Administration                            ,3708
3027,NA,VP,PT,Total                                             ,0
3030,NA,DR,PT,Vehicle Operations                                ,62379965
3030,NA,DR,PT,Vehicle Maintenance                               ,5781093
3030,NA,DR,PT,Non-Vehicle Maintenance                           ,154118
3030,NA,DR,PT,General Administration                            ,15874424
3030,NA,DR,PT,Total                                             ,84189600
3030,NA,DT,PT,Vehicle Operations                                ,4326982
3030,NA,DT,PT,Vehicle Maintenance                               ,783923
3030,NA,DT,PT,Non-Vehicle Maintenance                           ,0
3030,NA,DT,PT,General Administration                            ,8868457
3030,NA,DT,PT,Total                                             ,13979362
3030,NA,HR,DO,Vehicle Operations                                ,294132348
3030,NA,HR,DO,Vehicle Maintenance                               ,130027284
3030,NA,HR,DO,Non-Vehicle Maintenance                           ,240817456
3030,NA,HR,DO,General Administration                            ,122322464
3030,NA,HR,DO,Total                                             ,0
3030,NA,MB,DO,Vehicle Operations                                ,304263479
3030,NA,MB,DO,Vehicle Maintenance                               ,148778138
3030,NA,MB,DO,Non-Vehicle Maintenance                           ,23549917
3030,NA,MB,DO,General Administration                            ,67569196
3030,NA,MB,DO,Total                                             ,0
3030,NA,MB,PT,Vehicle Operations                                ,9745160
3030,NA,MB,PT,Vehicle Maintenance                               ,1694154
3030,NA,MB,PT,Non-Vehicle Maintenance                           ,82917
3030,NA,MB,PT,General Administration                            ,1769788
3030,NA,MB,PT,Total                                             ,0
3034,NA,CR,PT,Vehicle Operations                                ,48353389
3034,NA,CR,PT,Vehicle Maintenance                               ,25224223
3034,NA,CR,PT,Non-Vehicle Maintenance                           ,13763014
3034,NA,CR,PT,General Administration                            ,20294558
3034,NA,CR,PT,Total                                             ,0
3034,NA,DR,DO,Vehicle Operations                                ,10644136
3034,NA,DR,DO,Vehicle Maintenance                               ,2101582
3034,NA,DR,DO,Non-Vehicle Maintenance                           ,448203
3034,NA,DR,DO,General Administration                            ,547357
3034,NA,DR,DO,Total                                             ,12233727
3034,NA,DR,PT,Vehicle Operations                                ,33384196
3034,NA,DR,PT,Vehicle Maintenance                               ,3494289
3034,NA,DR,PT,Non-Vehicle Maintenance                           ,1055167
3034,NA,DR,PT,General Administration                            ,3301225
3034,NA,DR,PT,Total                                             ,36711020
3034,NA,DT,PT,Vehicle Operations                                ,3312226
3034,NA,DT,PT,Vehicle Maintenance                               ,374259
3034,NA,DT,PT,Non-Vehicle Maintenance                           ,113014
3034,NA,DT,PT,General Administration                            ,445840
3034,NA,DT,PT,Total                                             ,4245339
3034,NA,HR,DO,Vehicle Operations                                ,22231155
3034,NA,HR,DO,Vehicle Maintenance                               ,8444162
3034,NA,HR,DO,Non-Vehicle Maintenance                           ,18926150
3034,NA,HR,DO,General Administration                            ,3935824
3034,NA,HR,DO,Total                                             ,0
3034,NA,LR,DO,Vehicle Operations                                ,15011340
3034,NA,LR,DO,Vehicle Maintenance                               ,9097687
3034,NA,LR,DO,Non-Vehicle Maintenance                           ,11197042
3034,NA,LR,DO,General Administration                            ,4094204
3034,NA,LR,DO,Total                                             ,0
3034,NA,MB,DO,Vehicle Operations                                ,150945263
3034,NA,MB,DO,Vehicle Maintenance                               ,64444435
3034,NA,MB,DO,Non-Vehicle Maintenance                           ,9384411
3034,NA,MB,DO,General Administration                            ,46186613
3034,NA,MB,DO,Total                                             ,0
3034,NA,MB,PT,Vehicle Operations                                ,22561505
3034,NA,MB,PT,Vehicle Maintenance                               ,10291503
3034,NA,MB,PT,Non-Vehicle Maintenance                           ,1709786
3034,NA,MB,PT,General Administration                            ,5445487
3034,NA,MB,PT,Total                                             ,0
3035,NA,DR,DO,Vehicle Operations                                ,118632
3035,NA,DR,DO,Vehicle Maintenance                               ,77224
3035,NA,DR,DO,Non-Vehicle Maintenance                           ,17095
3035,NA,DR,DO,General Administration                            ,96597
3035,NA,DR,DO,Total                                             ,309548
3035,NA,MB,DO,Vehicle Operations                                ,1882543
3035,NA,MB,DO,Vehicle Maintenance                               ,530944
3035,NA,MB,DO,Non-Vehicle Maintenance                           ,107243
3035,NA,MB,DO,General Administration                            ,604437
3035,NA,MB,DO,Total                                             ,0
3036,NA,DR,PT,Vehicle Operations                                ,7854
3036,NA,DR,PT,Vehicle Maintenance                               ,0
3036,NA,DR,PT,Non-Vehicle Maintenance                           ,0
3036,NA,DR,PT,General Administration                            ,4561
3036,NA,DR,PT,Total                                             ,0
3036,NA,MB,DO,Vehicle Operations                                ,3814407
3036,NA,MB,DO,Vehicle Maintenance                               ,1075021
3036,NA,MB,DO,Non-Vehicle Maintenance                           ,192411
3036,NA,MB,DO,General Administration                            ,781243
3036,NA,MB,DO,Total                                             ,0
3040,NA,MB,DO,Vehicle Operations                                ,3027705
3040,NA,MB,DO,Vehicle Maintenance                               ,542277
3040,NA,MB,DO,Non-Vehicle Maintenance                           ,9070
3040,NA,MB,DO,General Administration                            ,739790
3040,NA,MB,DO,Total                                             ,0
3041,NA,DR,DO,Vehicle Operations                                ,606830
3041,NA,DR,DO,Vehicle Maintenance                               ,149164
3041,NA,DR,DO,Non-Vehicle Maintenance                           ,16574
3041,NA,DR,DO,General Administration                            ,156101
3041,NA,DR,DO,Total                                             ,928669
3041,NA,MB,DO,Vehicle Operations                                ,601897
3041,NA,MB,DO,Vehicle Maintenance                               ,198746
3041,NA,MB,DO,Non-Vehicle Maintenance                           ,19759
3041,NA,MB,DO,General Administration                            ,302088
3041,NA,MB,DO,Total                                             ,0
3042,NA,DR,DO,Vehicle Operations                                ,149328
3042,NA,DR,DO,Vehicle Maintenance                               ,30135
3042,NA,DR,DO,Non-Vehicle Maintenance                           ,5516
3042,NA,DR,DO,General Administration                            ,33963
3042,NA,DR,DO,Total                                             ,218942
3042,NA,MB,DO,Vehicle Operations                                ,984116
3042,NA,MB,DO,Vehicle Maintenance                               ,223920
3042,NA,MB,DO,Non-Vehicle Maintenance                           ,53177
3042,NA,MB,DO,General Administration                            ,249548
3042,NA,MB,DO,Total                                             ,0
3044,NA,DT,PT,Vehicle Operations                                ,156955
3044,NA,DT,PT,Vehicle Maintenance                               ,43610
3044,NA,DT,PT,Non-Vehicle Maintenance                           ,17548
3044,NA,DT,PT,General Administration                            ,92569
3044,NA,DT,PT,Total                                             ,310682
3044,NA,MB,DO,Vehicle Operations                                ,1084086
3044,NA,MB,DO,Vehicle Maintenance                               ,410739
3044,NA,MB,DO,Non-Vehicle Maintenance                           ,10602
3044,NA,MB,DO,General Administration                            ,440589
3044,NA,MB,DO,Total                                             ,0
3044,NA,MB,PT,Vehicle Operations                                ,1044962
3044,NA,MB,PT,Vehicle Maintenance                               ,425482
3044,NA,MB,PT,Non-Vehicle Maintenance                           ,52545
3044,NA,MB,PT,General Administration                            ,662183
3044,NA,MB,PT,Total                                             ,0
3045,NA,DR,DO,Vehicle Operations                                ,3649625
3045,NA,DR,DO,Vehicle Maintenance                               ,250093
3045,NA,DR,DO,Non-Vehicle Maintenance                           ,54574
3045,NA,DR,DO,General Administration                            ,1133932
3045,NA,DR,DO,Total                                             ,1880742
3048,NA,DR,PT,Vehicle Operations                                ,2737253
3048,NA,DR,PT,Vehicle Maintenance                               ,491174
3048,NA,DR,PT,Non-Vehicle Maintenance                           ,0
3048,NA,DR,PT,General Administration                            ,919552
3048,NA,DR,PT,Total                                             ,1306111
3048,NA,MB,PT,Vehicle Operations                                ,3809381
3048,NA,MB,PT,Vehicle Maintenance                               ,772841
3048,NA,MB,PT,Non-Vehicle Maintenance                           ,115180
3048,NA,MB,PT,General Administration                            ,1392843
3048,NA,MB,PT,Total                                             ,0
3051,NA,DR,PT,Vehicle Operations                                ,868723
3051,NA,DR,PT,Vehicle Maintenance                               ,103579
3051,NA,DR,PT,Non-Vehicle Maintenance                           ,0
3051,NA,DR,PT,General Administration                            ,278189
3051,NA,DR,PT,Total                                             ,1250491
3051,NA,DT,PT,Vehicle Operations                                ,3711442
3051,NA,DT,PT,Vehicle Maintenance                               ,1233460
3051,NA,DT,PT,Non-Vehicle Maintenance                           ,0
3051,NA,DT,PT,General Administration                            ,560027
3051,NA,DT,PT,Total                                             ,2456299
3051,NA,MB,DO,Vehicle Operations                                ,67962077
3051,NA,MB,DO,Vehicle Maintenance                               ,20255560
3051,NA,MB,DO,Non-Vehicle Maintenance                           ,920481
3051,NA,MB,DO,General Administration                            ,7848500
3051,NA,MB,DO,Total                                             ,0
3054,NA,DR,PT,Vehicle Operations                                ,389092
3054,NA,DR,PT,Vehicle Maintenance                               ,51714
3054,NA,DR,PT,Non-Vehicle Maintenance                           ,0
3054,NA,DR,PT,General Administration                            ,117421
3054,NA,DR,PT,Total                                             ,269033
3054,NA,MB,DO,Vehicle Operations                                ,7011938
3054,NA,MB,DO,Vehicle Maintenance                               ,1962488
3054,NA,MB,DO,Non-Vehicle Maintenance                           ,270017
3054,NA,MB,DO,General Administration                            ,1408880
3054,NA,MB,DO,Total                                             ,0
3054,NA,VP,DO,Vehicle Operations                                ,85356
3054,NA,VP,DO,Vehicle Maintenance                               ,70777
3054,NA,VP,DO,Non-Vehicle Maintenance                           ,61
3054,NA,VP,DO,General Administration                            ,41881
3054,NA,VP,DO,Total                                             ,0
3055,NA,DR,DO,Vehicle Operations                                ,989683
3055,NA,DR,DO,Vehicle Maintenance                               ,179654
3055,NA,DR,DO,Non-Vehicle Maintenance                           ,30528
3055,NA,DR,DO,General Administration                            ,176731
3055,NA,DR,DO,Total                                             ,48081
3055,NA,MB,DO,Vehicle Operations                                ,318958
3055,NA,MB,DO,Vehicle Maintenance                               ,122543
3055,NA,MB,DO,Non-Vehicle Maintenance                           ,64200
3055,NA,MB,DO,General Administration                            ,276182
3055,NA,MB,DO,Total                                             ,0
3057,NA,CR,PT,Vehicle Operations                                ,5233327
3057,NA,CR,PT,Vehicle Maintenance                               ,5058883
3057,NA,CR,PT,Non-Vehicle Maintenance                           ,2791108
3057,NA,CR,PT,General Administration                            ,4481106
3057,NA,CR,PT,Total                                             ,0
3058,NA,MB,DO,Vehicle Operations                                ,2256967
3058,NA,MB,DO,Vehicle Maintenance                               ,366634
3058,NA,MB,DO,Non-Vehicle Maintenance                           ,18209
3058,NA,MB,DO,General Administration                            ,209089
3058,NA,MB,DO,Total                                             ,0
3061,NA,DR,PT,Vehicle Operations                                ,13062
3061,NA,DR,PT,Vehicle Maintenance                               ,1971
3061,NA,DR,PT,Non-Vehicle Maintenance                           ,0
3061,NA,DR,PT,General Administration                            ,1214
3061,NA,DR,PT,Total                                             ,16247
3061,NA,MB,PT,Vehicle Operations                                ,1909347
3061,NA,MB,PT,Vehicle Maintenance                               ,677045
3061,NA,MB,PT,Non-Vehicle Maintenance                           ,670011
3061,NA,MB,PT,General Administration                            ,738544
3061,NA,MB,PT,Total                                             ,0
3068,NA,MB,PT,Vehicle Operations                                ,36805303
3068,NA,MB,PT,Vehicle Maintenance                               ,16448173
3068,NA,MB,PT,Non-Vehicle Maintenance                           ,131045
3068,NA,MB,PT,General Administration                            ,4739318
3068,NA,MB,PT,Total                                             ,0
3069,NA,DR,DO,Vehicle Operations                                ,213210
3069,NA,DR,DO,Vehicle Maintenance                               ,33422
3069,NA,DR,DO,Non-Vehicle Maintenance                           ,9332
3069,NA,DR,DO,General Administration                            ,66487
3069,NA,DR,DO,Total                                             ,77388
3069,NA,MB,DO,Vehicle Operations                                ,611172
3069,NA,MB,DO,Vehicle Maintenance                               ,93678
3069,NA,MB,DO,Non-Vehicle Maintenance                           ,22552
3069,NA,MB,DO,General Administration                            ,166787
3069,NA,MB,DO,Total                                             ,0
3070,NA,MB,PT,Vehicle Operations                                ,15441440
3070,NA,MB,PT,Vehicle Maintenance                               ,3722155
3070,NA,MB,PT,Non-Vehicle Maintenance                           ,945553
3070,NA,MB,PT,General Administration                            ,3926954
3070,NA,MB,PT,Total                                             ,0
3071,NA,DT,PT,Vehicle Operations                                ,626483
3071,NA,DT,PT,Vehicle Maintenance                               ,372659
3071,NA,DT,PT,Non-Vehicle Maintenance                           ,46472
3071,NA,DT,PT,General Administration                            ,478184
3071,NA,DT,PT,Total                                             ,1523798
3071,NA,MB,DO,Vehicle Operations                                ,7448869
3071,NA,MB,DO,Vehicle Maintenance                               ,2314647
3071,NA,MB,DO,Non-Vehicle Maintenance                           ,122615
3071,NA,MB,DO,General Administration                            ,1598347
3071,NA,MB,DO,Total                                             ,0
3071,NA,MB,PT,Vehicle Operations                                ,393845
3071,NA,MB,PT,Vehicle Maintenance                               ,100594
3071,NA,MB,PT,Non-Vehicle Maintenance                           ,59598
3071,NA,MB,PT,General Administration                            ,139221
3071,NA,MB,PT,Total                                             ,0
3072,NA,DR,DO,Vehicle Operations                                ,1039673
3072,NA,DR,DO,Vehicle Maintenance                               ,229737
3072,NA,DR,DO,Non-Vehicle Maintenance                           ,2159
3072,NA,DR,DO,General Administration                            ,334472
3072,NA,DR,DO,Total                                             ,4015
3072,NA,MB,DO,Vehicle Operations                                ,2679310
3072,NA,MB,DO,Vehicle Maintenance                               ,665035
3072,NA,MB,DO,Non-Vehicle Maintenance                           ,4006
3072,NA,MB,DO,General Administration                            ,602501
3072,NA,MB,DO,Total                                             ,0
3073,NA,CR,PT,Vehicle Operations                                ,25821513
3073,NA,CR,PT,Vehicle Maintenance                               ,13195739
3073,NA,CR,PT,Non-Vehicle Maintenance                           ,3473632
3073,NA,CR,PT,General Administration                            ,9920566
3073,NA,CR,PT,Total                                             ,0
3074,NA,DR,DO,Vehicle Operations                                ,800817
3074,NA,DR,DO,Vehicle Maintenance                               ,168094
3074,NA,DR,DO,Non-Vehicle Maintenance                           ,26649
3074,NA,DR,DO,General Administration                            ,244881
3074,NA,DR,DO,Total                                             ,12872
3074,NA,MB,DO,Vehicle Operations                                ,1224602
3074,NA,MB,DO,Vehicle Maintenance                               ,263982
3074,NA,MB,DO,Non-Vehicle Maintenance                           ,12736
3074,NA,MB,DO,General Administration                            ,218043
3074,NA,MB,DO,Total                                             ,0
3075,NA,CR,PT,Vehicle Operations                                ,2206783
3075,NA,CR,PT,Vehicle Maintenance                               ,763886
3075,NA,CR,PT,Non-Vehicle Maintenance                           ,767086
3075,NA,CR,PT,General Administration                            ,585908
3075,NA,CR,PT,Total                                             ,0
3075,NA,DR,DO,Vehicle Operations                                ,26200451
3075,NA,DR,DO,Vehicle Maintenance                               ,3618707
3075,NA,DR,DO,Non-Vehicle Maintenance                           ,1920081
3075,NA,DR,DO,General Administration                            ,13795492
3075,NA,DR,DO,Total                                             ,29597575
3075,NA,DR,PT,Vehicle Operations                                ,498756
3075,NA,DR,PT,Vehicle Maintenance                               ,122387
3075,NA,DR,PT,Non-Vehicle Maintenance                           ,80944
3075,NA,DR,PT,General Administration                            ,713282
3075,NA,DR,PT,Total                                             ,919990
3075,NA,MB,DO,Vehicle Operations                                ,23642987
3075,NA,MB,DO,Vehicle Maintenance                               ,8272345
