ntdid,year,mode,fares
3002,2013,MB,75e4
3002,2014,DR,109208
3002,2014,MB,754833
3002,2015,DR,129492
3002,2015,MB,762417
3003,2010,DR,3340
3003,2010,MB,163656
3003,2011,DR,2793
3003,2011,MB,179771
3003,2012,DR,1192
3003,2012,MB,200811
3003,2013,DR,848
3003,2013,MB,170453
3003,2014,DR,840
3003,2014,MB,179863
3003,2015,DR,NA
3003,2015,MB,NA
3006,2006,DR,470751
3006,2006,MB,8718792
3006,2006,VP,413313
3006,2007,DR,474847
3006,2007,MB,10071447
3006,2007,VP,924417
3006,2008,DR,544955
3006,2008,MB,10368092
3006,2008,VP,1165992
3006,2009,DR,656224
3006,2009,MB,9440006
3006,2009,VP,1288444
3006,2010,DR,540695
3006,2010,MB,8978178
3006,2010,VP,1486249
3006,2011,DR,624115
3006,2011,MB,10035166
3006,2011,VP,1514476
3006,2012,DR,597865
3006,2012,MB,10246402
3006,2012,VP,1635972
3006,2013,DR,641325
3006,2013,MB,9637643
3006,2013,VP,1829916
3006,2014,DR,718585
3006,2014,MB,9308477
3006,2014,VP,1632976
3006,2015,DR,833965
3006,2015,MB,8520715
3006,2015,VP,1495051
3007,2006,DR,105208
3007,2006,MB,1475613
3007,2007,DR,105835
3007,2007,MB,1519471
3007,2008,DR,131901
3007,2008,MB,1707702
3007,2009,DR,136704
3007,2009,MB,1813228
3007,2010,DR,144132
3007,2010,MB,1751822
3007,2011,DR,146666
3007,2011,MB,1856995
3007,2012,DR,162786
3007,2012,MB,1968957
3007,2013,CB,27708
3007,2013,DR,167319
3007,2013,MB,2033978
3007,2014,CB,35875
3007,2014,DR,186828
3007,2014,MB,2072414
3007,2015,CB,53208
3007,2015,DR,193406
3007,2015,MB,2015768
3008,2006,DR,32421
3008,2006,MB,819428
3008,2007,DR,47862
3008,2007,MB,774326
3008,2008,DR,41583
3008,2008,MB,865513
3008,2009,DR,52021
3008,2009,MB,912780
3008,2010,DR,80458
3008,2010,MB,899697
3008,2011,DR,68733
3008,2011,MB,987781
3008,2012,DR,105920
3008,2012,MB,1020905
3008,2013,DR,88804
3008,2013,MB,994655
3008,2014,DR,64800
3008,2014,MB,1046195
3008,2015,DR,68155
3008,2015,MB,922862
3009,2006,DR,8901
3009,2006,MB,413795
3009,2007,DR,7242
3009,2007,MB,428768
3009,2008,DR,7250
3009,2008,MB,430703
3009,2009,DR,9508
3009,2009,MB,392237
3009,2010,DR,8670
3009,2010,MB,453263
3009,2011,DR,8009
3009,2011,MB,375195
3009,2012,DR,7987
3009,2012,MB,449088
3009,2013,DR,9377
3009,2013,MB,509894
3009,2014,DR,NA
3009,2014,MB,NA
3009,2015,DR,NA
3009,2015,MB,NA
3010,2006,DR,530698
3010,2006,MB,2959675
3010,2007,DR,493202
3010,2007,MB,3207490
3010,2008,DR,528166
3010,2008,MB,4779427
3010,2009,DR,532891
3010,2009,MB,3646595
3010,2010,DR,736972
3010,2010,MB,3782378
3010,2011,DR,657350
3010,2011,MB,4357409
3010,2012,DR,847791
3010,2012,MB,4279031
3010,2013,DR,829161
3010,2013,MB,4345632
3010,2014,DR,780097
3010,2014,MB,4591781
3010,2015,DR,657311
3010,2015,MB,4763068
3011,2006,DR,22973
3011,2006,MB,555215
3011,2007,DR,25446
3011,2007,MB,564640
3011,2008,DR,31109
3011,2008,MB,649497
3011,2009,DR,33036
3011,2009,MB,656317
3011,2010,DR,33189
3011,2010,MB,648620
3011,2011,DR,34850
3011,2011,MB,711785
3011,2012,DR,36270
3011,2012,MB,796748
3011,2013,DR,37826
3011,2013,MB,748315
3011,2014,DR,37358
3011,2014,MB,707688
3011,2015,DR,40522
3011,2015,MB,694684
3012,2006,DR,10235
3012,2006,IP,156707
3012,2006,MB,671185
3012,2007,DR,10075
3012,2007,IP,164374
3012,2007,MB,679873
3012,2008,DR,9429
3012,2008,IP,154547
3012,2008,MB,681251
3012,2009,DR,10337
3012,2009,IP,154443
3012,2009,MB,688145
3012,2010,DR,201705
3012,2010,IP,147725
3012,2010,MB,714593
3012,2011,DR,188302
3012,2011,IP,127150
3012,2011,MB,757342
3012,2012,DR,185626
3012,2012,IP,147332
3012,2012,MB,770437
3012,2013,DR,NA
3012,2013,IP,130011
3012,2013,MB,782080
3012,2014,DR,758357
3012,2014,IP,112895
3012,2014,MB,780524
3012,2015,DR,734469
3012,2015,IP,68527
3012,2015,MB,819173
3013,2006,DR,3548490
3013,2006,MB,2110565
3013,2007,DR,3449733
3013,2007,MB,2156359
3013,2008,DR,3611787
3013,2008,MB,2152657
3013,2009,DR,3722955
3013,2009,MB,2234655
3013,2010,DR,3649806
3013,2010,MB,2185648
3013,2011,DR,3877257
3013,2011,MB,2286371
3013,2012,DR,3960429
3013,2012,MB,2356057
3013,2013,DR,3970537
3013,2013,MB,2616276
3013,2014,DR,3738973
3013,2014,MB,2792335
3013,2015,DR,3843121
3013,2015,MB,2885883
3014,2006,DR,1775284
3014,2006,MB,2385171
3014,2007,DR,2568908
3014,2007,MB,2563464
3014,2008,DR,1238396
3014,2008,MB,2706212
3014,2009,DR,1245689
3014,2009,MB,2921665
3014,2010,DR,1174935
3014,2010,DT,3749
3014,2010,MB,2927095
3014,2011,DR,1274672
3014,2011,DT,144
3014,2011,MB,3198261
3014,2012,DR,1274757
3014,2012,DT,114
3014,2012,MB,3265894
3014,2013,DR,1121604
3014,2013,MB,3345485
3014,2014,DR,183267
3014,2014,MB,3329174
3014,2015,DR,196255
3014,2015,MB,3260724
3015,2006,DR,48020
3015,2006,MB,757402
3015,2007,DR,55464
3015,2007,MB,912641
3015,2008,DR,60366
3015,2008,MB,967126
3015,2009,DR,62199
3015,2009,MB,976114
3015,2010,DR,62940
3015,2010,MB,955747
3015,2011,DR,64083
3015,2011,MB,1023969
3015,2012,DR,144973
3015,2012,MB,1095523
3015,2013,DR,NA
3015,2013,MB,1088483
3015,2014,DR,166397
3015,2014,MB,1122807
3015,2015,DR,768939
3015,2015,MB,1099203
3018,2006,DR,279589
3018,2006,MB,1849297
3018,2007,DR,276357
3018,2007,MB,1949689
3018,2008,DR,235694
3018,2008,MB,2128769
3018,2009,DR,226586
3018,2009,MB,2168936
3018,2010,DR,279432
3018,2010,MB,2075532
3018,2011,DR,255844
3018,2011,MB,2175812
3018,2012,DR,264772
3018,2012,MB,2371896
3018,2013,DR,268127
3018,2013,MB,2682688
3018,2014,DR,284478
3018,2014,MB,2415975
3018,2015,DR,291734
3018,2015,MB,2476580
3019,2006,CR,97043554
3019,2006,DR,5344914
3019,2006,HR,70585916
3019,2006,LR,15961745
3019,2006,MB,144757486
3019,2007,CR,100473265
3019,2007,DR,5599038
3019,2007,HR,73447447
3019,2007,LR,17544552
3019,2007,MB,151556806
3019,2008,CR,121847145
3019,2008,DR,6212236
3019,2008,HR,80033979
3019,2008,LR,25972757
3019,2008,MB,162025178
3019,2008,TB,856447
3019,2009,CR,123337758
3019,2009,DR,6283963
3019,2009,HR,83946647
3019,2009,LR,26554588
3019,2009,MB,163669307
3019,2009,TB,4960826
3019,2010,CR,121745348
3019,2010,DR,6182119
3019,2010,HR,84909232
3019,2010,LR,25790879
3019,2010,MB,156535308
3019,2010,TB,4933707
3019,2011,CR,135366614
3019,2011,DR,6168029
3019,2011,HR,94441922
3019,2011,MB,171378160
3019,2011,SR,30580685
3019,2011,TB,5605065
3019,2012,CR,134322431
3019,2012,DR,6045191
3019,2012,HR,97239558
3019,2012,MB,177847064
3019,2012,SR,29813905
3019,2012,TB,5826694
3019,2013,CR,137432299
3019,2013,DR,5919444
3019,2013,HR,95724944
3019,2013,MB,172205416
3019,2013,SR,30589805
3019,2013,TB,5608233
3019,2014,CR,148939089
3019,2014,DR,5886831
3019,2014,HR,103850277
3019,2014,MB,179170044
3019,2014,SR,33025852
3019,2014,TB,5778951
3019,2015,CR,151498528
3019,2015,DR,6289535
3019,2015,HR,107075638
3019,2015,MB,180086911
3019,2015,SR,30286035
3019,2015,TB,6390829
3022,2006,DR,7981086
3022,2006,IP,1033e3
3022,2006,LR,6530988
3022,2006,MB,56124598
3022,2007,DR,8710689
3022,2007,IP,1126301
3022,2007,LR,6178652
3022,2007,MB,58116763
3022,2008,DR,8805710
3022,2008,IP,1245446
3022,2008,LR,7054214
3022,2008,MB,62778332
3022,2009,DR,9612560
3022,2009,IP,1398910
3022,2009,LR,7858463
3022,2009,MB,69089599
3022,2010,DR,9851570
3022,2010,IP,1401044
3022,2010,LR,7915403
3022,2010,MB,70059594
3022,2011,DR,10018423
3022,2011,IP,1564739
3022,2011,LR,8670803
3022,2011,MB,74760643
3022,2012,DR,10790729
3022,2012,IP,1795765
3022,2012,LR,8711024
3022,2012,MB,76934620
3022,2013,DR,11084156
3022,2013,IP,892269
3022,2013,LR,9786533
3022,2013,MB,78769406
3022,2014,DR,11049483
3022,2014,IP,1028345
3022,2014,LR,11385832
3022,2014,MB,76601226
3022,2015,DR,10726569
3022,2015,IP,1142597
3022,2015,LR,11589838
3022,2015,MB,78979864
3023,2006,DR,559869
3023,2006,MB,962459
3023,2007,DR,562417
3023,2007,MB,997298
3023,2008,DR,529563
3023,2008,MB,1129765
3023,2009,DR,839797
3023,2009,MB,1212680
3023,2010,DR,866673
3023,2010,MB,1257605
3023,2011,DR,894002
3023,2011,MB,1359595
3023,2012,DR,800675
3023,2012,MB,1425152
3023,2013,DR,844893
3023,2013,MB,1429714
3023,2014,DR,893006
3023,2014,MB,1406683
3023,2015,DR,743318
3023,2015,MB,1457503
3024,2006,DR,358441
3024,2006,MB,2067420
3024,2007,DR,578939
3024,2007,MB,2333339
3024,2008,DR,613262
3024,2008,MB,2578395
3024,2009,DR,641225
3024,2009,MB,2439952
3024,2010,DR,683995
3024,2010,MB,2413027
3024,2011,DR,705609
3024,2011,MB,2558125
3024,2012,DR,610745
3024,2012,MB,2739067
3024,2013,DR,625339
3024,2013,MB,2810217
3024,2014,DR,611308
3024,2014,MB,2903140
3024,2015,DR,726190
3024,2015,MB,2894435
3025,2006,DR,13108
3025,2006,MB,790653
3025,2007,DR,23063
3025,2007,MB,833575
3025,2008,DR,28040
3025,2008,MB,880561
3025,2009,DR,10800
3025,2009,MB,934891
3025,2010,DR,10748
3025,2010,MB,901030
3025,2011,DR,26613
3025,2011,MB,927561
3025,2012,DR,23604
3025,2012,MB,1041777
3025,2013,DR,38548
3025,2013,MB,1158459
3025,2014,DR,44486
3025,2014,MB,1288492
3025,2015,DR,35298
3025,2015,MB,1225083
3026,2006,DR,9672
3026,2006,MB,678256
3026,2007,DR,6856
3026,2007,MB,686861
3026,2008,DR,7192
3026,2008,MB,694904
3026,2009,DR,6988
3026,2009,MB,793966
3026,2010,DR,5056
3026,2010,MB,800798
3026,2011,DR,5132
3026,2011,MB,811972
3026,2012,DR,4520
3026,2012,MB,865917
3026,2013,DR,3776
3026,2013,MB,843507
3026,2014,DR,3056
3026,2014,MB,731033
3026,2015,DR,2373
3026,2015,MB,754314
3027,2006,DR,2444128
3027,2006,MB,1706524
3027,2007,DR,2810692
3027,2007,MB,2552599
3027,2008,DR,3074958
3027,2008,MB,1801133
3027,2008,VP,11845
3027,2009,DR,3716594
3027,2009,MB,1443180
3027,2009,VP,29281
3027,2010,DR,4277340
3027,2010,DT,128435
3027,2010,MB,1458675
3027,2010,VP,31200
3027,2011,CB,261728
3027,2011,DR,3587704
3027,2011,DT,215638
3027,2011,MB,1356935
3027,2012,CB,351088
3027,2012,DR,6008760
3027,2012,DT,79996
3027,2012,MB,1566715
3027,2013,CB,372471
3027,2013,DR,5083219
3027,2013,DT,7819
3027,2013,MB,1467270
3027,2014,CB,340212
3027,2014,DR,5157933
3027,2014,DT,4953
3027,2014,MB,1438429
3027,2015,CB,329339
3027,2015,DR,5482708
3027,2015,DT,4337
3027,2015,MB,1370575
3030,2006,DR,2993461
3030,2006,HR,398547775
3030,2006,MB,105665247
3030,2007,DR,2949841
3030,2007,HR,404837785
3030,2007,MB,106824203
3030,2008,DR,3271303
3030,2008,HR,458304931
3030,2008,MB,109484606
3030,2009,DR,3521539
3030,2009,HR,506151701
3030,2009,MB,112999043
3030,2010,DR,3766701
3030,2010,DT,510769
3030,2010,HR,487832729
3030,2010,MB,108559690
3030,2011,DR,3965052
3030,2011,DT,336016
3030,2011,HR,571418362
3030,2011,MB,134882164
3030,2012,DR,7538237
3030,2012,DT,286615
3030,2012,HR,569237545
3030,2012,MB,137450600
3030,2013,DR,8014194
3030,2013,DT,265805
3030,2013,HR,605538195
3030,2013,MB,142477455
3030,2014,DR,6895898
3030,2014,DT,646432
3030,2014,HR,593323968
3030,2014,MB,145391200
3030,2015,DR,8459772
3030,2015,DT,584822
3030,2015,HR,626964769
3030,2015,MB,146520999
3034,2006,CR,30146075
3034,2006,DR,1396987
3034,2006,HR,11860501
3034,2006,LR,4886694
3034,2006,MB,69503620
3034,2007,CR,30816934
3034,2007,DR,1432482
3034,2007,HR,12429257
3034,2007,LR,6657815
3034,2007,MB,72597527
3034,2008,CR,32611306
3034,2008,DR,1626351
3034,2008,HR,12190794
3034,2008,LR,6985054
3034,2008,MB,72266272
3034,2009,CR,35238992
3034,2009,DR,1616987
3034,2009,HR,11100584
3034,2009,LR,7118873
3034,2009,MB,70682933
3034,2010,CR,39642797
3034,2010,DR,1306155
3034,2010,DT,0
3034,2010,HR,11468806
3034,2010,LR,7012729
3034,2010,MB,73697414
3034,2011,CB,14262446
3034,2011,CR,45552384
3034,2011,DR,1470955
3034,2011,DT,617324
3034,2011,HR,11361774
3034,2011,LR,6502780
3034,2011,MB,58425128
3034,2012,CB,14875829
3034,2012,CR,40814295
3034,2012,DR,2344629
3034,2012,DT,203501
3034,2012,HR,12507728
3034,2012,LR,6952278
3034,2012,MB,60207260
3034,2013,CB,15744927
3034,2013,CR,42927037
3034,2013,DR,2618945
3034,2013,DT,224193
3034,2013,HR,12912287
3034,2013,LR,7341806
3034,2013,MB,57906253
3034,2014,CB,16390883
3034,2014,CR,41937382
3034,2014,DR,1784902
3034,2014,DT,0
3034,2014,HR,13020548
3034,2014,LR,7659146
3034,2014,MB,55911764
3034,2015,CB,15180521
3034,2015,CR,43148211
3034,2015,DR,1835062
3034,2015,DT,0
3034,2015,HR,12894370
3034,2015,LR,7584924
3034,2015,MB,55369942
3035,2006,DR,9194
3035,2006,MB,314648
3035,2007,DR,11026
3035,2007,MB,392865
3035,2008,DR,13273
3035,2008,MB,393652
3035,2009,DR,12779
3035,2009,MB,398461
3035,2010,DR,13212
3035,2010,MB,384211
3035,2011,DR,14629
3035,2011,MB,394554
3035,2012,DR,14391
3035,2012,MB,405782
3035,2013,DR,13003
3035,2013,MB,420165
3035,2014,DR,11711
3035,2014,MB,423242
3035,2015,DR,10930
3035,2015,MB,413203
3036,2006,DR,121107
3036,2006,MB,420939
3036,2007,DR,120131
3036,2007,MB,419190
3036,2008,MB,589980
3036,2009,DR,112889
3036,2009,MB,611150
3036,2010,DR,11
3036,2010,MB,633849
3036,2011,MB,837778
3036,2012,MB,871509
3036,2013,MB,756570
3036,2014,MB,765326
3036,2015,MB,551563
3040,2006,MB,731882
3040,2007,MB,787043
3040,2008,MB,796290
3040,2009,MB,770622
3040,2010,MB,863763
3040,2011,MB,646657
3040,2012,DR,56213
3040,2012,MB,746829
3040,2013,DR,5493
3040,2013,MB,754785
3040,2014,DR,7104
3040,2014,MB,778860
3040,2015,DR,NA
3040,2015,MB,NA
3041,2006,DR,153844
3041,2006,MB,39755
3041,2007,DR,43951
3041,2007,MB,179595
3041,2008,DR,198262
3041,2008,MB,45403
3041,2009,DR,47773
3041,2009,MB,210838
3041,2010,DR,46122
3041,2010,MB,182215
3041,2011,DR,42312
3041,2011,MB,219988
3041,2012,DR,38979
3041,2012,MB,255130
3041,2013,DR,40209
3041,2013,MB,249803
3041,2014,DR,NA
3041,2014,MB,NA
3041,2015,DR,NA
3041,2015,MB,NA
3042,2006,DR,15418
3042,2006,MB,255241
3042,2007,DR,15631
3042,2007,MB,257561
3042,2008,DR,15128
3042,2008,MB,269341
3042,2009,DR,17900
3042,2009,MB,283221
3042,2010,DR,16177
3042,2010,MB,278031
3042,2011,DR,17821
3042,2011,MB,290458
3042,2012,DR,17767
3042,2012,MB,325861
3042,2013,DR,18119
3042,2013,MB,341379
3042,2014,DR,17339
3042,2014,MB,332982
3042,2015,DR,NA
3042,2015,MB,NA
3044,2006,DR,14792
3044,2006,MB,476034
3044,2007,DR,15494
3044,2007,MB,480180
3044,2008,DR,19696
3044,2008,MB,661967
3044,2009,DR,31740
3044,2009,MB,841731
3044,2010,DT,31208
3044,2010,MB,824211
3044,2011,DT,51802
3044,2011,MB,871098
3044,2012,DT,63712
3044,2012,MB,1016251
3044,2013,DT,66452
3044,2013,MB,1226732
3044,2014,DT,4713477
3044,2014,MB,1370644
3044,2015,DT,4339879
3044,2015,MB,1397627
3045,2008,DR,815656
3045,2009,DR,886370
3045,2010,DR,836560
3045,2011,DR,923655
3045,2012,DR,1026988
3045,2013,DR,1072588
3045,2014,DR,883090
3045,2015,DR,1247856
3048,2006,DR,64542
3048,2006,MB,416055
3048,2007,DR,56237
3048,2007,MB,419794
3048,2008,DR,51395
3048,2008,MB,538440
3048,2009,DR,65328
3048,2009,MB,446618
3048,2010,DR,42276
3048,2010,MB,356972
3048,2011,DR,183262
3048,2011,MB,620117
3048,2012,DR,218459
3048,2012,MB,807441
3048,2013,DR,180296
3048,2013,MB,886435
3048,2014,DR,176857
3048,2014,MB,853192
3048,2015,DR,188141
3048,2015,DT,0
3048,2015,MB,810758
3050,2006,DR,1156790
3050,2006,MB,79067
3050,2007,DR,1401300
3050,2007,MB,80192
3051,2006,DR,345646
3051,2006,MB,13061342
3051,2007,DR,356493
3051,2007,MB,13499624
3051,2008,DR,391294
3051,2008,MB,13402944
3051,2009,DR,430770
3051,2009,MB,13917548
3051,2010,DR,0
3051,2010,DT,404805
3051,2010,MB,15028935
3051,2011,DR,0
3051,2011,DT,442445
3051,2011,MB,19338494
3051,2012,DR,0
3051,2012,DT,545821
3051,2012,MB,21294326
3051,2013,MB,21934919
3051,2014,MB,21650996
3051,2015,MB,23160884
3053,2011,DR,2054
3053,2011,MB,28877
3053,2012,DR,2154
3053,2012,MB,33839
3053,2013,DR,2320
3053,2013,MB,25594
3053,2014,DR,2278
3053,2014,MB,30973
3053,2015,DR,2534
3053,2015,MB,49647
3054,2006,DR,94272
3054,2006,MB,3479128
3054,2007,DR,78566
3054,2007,MB,3755666
3054,2008,DR,80735
3054,2008,MB,4137507
3054,2008,VP,57029
3054,2009,DR,74671
3054,2009,MB,4579383
3054,2009,VP,132500
3054,2010,DR,73963
3054,2010,MB,4922442
3054,2010,VP,136123
3054,2011,DR,84531
3054,2011,MB,5380378
3054,2011,VP,157055
3054,2012,DR,23770
3054,2012,DT,70392
3054,2012,MB,5772014
3054,2012,VP,238082
3054,2013,DR,106295
3054,2013,MB,5841552
3054,2013,VP,351913
3054,2014,DR,132678
3054,2014,MB,6385340
3054,2014,VP,381089
3054,2015,DR,114638
3054,2015,MB,7434346
3054,2015,VP,417046
3055,2006,DR,108290
3055,2006,MB,36016
3055,2007,DR,113154
3055,2007,MB,38755
3055,2008,DR,130600
3055,2008,MB,39016
3055,2009,DR,115073
3055,2009,MB,38499
3055,2010,DR,133990
3055,2010,MB,36764
3055,2011,DR,120225
3055,2011,MB,40450
3055,2012,DR,114997
3055,2012,MB,48880
3055,2013,DR,111270
3055,2013,MB,47544
3055,2014,DR,217277
3055,2014,MB,52287
3055,2015,DR,228956
3055,2015,MB,62530
3057,2006,CR,2991165
3057,2007,CR,5283800
3057,2008,CR,7238016
3057,2009,CR,7988939
3057,2010,CR,8230078
3057,2011,CR,8841644
3057,2012,CR,9590375
3057,2013,CR,10376663
3057,2014,CR,33009837
3057,2015,CR,38328482
3058,2006,MB,549298
3058,2007,MB,581435
3058,2008,MB,681260
3058,2009,MB,840972
3058,2010,MB,800090
3058,2011,MB,1182591
3058,2012,MB,1146669
3058,2013,MB,1324232
3058,2014,MB,1293130
3058,2015,MB,1301394
3061,2006,DR,18
3061,2006,MB,594001
3061,2007,DR,113
3061,2007,MB,581369
3061,2008,DR,625
3061,2008,MB,590133
3061,2009,DR,632
3061,2009,MB,634322
3061,2010,DR,1244
3061,2010,MB,653642
3061,2011,DR,2640
3061,2011,MB,597676
3061,2012,DR,3024
3061,2012,MB,631755
3061,2013,DR,3588
3061,2013,MB,629524
3061,2014,DR,3144
3061,2014,MB,657719
3061,2015,DR,2200
3061,2015,MB,659641
3066,2011,DR,NA
3066,2011,MB,NA
3066,2012,MB,64453
3066,2013,MB,59155
3066,2014,MB,75700
3066,2015,MB,NA
3067,2006,DR,7981086
3067,2007,DR,8710689
3068,2006,MB,5306628
3068,2007,MB,5129383
3068,2008,MB,3607786
3068,2009,MB,4260209
3068,2010,MB,3139058
3068,2011,MB,5203778
3068,2012,MB,5730412
3068,2013,MB,12766563
3068,2014,MB,12552163
3068,2015,MB,11807544
3069,2006,DR,42486
3069,2006,MB,206740
3069,2007,DR,42478
3069,2007,MB,172596
3069,2008,DR,54163
3069,2008,MB,174009
3069,2009,DR,57094
3069,2009,MB,174474
3069,2010,DR,56739
3069,2010,MB,197176
3069,2011,DR,70987
3069,2011,MB,203763
3069,2012,DR,90495
3069,2012,MB,215279
3069,2013,DR,118683
3069,2013,MB,224824
3069,2015,DR,8286
3069,2015,MB,328694
3070,2006,MB,5833683
3070,2007,MB,6380938
3070,2008,MB,6434057
3070,2009,MB,8731717
3070,2010,MB,9382459
3070,2011,MB,10961497
3070,2012,MB,11162304
3070,2013,CB,8754345
3070,2013,MB,1770827
3070,2014,CB,9540132
3070,2014,MB,2238361
3070,2014,VP,2647455
3070,2015,CB,8932255
3070,2015,MB,1769241
3070,2015,VP,7723262
3071,2006,MB,2242082
3071,2007,MB,2083107
3071,2008,MB,2452243
3071,2009,DR,131577
3071,2009,MB,2582064
3071,2010,DT,148986
3071,2010,MB,2702289
3071,2011,DT,167015
3071,2011,MB,3308222
3071,2012,DT,123773
3071,2012,MB,3600877
3071,2013,DT,154221
3071,2013,MB,3481784
3071,2014,DT,162616
3071,2014,MB,3822560
3071,2015,DT,163307
3071,2015,MB,3717001
3072,2006,DR,283866
3072,2006,MB,548594
3072,2007,DR,486648
3072,2007,MB,646288
3072,2008,DR,395906
3072,2008,MB,520365
3072,2009,DR,374064
3072,2009,MB,536940
3072,2010,DR,363443
3072,2010,MB,525156
3072,2011,DR,436798
3072,2011,MB,560955
3072,2012,DR,431578
3072,2012,MB,591574
3072,2013,DR,372897
3072,2013,MB,631445
3072,2014,DR,387519
3072,2014,MB,617511
3072,2015,DR,437570
3072,2015,MB,654796
3073,2006,CR,19453438
3073,2007,CR,19685561
3073,2008,CR,21688092
3073,2009,CR,25909794
3073,2010,CR,30019730
3073,2011,CR,32368123
3073,2012,CR,34721591
3073,2013,CR,34733106
3073,2014,CR,37093476
3073,2015,CR,36700191
3074,2006,DR,49186
3074,2006,MB,184686
3074,2007,DR,58143
3074,2007,MB,191340
3074,2008,DR,52809
3074,2008,MB,196460
3074,2009,DR,50503
3074,2009,MB,197662
3074,2010,DR,40897
3074,2010,MB,186192
3074,2011,DR,55929
3074,2011,MB,199971
3074,2012,DR,67304
3074,2012,MB,225977
3074,2013,DR,65182
3074,2013,MB,243076
3074,2014,DR,75007
3074,2014,MB,217294
3074,2015,DR,62384
3074,2015,MB,244500
3075,2006,CR,2653593
3075,2006,DR,1166651
3075,2006,MB,5696575
3075,2007,CR,2795437
3075,2007,DR,1134895
3075,2007,MB,5750180
3075,2008,DR,1236913
3075,2008,MB,5930227
3075,2009,CR,3137363
3075,2009,DR,1282730
3075,2009,MB,6344982
3075,2010,CR,3894165
3075,2010,DR,1515741
3075,2010,MB,6249464
3075,2011,CR,3793389
3075,2011,DR,1693095
3075,2011,MB,6765366
3075,2012,CR,4045060
3075,2012,DR,1729251
3075,2012,MB,7321506
3075,2013,CR,4107967
3075,2013,DR,1675813
3075,2013,MB,7014840
3075,2014,CR,NA
3075,2014,DR,1802580
3075,2014,MB,7882153
3075,2015,CR,4445354
3075,2015,DR,2717061
3075,2015,MB,8828230
3076,2006,DR,12789
3076,2006,MB,444430
3076,2007,DR,15508
3076,2007,MB,383483
3076,2008,DR,13740
3076,2008,MB,308387
3076,2009,DR,5581
3076,2009,MB,NA
3076,2010,DR,4156
3076,2010,MB,423697
3076,2011,DR,4287
3076,2011,MB,429798
3076,2012,DR,3929
3076,2012,MB,551355
3076,2013,DR,5064
3076,2013,MB,562060
3076,2014,DR,7329
3076,2014,MB,594586
3076,2015,DR,15639
3076,2015,MB,779378
3077,2011,DR,293093
3077,2012,DR,11513
3077,2012,MB,287850
3077,2013,DR,13055
3077,2013,MB,263847
3077,2014,DR,15649
3077,2014,MB,279459
3077,2015,DR,21863
3077,2015,MB,310325
3078,2006,VP,390744
3078,2007,VP,376195
3078,2008,VP,442202
3078,2009,VP,481516
3078,2010,VP,538984
3078,2011,VP,577458
3078,2012,VP,750741
3078,2013,VP,879217
3078,2014,VP,957059
3078,2015,VP,867931
3079,2006,MB,50416
3079,2007,MB,54963
3079,2008,MB,116662
3079,2009,MB,159741
3079,2010,MB,271610
3079,2011,MB,273419
3079,2012,MB,368072
3079,2013,MB,344624
3079,2014,MB,423081
3079,2015,MB,403921
3080,2009,DR,333218
3080,2009,MB,956441
3080,2010,DR,42936
3080,2010,DT,298776
3080,2010,MB,1316496
3080,2011,DR,163138
3080,2011,DT,222708
3080,2011,HR,NA
3080,2011,MB,2081117
3080,2012,DR,147076
3080,2012,DT,293533
3080,2012,MB,2378538
3080,2013,DR,164779
3080,2013,DT,328864
3080,2013,MB,2708967
3080,2014,DR,104630
3080,2014,DT,361055
3080,2014,MB,2726909
3080,2015,DR,249466
3080,2015,DT,364984
3080,2015,MB,2817556
3081,2006,MB,2273040
3081,2007,MB,2971298
3081,2008,MB,3732615
3081,2009,MB,4966833
3081,2010,MB,5643932
3081,2011,MB,6893451
3081,2012,MB,7697759
3081,2013,CB,7652415
3081,2014,CB,8121085
3081,2014,MB,380182
3081,2015,CB,8363307
3081,2015,MB,595887
3083,2006,DR,680528
3083,2006,FB,302884
3083,2006,MB,13868643
3083,2006,VP,0
3083,2007,DR,568099
3083,2007,FB,381419
3083,2007,MB,14439676
3083,2007,VP,129519
3083,2008,DR,690696
3083,2008,FB,371773
3083,2008,MB,14609180
3083,2008,VP,617379
3083,2009,DR,740691
3083,2009,FB,373384
3083,2009,MB,15838517
3083,2009,VP,651622
3083,2010,DR,723128
3083,2010,FB,395541
3083,2010,MB,13636873
3083,2010,VP,720414
3083,2011,DR,789738
3083,2011,FB,330142
3083,2011,MB,14212376
3083,2011,VP,825737
3083,2012,DR,599648
3083,2012,DT,174885
3083,2012,FB,386035
3083,2012,LR,680839
3083,2012,MB,14722110
3083,2012,VP,994582
3083,2013,DR,797763
3083,2013,FB,313134
3083,2013,LR,687892
3083,2013,MB,13260332
3083,2013,VP,1023780
3083,2014,DR,807075
3083,2014,FB,567744
3083,2014,LR,1499060
3083,2014,MB,13973870
3083,2014,VP,685466
3083,2015,DR,871813
3083,2015,FB,355408
3083,2015,LR,1716187
3083,2015,MB,14115226
3083,2015,VP,381904
3085,2006,DR,34615
3085,2006,MB,925405
3085,2007,DR,28391
3085,2007,MB,930882
3085,2008,DR,28815
3085,2008,MB,1085170
3085,2009,DR,32697
3085,2009,MB,1588778
3085,2010,DR,24683
3085,2010,MB,1820334
3085,2011,DR,10263
3085,2011,MB,1559543
3085,2012,DR,14649
3085,2012,MB,1786462
3085,2013,DR,12861
3085,2013,MB,2175576
3085,2014,DR,10690
3085,2014,MB,2079183
3085,2015,DR,53531
3085,2015,MB,1830759
3087,2006,DR,45389
