"","GEOID.msa","name","category","change.total_expenses","change.revenue_miles","change.revenue_hours","change.upt","change.fares","change.average_speed","change.avg_fare"
"84",15180,"Brownsville-Harlingen, TX","other",1149928,-64670,-4950,-17238,-22199,-0.343228657431245,-0.0562753967179599
"85",15380,"Buffalo-Cheektowaga-Niagara Falls, NY","bus",19009701,-479212,45825,3671552,12033694,-1.30593146519901,0.371151211427709
"86",15380,"Buffalo-Cheektowaga-Niagara Falls, NY","other",6910359,774456,43306,95629,344673,0.321485269473779,0.550740002766741
"87",15380,"Buffalo-Cheektowaga-Niagara Falls, NY","rail",3274561,449519,48852,-1223896,523716,-1.0260383542383,0.352963361707109
"88",15540,"Burlington-South Burlington, VT","bus",1160622,-155385,-1335,535657,247890,-1.49386518841008,-0.0868314137937891
"89",15540,"Burlington-South Burlington, VT","other",803755,-102650,2569,-7082,21438,-4.70652950413848,0.594457444577195
"90",15940,"Canton-Massillon, OH","bus",-519708,-302631,-20470,539052,831460,0.161970889371627,0.232870051941391
"91",15940,"Canton-Massillon, OH","other",5219756,-51150,5292,-6553,390970,-2.25338671155047,2.63255080832154
"92",15980,"Cape Coral-Fort Myers, FL","bus",1974518,-17330,8774,829281,1293066,-0.858851343129245,0.207477011875783
"93",15980,"Cape Coral-Fort Myers, FL","other",5055569,193255,-4411,-19627,140983,3.25549473266853,1.22175258045697
"94",16220,"Casper, WY","bus",298016,145607,11541,89126,27151,0.385460419673825,-0.0815259234493779
"95",16220,"Casper, WY","other",111273,-32425,-2493,-12936,-22497,-0.162119333327526,-0.101450159193769
"96",16300,"Cedar Rapids, IA","bus",-9514,-93601,-4408,291713,293865,-0.444238274615712,0.0829602677886622
"97",16300,"Cedar Rapids, IA","other",395557,-156774,-10121,-46275,-11227,1.06656590750565,2.85871276418198
"98",16580,"Champaign-Urbana, IL","bus",4299586,610814,46474,3573638,2891781,0.266076498127584,0.0981937837804689
"99",16580,"Champaign-Urbana, IL","other",539173,37099,8150,16709,23357,-1.10298189503874,-0.0482239725643552
"100",16620,"Charleston, WV","bus",1294906,67758,2225,519017,421286,0.208727235320438,0.0215980586060234
"101",16620,"Charleston, WV","other",1040673,-65837,-67,-3748,-20776,-2.42102394404141,-0.458317834678724
"102",16700,"Charleston-North Charleston, SC","bus",2123039,251607,7457,2049465,642741,0.757571803813688,-0.196430040947944
"103",16700,"Charleston-North Charleston, SC","other",3486475,51545,8517,14043,547592,-2.01853757179696,6.55229070801395
"104",16740,"Charlotte-Concord-Gastonia, NC-SC","bus",9490353,-535429,-19019,167028,8517145,-0.353037455378759,0.409468396314812
"105",16740,"Charlotte-Concord-Gastonia, NC-SC","other",6671280,210903,6938,-101282,428636,0.226824375487222,1.24353882049003
"106",16740,"Charlotte-Concord-Gastonia, NC-SC","rail",14867357,997258,61332,4843092,4840946,11.19107576167,-0.205781942659437
"107",16820,"Charlottesville, VA","bus",1855303,144798,25762,971800,130624,-1.42546460607232,-0.0623479717752148
"108",16820,"Charlottesville, VA","other",5849165,1217182,96531,245698,1126749,-6.09395285323849,2.31361013223985
"109",16860,"Chattanooga, TN-GA","bus",2218645,216752,37061,20143,453952,-1.94218920100206,0.16992818968559
"110",16860,"Chattanooga, TN-GA","other",1410032,-40703,-10849,-5012,-5803,2.56961868424178,0.0631283338728341
"111",16860,"Chattanooga, TN-GA",NA,80632,-2054,244,-33951,741672,-0.405568920704306,2.12561825714403
"112",16940,"Cheyenne, WY","bus",89845,-28860,2340,67316,7949,-2.42402101014804,-0.0895183435598255
"113",16940,"Cheyenne, WY","other",685986,-2056,862,-1031,18997,-1.32877816702419,0.945529660373729
"114",16980,"Chicago-Naperville-Elgin, IL-IN-WI","bus",62733895,27078129,373936,-27985512,172340844,2.55732454057677,0.541209138518987
"115",16980,"Chicago-Naperville-Elgin, IL-IN-WI","other",158529180,16356560,863508,1439794,-2589076,1.08594455333701,-1.00182442135358
"116",16980,"Chicago-Naperville-Elgin, IL-IN-WI","rail",-21159448,59264246,3301791,46453819,87628719,-0.18768596676728,0.154180873632497
"117",17020,"Chico, CA","bus",483048,45783,3999,331496,580494,-0.239491865023876,0.249434017792672
"118",17020,"Chico, CA","other",2580776,-54238,7727,27898,177200,-2.76888118594555,0.875087132424375
"119",17140,"Cincinnati, OH-KY-IN","bus",13029147,-869286,-41933,-8938854,5262455,-0.302175179172654,0.689087249052537
"120",17140,"Cincinnati, OH-KY-IN","other",12207133,-232110,8602,-29671,786715,-1.70135992557636,1.92709074213709
"121",17300,"Clarksville, TN-KY","bus",699721,333138,17834,66306,-374806,0.516281193269073,-0.594177533853944
"122",17300,"Clarksville, TN-KY","other",1194768,26372,576,-4562,-69103,0.84036773140765,-2.0771612360226
"123",17420,"Cleveland, TN","bus",NA,NA,NA,NA,NA,NA,NA
"124",17420,"Cleveland, TN","other",NA,NA,NA,NA,NA,NA,NA
"125",17460,"Cleveland-Elyria, OH","bus",2505677,-8356482,-528452,-26042389,-4171924,-1.30284056500578,0.372777114304489
"126",17460,"Cleveland-Elyria, OH","other",30108263,1766122,130148,101233,459793,-0.521239214889206,0.382858002027316
"127",17460,"Cleveland-Elyria, OH","rail",2001559,1029546,63114,-1905637,4764084,-0.745135317354283,0.610992209864933
"128",17660,"Coeur d'Alene, ID","bus",NA,NA,NA,NA,NA,NA,NA
"129",17660,"Coeur d'Alene, ID","other",NA,NA,NA,NA,NA,NA,NA
"130",17780,"College Station-Bryan, TX","bus",5079890,28783,9787,-166706,-853482,-3.18514087272802,-1.11983685288808
"131",17780,"College Station-Bryan, TX","other",5377910,868915,37295,48208,141968,2.51137106095774,0.641806265609212
"132",17820,"Colorado Springs, CO","bus",-195519,-1603037,-80238,-301303,-76300,-2.39804339642136,0.058362932892269
"133",17820,"Colorado Springs, CO","other",6388967,706921,13801,66214,527112,4.42432656673926,1.59061151231375
"134",17860,"Columbia, MO","bus",1830037,398060,45110,1101540,1467014,-2.00601918298796,0.65752300566888
"135",17860,"Columbia, MO","other",985406,172918,8768,36186,180410,4.72173207102014,2.48043964510754
"136",17900,"Columbia, SC","bus",204320,-94655,12320,-396775,-366291,-1.86488613159825,-0.00434833491015718
"137",17900,"Columbia, SC","other",2168675,-115515,-4885,-34692,30880,-0.809870921206461,1.71986224976181
"138",17980,"Columbus, GA-AL","bus",-168186,-47095,3814,95768,-863379,-1.52258072990102,-0.859599341694569
"139",17980,"Columbus, GA-AL","other",470213,79929,6349,25730,-45560,-0.917754720557463,-3.08400460299194
"140",18140,"Columbus, OH","bus",11712039,4285960,381955,4078694,6320242,-0.570883280377549,0.147468688941966
"141",18140,"Columbus, OH","other",9539820,2633962,134881,219691,1302438,-0.398506225377041,0.677260585548977
"142",18580,"Corpus Christi, TX","bus",2402834,664217,60921,157268,357789,-0.694100927381315,0.0589478458498877
"143",18580,"Corpus Christi, TX","other",4348879,234512,18091,15178,58320,-1.24982037602397,0.215261342958192
"144",18580,"Corpus Christi, TX",NA,-26204,167,117,55393,56741,-0.155689368770764,-0.367981684146528
"145",18700,"Corvallis, OR","bus",NA,NA,NA,NA,NA,NA,NA
"146",18700,"Corvallis, OR","other",NA,NA,NA,NA,NA,NA,NA
"147",18880,"Crestview-Fort Walton Beach-Destin, FL","bus",300193,-39383,-2699,30985,98554,-0.0900707069001658,0.640154861072534
"148",18880,"Crestview-Fort Walton Beach-Destin, FL","other",27993,29046,4941,-130,-136987,-1.00596711884444,-1.49543541904964
"149",19060,"Cumberland, MD-WV","bus",218619,-23645,-834,-92903,-39755,-0.823585980863996,-0.137241431688254
"150",19060,"Cumberland, MD-WV","other",393257,-214285,-10380,-2837,-153844,-3.72546987002465,-5.66248297692223
"151",19100,"Dallas-Fort Worth-Arlington, TX","bus",57869232,2153830,373994,-15367389,39342398,-0.771950752456602,0.604966464943944
"152",19100,"Dallas-Fort Worth-Arlington, TX","other",76038628,2588129,133578,340382,484240,0.533174206332273,-0.228489099595631
"153",19100,"Dallas-Fort Worth-Arlington, TX","rail",23431698,7073480,344465,11259638,-1810978,-0.611519135044173,-0.633313921426357
"154",19180,"Danville, IL","bus",303906,261866,5929,254181,-149525,6.22489346208293,-0.372217547807644
"155",19180,"Danville, IL","other",132727,25847,2387,4175,17362,-3.04238345445717,1.20145851666926
"156",19340,"Davenport-Moline-Rock Island, IA-IL","bus",3687873,221128,2118,1584878,100819,0.855813250844367,-0.106870312455483
"157",19340,"Davenport-Moline-Rock Island, IA-IL","other",989063,55352,219,32667,113188,2.40065879867275,0.712161956189811
"158",19380,"Dayton, OH","bus",-1331986,-809522,-77718,-2259570,847070,0.672201188719463,0.217769809724805
"159",19380,"Dayton, OH","other",13111156,-823582,-54804,-56630,136736,0.474335842060363,1.1139207363361
"160",19460,"Decatur, AL","other",121157,124500,20710,-55419,-92102,-7.57996919836962,-0.522840420761026
"161",19500,"Decatur, IL","bus",608934,56066,719,353006,99352,0.683692745273685,-0.0227750305777099
"162",19500,"Decatur, IL","other",963802,-65269,-2176,-17876,11476,-3.36540196239356,2.20046490094096
"163",19660,"Deltona-Daytona Beach-Ormond Beach, FL","bus",576523,11948,6568,397400,1065690,-0.553981013408775,0.239669502265012
"164",19660,"Deltona-Daytona Beach-Ormond Beach, FL","other",3188189,-988088,-56104,-140965,-1643753,-0.600443988787061,-2.98623919575034
"165",19740,"Denver-Aurora-Lakewood, CO","bus",44264112,-2676364,52920,1479810,22899424,-1.2426924802056,0.288375224455871
"166",19740,"Denver-Aurora-Lakewood, CO","other",35177159,115972,75626,-41163,2156739,-1.64288933859913,1.81283238007595
"167",19740,"Denver-Aurora-Lakewood, CO","rail",16135550,9288254,523799,14240723,28284419,0.33622207896607,0.649968070668968
"168",19780,"Des Moines-West Des Moines, IA","bus",4409750,742078,58831,333876,1004386,-0.271958994989658,0.163989621456072
"169",19780,"Des Moines-West Des Moines, IA","other",2427831,289363,-5166,-80629,527272,4.61716839886894,2.5400228757623
"170",19820,"Detroit-Warren-Dearborn, MI","bus",-20724372,-8989564,-629344,-14506535,-2073378,0.0393215200556849,0.235069978818136
"171",19820,"Detroit-Warren-Dearborn, MI","other",19849376,159387,-28943,-59821,887085,1.42952022602132,0.745461194568731
"172",19820,"Detroit-Warren-Dearborn, MI",NA,469502,-608222,-52434,-2307909,-991814,NA,NA
"173",20020,"Dothan, AL","other",1632859,478543,24061,-20847,-259098,2.10448406197707,-1.71995674007179
"174",20100,"Dover, DE","bus",13635859,-1517052,-15907,-1142564,-6172938,-2.55647661696729,-0.436009269156396
"175",20100,"Dover, DE","other",50231668,1042404,44791,207185,1550410,0.544461041949685,1.24646136696319
"176",20220,"Dubuque, IA","bus",-75818,211562,15141,-118355,105128,0.715412977139193,0.270846518092803
"177",20220,"Dubuque, IA","other",1083168,16833,2665,-21485,-91453,-0.471224479066095,-0.705178777057175
"178",20260,"Duluth, MN-WI","bus",1137050,122086,9152,358734,848141,0.0141148477028832,0.194798012354357
"179",20260,"Duluth, MN-WI","other",581524,85073,3826,6471,23059,2.24836153637339,0.41017315884616
"180",20300,"Dumas, TX","bus",521128,-125681,-3983,-55092,-143286,-1.53101440734225,-0.369963180806511
"181",20300,"Dumas, TX","other",1154481,45120,1242,4382,-52953,1.58042316833267,-1.71175044448036
"182",20500,"Durham-Chapel Hill, NC","bus",7554014,839938,74771,3409462,5551000,-0.630691951131849,0.190673896510951
"183",20500,"Durham-Chapel Hill, NC","other",7604971,1131827,65105,16279,183005,-2.11086415953964,0.267917003882266
"184",20740,"Eau Claire, WI","bus",101101,31766,3308,-322492,252689,-0.365475660919182,0.453488071913455
"185",20740,"Eau Claire, WI","other",1244880,-275324,-22107,-71191,-47395,1.40053839239919,1.21043606113706
"186",21300,"Elmira, NY","bus",165401,-143884,-6804,6821,-968068,-0.253805180324598,-1.79976155664457
"187",21300,"Elmira, NY","other",2233819,-121388,-3343,-28589,-348197,-5.49725050091325,-1.59554778590734
"188",21340,"El Paso, TX","bus",4713640,773449,62406,1014805,2283563,-0.0483371562358226,0.13166079475291
"189",21340,"El Paso, TX","other",8663269,358060,6313,15393,270515,1.87864374786236,0.838380487251423
"190",21500,"Erie, PA","bus",2938588,685096,50024,841961,775318,0.755924730771421,0.0148847408457887
"191",21500,"Erie, PA","other",1901265,-330421,-23783,32,294631,-0.513782036596981,1.2776042372288
"192",21660,"Eugene, OR","bus",6363747,-402598,-40892,-1452950,344640,0.474325613312153,0.144748060800632
"193",21660,"Eugene, OR","other",4788203,1101538,64615,115947,352279,1.96913942244407,0.499340251882929
"194",21780,"Evansville, IN-KY","bus",289345,261232,4727,1974079,545132,2.25920383546091,-Inf
"195",21780,"Evansville, IN-KY","other",1967519,86537,12791,51416,285010,-2.49746007258442,-Inf
"196",21820,"Fairbanks, AK","bus",676144,268086,13088,170769,205230,1.68151720037879,0.246729293490769
"197",21820,"Fairbanks, AK","other",1518594,-13030,-8,-859,12256,-1.24529353597003,0.624332446565582
"198",22020,"Fargo, ND-MN","bus",1587183,524630,43491,842434,372314,-0.438637419115448,-0.0102620592902544
"199",22020,"Fargo, ND-MN","other",2010476,134234,9594,12593,-29841,0.411399338273855,-1.47584974391809
"200",22180,"Fayetteville, NC","bus",939314,278143,27188,170253,792471,-1.15675808481,0.469006833946263
"201",22180,"Fayetteville, NC","other",1474465,89333,9968,6930,64045,-3.42437691361956,0.990137475824022
"202",22220,"Fayetteville-Springdale-Rogers, AR-MO","bus",743369,775612,47162,890107,59041,2.34760544772718,0.0254671981598656
"203",22220,"Fayetteville-Springdale-Rogers, AR-MO","other",303180,113232,5945,-1243,7521,1.68068594803387,0.247137178946345
"204",22380,"Flagstaff, AZ","bus",NA,NA,NA,NA,NA,NA,NA
"205",22380,"Flagstaff, AZ","other",NA,NA,NA,NA,NA,NA,NA
"206",22420,"Flint, MI","bus",1871594,162297,10008,450794,3093138,-0.093742504481483,0.575596704005623
"207",22420,"Flint, MI","other",3029768,-1119231,-39708,-275354,-79954,-1.76269937019756,0.402597109478705
"208",22500,"Florence, SC","bus",1291342,351994,20793,190139,336006,2.06930366611924,0.833171829035444
"209",22500,"Florence, SC","other",-1731446,-3190448,-125401,-592722,-4898980,-12.2274476307216,2.42618827737542
"210",22520,"Florence-Muscle Shoals, AL","other",76240,-216809,-7570,-115247,39536,-3.00034972574693,0.734794611929537
"211",22540,"Fond du Lac, WI","bus",218685,-202,-247,29997,-91171,0.265694766705549,-0.705210315434477
"212",22540,"Fond du Lac, WI","other",255468,-62210,-4550,-23104,-94360,-0.567586939041917,-1.61290873972275
"213",22660,"Fort Collins, CO","bus",1812375,619710,38695,811773,1128677,1.42235154126783,0.32538911433024
"214",22660,"Fort Collins, CO","other",2504927,911279,-21366,-2997,373739,27.3354017523033,2.92548582919901
"215",22900,"Fort Smith, AR-OK","bus",115364,-8138,-1840,73208,-106935,0.773226486936904,-0.628293938272258
"216",22900,"Fort Smith, AR-OK","other",40175,-39709,-4693,-8798,-41139,3.14793292751116,-1.26414282641428
"217",23060,"Fort Wayne, IN","bus",1765770,-22677,-6336,15456,611956,0.59460887728234,0.31756731739831
"218",23060,"Fort Wayne, IN","other",2168172,67974,5207,18556,48110,-0.423131716162574,0.159917619641746
"219",23420,"Fresno, CA","bus",6235064,-359233,-30622,-524428,1129390,0.00237063001494064,0.129097743332249
"220",23420,"Fresno, CA","other",7043499,165346,23753,75704,195483,-1.41034840608844,0.654067005633905
"221",23540,"Gainesville, FL","bus",2009705,872970,66631,1688964,5862264,0.387269644184906,0.418663213415209
"222",23540,"Gainesville, FL","other",1647570,345830,15960,12785,158397,3.85638399666354,3.10759059072806
"223",23580,"Gainesville, GA","bus",NA,NA,NA,NA,NA,NA,NA
"224",23580,"Gainesville, GA","other",NA,NA,NA,NA,NA,NA,NA
