"","GEOID.msa","name","year","mode","total_expenses","revenue_miles","revenue_hours","upt","fares","average_speed","avg_fare","farebox_recovery"
"2387","21340","El Paso, TX",2012,"MB",92580930,7160901,569598,16390603,9090275,12.57185,0.5546028,0.09818734
"2388","21340","El Paso, TX",2013,"DR",22991913,2381557,134388,217128,520837,17.7215,2.398756,0.02265305
"2389","21340","El Paso, TX",2013,"DT",594123,61885,4195,7476,15905,14.75209,2.127475,0.02677055
"2390","21340","El Paso, TX",2013,"MB",87782250,7292056,574349,12485666,9148195,12.69621,0.7326958,0.1042146
"2391","21340","El Paso, TX",2014,"DR",15863340,0,0,297889,538823,NA,1.808805,0.03396655
"2392","21340","El Paso, TX",2014,"MB",98672738,0,0,12226961,9227493,NA,0.7546841,0.09351613
"2393","21340","El Paso, TX",2015,"DR",14968026,2419708,137976,301649,598155,17.53717,1.98295,0.03996218
"2394","21340","El Paso, TX",2015,"MB",39049060,7399703,578396,13148051,8889145,12.79349,0.6760808,0.2276404
"2395","21500","Erie, PA",2006,"DR",3742494,1221930,99729,230194,3548490,12.2525,15.41521,0.9481618
"2396","21500","Erie, PA",2006,"MB",8731572,1346746,121250,2446426,2110565,11.10718,0.8627136,0.2417165
"2397","21500","Erie, PA",2007,"DR",3859725,1245269,103252,223376,3449733,12.06048,15.44362,0.8937769
"2398","21500","Erie, PA",2007,"MB",9430536,1571412,132030,2550449,2156359,11.90193,0.8454821,0.2286571
"2399","21500","Erie, PA",2008,"DR",5169749,1370371,121865,239538,3611787,11.24499,15.07814,0.6986388
"2400","21500","Erie, PA",2008,"MB",11048116,1660161,139446,2883745,2152657,11.9054,0.7464797,0.1948438
"2401","21500","Erie, PA",2009,"DR",5643759,1254104,109378,250655,3722955,11.46578,14.85291,0.6596587
"2402","21500","Erie, PA",2009,"MB",11670160,1791077,142617,3025785,2234655,12.55865,0.7385373,0.1914845
"2403","21500","Erie, PA",2010,"DR",5745467,1105819,105573,238712,3649806,10.47445,15.28958,0.6352497
"2404","21500","Erie, PA",2010,"MB",11930192,1847072,151690,2974662,2185648,12.17662,0.7347551,0.1832031
"2405","21500","Erie, PA",2011,"DR",5887137,1013102,94502,239229,3877257,10.72043,16.2073,0.6585981
"2406","21500","Erie, PA",2011,"MB",12542009,1918642,146752,3146830,2286371,13.07404,0.7265632,0.182297
"2407","21500","Erie, PA",2012,"DR",10013140,1014377,89654,246083,3960429,11.31435,16.09387,0.3955232
"2408","21500","Erie, PA",2012,"MB",23926628,1980608,156608,3408171,2356057,12.64691,0.6912966,0.09847008
"2409","21500","Erie, PA",2013,"DR",10838165,969274,87437,236048,3970537,11.0854,16.82089,0.3663477
"2410","21500","Erie, PA",2013,"MB",24882010,1941676,161737,3455993,2616276,12.00514,0.7570258,0.1051473
"2411","21500","Erie, PA",2014,"DR",8370634,0,0,232172,3738973,NA,16.10432,0.4466774
"2412","21500","Erie, PA",2014,"MB",27184486,0,0,3209656,2792335,NA,0.8699795,0.102718
"2413","21500","Erie, PA",2015,"DR",5643759,891509,75946,230226,3843121,11.73872,16.69282,0.6809506
"2414","21500","Erie, PA",2015,"MB",11670160,2031842,171274,3288387,2885883,11.86311,0.8775983,0.2472874
"2415","21660","Eugene, OR",2006,"DR",2636441,802228,65128,133033,259345,12.31771,1.949479,0.09836935
"2416","21660","Eugene, OR",2006,"MB",26868693,3220372,259985,9309522,5078340,12.38676,0.5454995,0.1890058
"2417","21660","Eugene, OR",2006,"VP",38347,68803,1651,14452,21433,41.67353,1.483047,0.5589225
"2418","21660","Eugene, OR",2007,"DR",3133939,890064,73070,140930,200659,12.18098,1.42382,0.06402773
"2419","21660","Eugene, OR",2007,"MB",29461278,3464018,279688,9757984,5213706,12.38529,0.5343016,0.1769681
"2420","21660","Eugene, OR",2007,"VP",40873,66915,1557,14544,28407,42.97688,1.953177,0.6950065
"2421","21660","Eugene, OR",2008,"DR",6865708,969123,82646,155440,160407,11.72619,1.031954,0.0233635
"2422","21660","Eugene, OR",2008,"MB",31939788,3334041,286226,11407709,6122561,11.64828,0.5367038,0.1916907
"2423","21660","Eugene, OR",2008,"VP",88059,171686,3850,24561,81579,44.59377,3.321485,0.926413
"2424","21660","Eugene, OR",2009,"DR",7365360,1020396,87091,162792,249538,11.71643,1.532864,0.03387995
"2425","21660","Eugene, OR",2009,"MB",33232440,3617123,289316,11732650,6639924,12.50233,0.5659356,0.1998025
"2426","21660","Eugene, OR",2009,"VP",97631,229964,4864,28568,45677,47.27878,1.598887,0.4678534
"2427","21660","Eugene, OR",2010,"DR",7943679,1205213,98764,179311,246257,12.20296,1.373351,0.03100037
"2428","21660","Eugene, OR",2010,"DT",3508410,760740,26087,94939,0,29.16165,0,0
"2429","21660","Eugene, OR",2010,"MB",33317058,3538936,282107,11362475,7064784,12.54466,0.6217645,0.2120471
"2430","21660","Eugene, OR",2010,"VP",134778,271363,5497,31714,80679,49.36565,2.543955,0.5986066
"2431","21660","Eugene, OR",2011,"DR",8768449,1310506,108627,190084,232975,12.06427,1.225642,0.02656969
"2432","21660","Eugene, OR",2011,"DT",3776453,825006,28355,101333,0,29.09561,0,0
"2433","21660","Eugene, OR",2011,"MB",29125615,2914830,223577,9132855,7275931,13.03725,0.7966765,0.2498121
"2434","21660","Eugene, OR",2011,"RB",4028978,305060,25923,2106484,156662,11.76793,0.07437132,0.03888381
"2435","21660","Eugene, OR",2011,"VP",137945,264908,5321,30706,63902,49.78538,2.081092,0.4632426
"2436","21660","Eugene, OR",2012,"DR",10362418,1358150,114341,203177,270481,11.87807,1.331258,0.02610211
"2437","21660","Eugene, OR",2012,"DT",7976512,860067,29349,107725,0,29.30481,0,0
"2438","21660","Eugene, OR",2012,"MB",58346192,2786125,215120,8825393,5214011,12.95149,0.5907965,0.08936335
"2439","21660","Eugene, OR",2012,"RB",11067816,418870,35328,2654977,1560433,11.8566,0.5877388,0.1409883
"2440","21660","Eugene, OR",2012,"VP",271476,221028,4313,28872,80671,51.24693,2.794091,0.297157
"2441","21660","Eugene, OR",2013,"DR",14870023,1439875,117776,203926,288504,12.22554,1.414748,0.01940172
"2442","21660","Eugene, OR",2013,"DT",8610708,954575,31941,113871,0,29.88557,0,0
"2443","21660","Eugene, OR",2013,"MB",58739822,2764067,214727,8585132,5292887,12.87247,0.6165178,0.0901073
"2444","21660","Eugene, OR",2013,"RB",11167986,423727,35502,2707309,1660015,11.9353,0.6131605,0.1486405
"2445","21660","Eugene, OR",2013,"VP",378374,288222,5620,35813,127274,51.28505,3.553849,0.3363709
"2446","21660","Eugene, OR",2014,"DR",10907852,0,0,206673,285891,NA,1.383301,0.02620965
"2447","21660","Eugene, OR",2014,"DT",11241186,0,0,160000,0,NA,0,0
"2448","21660","Eugene, OR",2014,"MB",60491880,0,0,8402250,5335641,NA,0.6350253,0.08820425
"2449","21660","Eugene, OR",2014,"RB",11282054,0,0,2806846,1772690,NA,0.6315594,0.1571248
"2450","21660","Eugene, OR",2014,"VP",415930,0,0,44211,267017,NA,6.039606,0.6419758
"2451","21660","Eugene, OR",2015,"DR",7365360,1501827,122148,213411,308991,12.29514,1.447868,0.04195192
"2452","21660","Eugene, OR",2015,"MB",33232440,2817774,219093,7856572,5422980,12.86109,0.6902476,0.1631833
"2453","21660","Eugene, OR",2015,"VP",97631,470742,9246,50021,324066,50.91304,6.478599,3.319294
"2454","21780","Evansville, IN-KY",2006,"DR",693883,239856,18601,0,125367,12.89479,Inf,0.1806746
"2455","21780","Evansville, IN-KY",2006,"MB",4855606,1037860,85507,0,919361,12.13772,Inf,0.1893401
"2456","21780","Evansville, IN-KY",2007,"DR",710127,255606,19358,60180,115577,13.20415,1.920522,0.1627554
"2457","21780","Evansville, IN-KY",2007,"MB",5254061,1143632,97860,1643200,979950,11.68641,0.5963668,0.1865129
"2458","21780","Evansville, IN-KY",2008,"DR",790958,267947,19959,57835,128582,13.42487,2.223256,0.1625649
"2459","21780","Evansville, IN-KY",2008,"MB",5637088,1191468,97502,1579254,996501,12.21993,0.6309948,0.1767758
"2460","21780","Evansville, IN-KY",2009,"DR",2661402,207437,13990,48688,360068,14.82752,7.395416,0.1352926
"2461","21780","Evansville, IN-KY",2009,"MB",5144951,1141455,94772,1831479,954227,12.04422,0.5210144,0.1854686
"2462","21780","Evansville, IN-KY",2010,"DR",2875566,229623,20679,47881,263673,11.10416,5.50684,0.0916943
"2463","21780","Evansville, IN-KY",2010,"MB",4871630,1338145,86184,2283339,1070791,15.52661,0.4689584,0.2198014
"2464","21780","Evansville, IN-KY",2011,"DR",3244330,257620,22319,50002,311954,11.54263,6.23883,0.0961536
"2465","21780","Evansville, IN-KY",2011,"MB",5201020,1345257,87472,2439505,1248324,15.37929,0.511712,0.2400152
"2466","21780","Evansville, IN-KY",2012,"DR",3543272,383245,33633,61992,327251,11.39491,5.278923,0.09235842
"2467","21780","Evansville, IN-KY",2012,"MB",11369644,1502595,101410,2176177,1353105,14.81703,0.6217808,0.1190103
"2468","21780","Evansville, IN-KY",2013,"DR",5542386,393339,33033,60887,287079,11.90746,4.714947,0.05179701
"2469","21780","Evansville, IN-KY",2013,"MB",13872344,1407927,98265,2016811,1486284,14.32786,0.7369476,0.1071401
"2470","21780","Evansville, IN-KY",2014,"DR",4261258,0,0,62068,123860,NA,1.995553,0.02906653
"2471","21780","Evansville, IN-KY",2014,"MB",13162310,0,0,2203957,1515747,NA,0.6877389,0.1151581
"2472","21780","Evansville, IN-KY",2015,"DR",2661402,326393,31392,51416,410377,10.39733,7.981504,0.1541958
"2473","21780","Evansville, IN-KY",2015,"MB",5144951,1299092,90234,1974079,1464493,14.39692,0.7418614,0.2846466
"2474","21820","Fairbanks, AK",2006,"DR",1239056,150878,10378,22241,28312,14.53825,1.272964,0.02284965
"2475","21820","Fairbanks, AK",2006,"MB",1918930,296962,18011,376494,154779,16.48781,0.4111062,0.08065901
"2476","21820","Fairbanks, AK",2007,"DR",1400230,162689,10436,24640,27586,15.58921,1.119562,0.01970105
"2477","21820","Fairbanks, AK",2007,"MB",2217713,353005,18076,294718,214900,19.52893,0.7291716,0.09690163
"2478","21820","Fairbanks, AK",2008,"DR",2782860,163274,11791,29095,48935,13.84734,1.681904,0.01758443
"2479","21820","Fairbanks, AK",2008,"MB",2572399,375675,20707,292183,273294,18.14242,0.9353522,0.1062409
"2480","21820","Fairbanks, AK",2009,"DR",2757650,159846,11660,23069,51394,13.70892,2.227838,0.01863688
"2481","21820","Fairbanks, AK",2009,"MB",2595074,422810,23198,357816,307754,18.22614,0.8600901,0.1185916
"2482","21820","Fairbanks, AK",2010,"DR",3176749,149259,11509,21110,40597,12.96889,1.923117,0.01277942
"2483","21820","Fairbanks, AK",2010,"MB",2810685,430207,23198,383649,381079,18.545,0.9933012,0.1355823
"2484","21820","Fairbanks, AK",2011,"DR",3449527,140887,12515,20479,38699,11.25745,1.889692,0.01121864
"2485","21820","Fairbanks, AK",2011,"MB",2974623,418014,23975,391799,342376,17.43541,0.8738562,0.115099
"2486","21820","Fairbanks, AK",2012,"DR",1656946,144662,10878,18976,36227,13.29858,1.909096,0.02186372
"2487","21820","Fairbanks, AK",2012,"MB",3506213,451238,24198,428166,239388,18.64774,0.5591009,0.06827537
"2488","21820","Fairbanks, AK",2013,"DR",2641890,133862,10447,20082,36351,12.81344,1.810128,0.01375947
"2489","21820","Fairbanks, AK",2013,"MB",8106818,517182,26926,475875,253234,19.20753,0.5321439,0.03123716
"2490","21820","Fairbanks, AK",2014,"DR",1234047,0,0,19931,0,NA,0,0
"2491","21820","Fairbanks, AK",2014,"MB",4803870,0,0,524301,0,NA,0,0
"2492","21820","Fairbanks, AK",2015,"DR",2757650,137848,10370,21382,40568,13.29296,1.897297,0.01471108
"2493","21820","Fairbanks, AK",2015,"MB",2595074,565048,31099,547263,360009,18.16933,0.6578354,0.1387278
"2494","22020","Fargo, ND-MN",2006,"DR",897673,255943,20126,48989,237475,12.71703,4.847517,0.2645451
"2495","22020","Fargo, ND-MN",2006,"MB",3628148,830041,63175,1244770,581775,13.13876,0.4673755,0.1603504
"2496","22020","Fargo, ND-MN",2007,"DR",1207162,294516,23708,55133,286069,12.42264,5.188707,0.2369765
"2497","22020","Fargo, ND-MN",2007,"MB",4322579,843649,63353,1318801,556521,13.31664,0.4219901,0.1287474
"2498","22020","Fargo, ND-MN",2008,"DR",0,0,0,0,0,NA,NA,NA
"2499","22020","Fargo, ND-MN",2008,"MB",0,0,0,0,0,NA,NA,NA
"2500","22020","Fargo, ND-MN",2009,"DR",2908149,367421,26626,62539,451494,13.79933,7.219399,0.1552513
"2501","22020","Fargo, ND-MN",2009,"MB",5215331,908895,72184,1872630,903805,12.59136,0.4826394,0.1732977
"2502","22020","Fargo, ND-MN",2010,"DR",3134972,378900,28935,63811,352790,13.09487,5.528671,0.1125337
"2503","22020","Fargo, ND-MN",2010,"MB",5600535,932293,73439,1946752,854444,12.69479,0.4389075,0.1525647
"2504","22020","Fargo, ND-MN",2011,"DR",2822794,396907,30297,66466,341703,13.10054,5.141019,0.1210513
"2505","22020","Fargo, ND-MN",2011,"MB",5918027,1076646,82651,2206119,844665,13.02641,0.3828737,0.1427275
"2506","22020","Fargo, ND-MN",2012,"DR",3190932,387635,29554,62035,357970,13.11616,5.770452,0.1121835
"2507","22020","Fargo, ND-MN",2012,"MB",13071564,1161022,88913,2040978,937388,13.05796,0.4592837,0.071712
"2508","22020","Fargo, ND-MN",2013,"DR",6158650,794770,59310,122334,342566,13.40027,2.800252,0.05562355
"2509","22020","Fargo, ND-MN",2013,"MB",14576130,1256372,97928,2134887,970874,12.82955,0.454766,0.06660712
"2510","22020","Fargo, ND-MN",2014,"DR",4573280,0,0,136387,368832,NA,2.704305,0.08064934
"2511","22020","Fargo, ND-MN",2014,"DT",40310,0,0,7014,0,NA,0,0
"2512","22020","Fargo, ND-MN",2014,"MB",15293148,0,0,2223701,1015343,NA,0.4566005,0.06639202
"2513","22020","Fargo, ND-MN",2015,"DR",2908149,390177,29720,61582,207634,13.12843,3.371667,0.0713973
"2514","22020","Fargo, ND-MN",2015,"MB",5215331,1354671,106666,2087204,954089,12.70012,0.4571134,0.1829393
"2515","22140","Farmington, NM",2012,"DR",52227,22320,2416,4749,9261,9.238411,1.950095,0.1773221
"2516","22140","Farmington, NM",2012,"MB",992321,252170,19328,138048,82173,13.04688,0.5952495,0.08280889
"2517","22140","Farmington, NM",2013,"DR",96656,23343,2657,8131,16562,8.785472,2.036896,0.1713499
"2518","22140","Farmington, NM",2013,"MB",1836480,277050,20687,133481,74482,13.39247,0.557997,0.04055694
"2519","22140","Farmington, NM",2014,"DR",47209,0,0,4293,10101,NA,2.3529,0.2139634
"2520","22140","Farmington, NM",2014,"MB",896966,0,0,134976,90908,NA,0.6735123,0.1013506
"2521","22180","Fayetteville, NC",2006,"DR",995355,367149,19305,52986,36088,19.01834,0.6810856,0.03625641
"2522","22180","Fayetteville, NC",2006,"MB",3070893,815993,58759,1407465,434099,13.88712,0.3084261,0.1413592
"2523","22180","Fayetteville, NC",2007,"DR",959594,175883,13165,48320,41667,13.35989,0.8623137,0.04342149
"2524","22180","Fayetteville, NC",2007,"MB",3297336,794424,55254,1132359,504815,14.37767,0.4458083,0.1530978
"2525","22180","Fayetteville, NC",2008,"DR",2452787,279366,17372,38314,50002,16.0814,1.305058,0.02038579
"2526","22180","Fayetteville, NC",2008,"MB",3597565,908152,55313,890327,527174,16.41842,0.5921128,0.1465363
"2527","22180","Fayetteville, NC",2009,"DR",2469820,294017,18415,42469,53867,15.96617,1.268384,0.02181009
"2528","22180","Fayetteville, NC",2009,"MB",4010207,777363,57792,992886,549029,13.45105,0.5529628,0.1369079
"2529","22180","Fayetteville, NC",2010,"DR",2516792,269128,18127,42418,56760,14.8468,1.338111,0.02255252
"2530","22180","Fayetteville, NC",2010,"MB",4116715,807549,66443,1223158,651112,12.15401,0.5323204,0.158163
"2531","22180","Fayetteville, NC",2011,"DR",2933572,262411,17464,44515,58112,15.02582,1.305448,0.0198093
"2532","22180","Fayetteville, NC",2011,"MB",4543566,825486,70578,1357441,820254,11.69608,0.6042649,0.1805309
"2533","22180","Fayetteville, NC",2012,"DR",4217483,885001,49797,101197,119277,17.77218,1.178661,0.02828156
"2534","22180","Fayetteville, NC",2012,"MB",9991556,876203,71314,1646179,944078,12.28655,0.5734966,0.09448759
"2535","22180","Fayetteville, NC",2013,"DR",7156219,908833,48675,121682,135883,18.67145,1.116706,0.0189881
"2536","22180","Fayetteville, NC",2013,"MB",9801114,927516,73739,1699422,1031083,12.57836,0.6067257,0.1052006
"2537","22180","Fayetteville, NC",2014,"DR",5518247,0,0,125912,179167,NA,1.422954,0.0324681
"2538","22180","Fayetteville, NC",2014,"MB",10473566,0,0,1584388,1146253,NA,0.7234674,0.1094425
"2539","22180","Fayetteville, NC",2015,"DR",2469820,456482,29273,59916,100133,15.59396,1.671223,0.04054263
"2540","22180","Fayetteville, NC",2015,"MB",4010207,1094136,85947,1577718,1226570,12.73036,0.777433,0.305862
"2541","22220","Fayetteville-Springdale-Rogers, AR-MO",2006,"DR",1272303,235703,20245,40123,67389,11.64253,1.67956,0.05296616
"2542","22220","Fayetteville-Springdale-Rogers, AR-MO",2006,"MB",2597813,552925,47029,1393727,1375,11.75711,0.0009865634,0.0005292914
"2543","22220","Fayetteville-Springdale-Rogers, AR-MO",2007,"DR",1413547,238796,20469,34442,238226,11.66623,6.91673,0.1685307
"2544","22220","Fayetteville-Springdale-Rogers, AR-MO",2007,"MB",3039740,655800,51045,1399448,781927,12.84749,0.5587396,0.2572348
"2545","22220","Fayetteville-Springdale-Rogers, AR-MO",2008,"DR",1739510,170236,16417,24491,228617,10.3695,9.334735,0.1314261
"2546","22220","Fayetteville-Springdale-Rogers, AR-MO",2008,"MB",3130245,617528,52610,1404123,745465,11.73784,0.5309115,0.2381491
"2547","22220","Fayetteville-Springdale-Rogers, AR-MO",2009,"DR",1575483,153097,14990,22478,144909,10.21328,6.446703,0.09197751
"2548","22220","Fayetteville-Springdale-Rogers, AR-MO",2009,"MB",3341182,659314,53738,1505632,645183,12.26905,0.4285131,0.1931002
"2549","22220","Fayetteville-Springdale-Rogers, AR-MO",2010,"DR",1800646,212951,19505,32040,255080,10.91776,7.961298,0.1416603
"2550","22220","Fayetteville-Springdale-Rogers, AR-MO",2010,"MB",3674269,761779,56763,1780293,964709,13.42034,0.5418822,0.2625581
"2551","22220","Fayetteville-Springdale-Rogers, AR-MO",2011,"DR",1547868,249991,21488,34195,222259,11.63398,6.499751,0.1435904
"2552","22220","Fayetteville-Springdale-Rogers, AR-MO",2011,"MB",3764346,781406,58978,1877114,815650,13.24911,0.4345234,0.2166777
"2553","22220","Fayetteville-Springdale-Rogers, AR-MO",2012,"DR",2386563,261188,23172,35854,225414,11.27171,6.286997,0.09445131
"2554","22220","Fayetteville-Springdale-Rogers, AR-MO",2012,"MB",5639378,800589,63119,2194242,979039,12.6838,0.4461855,0.1736076
"2555","22220","Fayetteville-Springdale-Rogers, AR-MO",2013,"DR",3111122,206329,20614,28884,44032,10.00917,1.524443,0.01415309
"2556","22220","Fayetteville-Springdale-Rogers, AR-MO",2013,"MB",8289056,884213,67619,2275024,1482384,13.0764,0.6515905,0.1788363
"2557","22220","Fayetteville-Springdale-Rogers, AR-MO",2014,"DR",2466184,0,0,37637,68985,NA,1.832904,0.02797237
"2558","22220","Fayetteville-Springdale-Rogers, AR-MO",2014,"MB",6727131,0,0,2243759,52386,NA,0.02334743,0.007787272
"2559","22220","Fayetteville-Springdale-Rogers, AR-MO",2015,"DR",1575483,348935,26190,38880,74910,13.32321,1.926698,0.04754732
"2560","22220","Fayetteville-Springdale-Rogers, AR-MO",2015,"MB",3341182,1328537,94191,2283834,60416,14.10471,0.02645376,0.01808222
"2561","22380","Flagstaff, AZ",2008,"DR",1708186,99246,9172,22604,34997,10.82054,1.548266,0.02048782
"2562","22380","Flagstaff, AZ",2008,"MB",4828464,650082,44606,992860,507919,14.57387,0.5115716,0.1051927
"2563","22380","Flagstaff, AZ",2009,"DR",4157826,337139,25817,82670,172276,13.0588,2.0839,0.04143415
"2564","22380","Flagstaff, AZ",2009,"MB",4585516,681515,50114,1142932,492416,13.59929,0.4308358,0.1073851
"2565","22380","Flagstaff, AZ",2010,"DR",1665985,110279,9217,27294,49284,11.96474,1.805672,0.0295825
"2566","22380","Flagstaff, AZ",2010,"MB",3985946,628658,46432,1115254,794327,13.53933,0.7122386,0.1992819
"2567","22380","Flagstaff, AZ",2011,"DR",1851101,113991,9304,27374,47397,12.25183,1.731461,0.02560476
"2568","22380","Flagstaff, AZ",2011,"MB",4031619,564007,47814,1205780,771586,11.79585,0.6399061,0.1913837
"2569","22380","Flagstaff, AZ",2012,"DR",1817560,108541,8357,25046,62274,12.98803,2.486385,0.03426242
"2570","22380","Flagstaff, AZ",2012,"MB",9638602,689662,58315,1745684,1339962,11.82649,0.7675857,0.1390204
"2571","22380","Flagstaff, AZ",2013,"DR",2816088,85603,7475,24598,67889,11.45191,2.75994,0.02410756
"2572","22380","Flagstaff, AZ",2013,"MB",10499338,700879,57434,1842322,1354377,12.20321,0.7351467,0.1289964
"2573","22380","Flagstaff, AZ",2014,"DR",1952688,0,0,24526,78337,NA,3.194039,0.04011752
"2574","22380","Flagstaff, AZ",2014,"MB",10903410,0,0,1837140,1330189,NA,0.7240542,0.1219975
"2575","22380","Flagstaff, AZ",2015,"DR",4157826,113429,9134,21506,94276,12.41833,4.383707,0.02267435
"2576","22380","Flagstaff, AZ",2015,"MB",4585516,805334,63577,1881212,1309072,12.66707,0.6958663,0.2854798
"2577","22420","Flint, MI",2006,"DR",11229395,4742475,253910,730400,698039,18.67778,0.9556941,0.06216176
"2578","22420","Flint, MI",2006,"MB",11917500,2798210,157342,4584462,1981690,17.78425,0.4322623,0.166284
"2579","22420","Flint, MI",2007,"DR",11042591,4125536,218942,649248,991784,18.84305,1.527589,0.08981443
"2580","22420","Flint, MI",2007,"MB",13243072,2934735,161074,4629815,2428313,18.21979,0.5244946,0.1833648
"2581","22420","Flint, MI",2008,"DR",14178905,5475873,279877,672336,1118596,19.56528,1.663746,0.07889156
"2582","22420","Flint, MI",2008,"MB",14912166,3208478,174649,5466706,2935100,18.37101,0.5369047,0.1968259
"2583","22420","Flint, MI",2009,"DR",14259163,5406181,280404,669429,0,19.27997,0,0
"2584","22420","Flint, MI",2009,"MB",13789094,3209378,172202,5154073,3315479,18.63729,0.6432736,0.2404421
"2585","22420","Flint, MI",2010,"DR",14767198,4823426,251055,604254,1149262,19.21263,1.901952,0.07782533
"2586","22420","Flint, MI",2010,"MB",14318532,3219100,172281,5189731,3333300,18.68517,0.6422876,0.2327962
"2587","22420","Flint, MI",2011,"DR",14340400,4207187,219830,543191,961126,19.13837,1.769407,0.06702226
"2588","22420","Flint, MI",2011,"MB",15361685,3201764,171468,5695272,4077575,18.67266,0.7159579,0.265438
"2589","22420","Flint, MI",2012,"DR",23253746,3796072,202936,475291,836984,18.70576,1.760993,0.03599351
"2590","22420","Flint, MI",2012,"MB",33913926,3174527,173316,5697121,4810440,18.31641,0.8443633,0.1418426
"2591","22420","Flint, MI",2013,"DR",28179683,3958296,208873,479448,616129,18.95073,1.28508,0.0218643
"2592","22420","Flint, MI",2013,"MB",35053628,3162126,172155,5690913,4891319,18.3679,0.8594964,0.1395382
"2593","22420","Flint, MI",2014,"DR",23468636,0,0,471746,638833,NA,1.354188,0.02722071
"2594","22420","Flint, MI",2014,"MB",33118480,0,0,5148553,5016395,NA,0.974331,0.1514682
"2595","22420","Flint, MI",2015,"DR",14259163,3623244,214202,455046,618085,16.91508,1.358291,0.04334651
"2596","22420","Flint, MI",2015,"MB",13789094,2960507,167350,5035256,5074828,17.69051,1.007859,0.368032
"2597","22500","Florence, SC",2006,"DR",5855357,3193943,125666,593054,4902530,25.41613,8.266583,0.8372726
"2598","22500","Florence, SC",2006,"MB",406210,157870,11512,49140,35315,13.71352,0.718661,0.08693779
"2599","22500","Florence, SC",2007,"DR",5470583,2844513,115396,477338,4984744,24.65001,10.4428,0.9111906
"2600","22500","Florence, SC",2007,"MB",385673,140117,12625,54054,45617,11.09838,0.8439153,0.118279
"2601","22500","Florence, SC",2008,"DR",5265589,1952910,82134,336777,3904318,23.77712,11.59318,0.7414779
"2602","22500","Florence, SC",2008,"MB",494292,144738,11891,49841,45396,12.17206,0.9108164,0.09184045
"2603","22500","Florence, SC",2009,"DR",4123911,2069053,87944,218713,3106553,23.52694,14.20379,0.7533026
"2604","22500","Florence, SC",2009,"MB",1697552,574294,24964,104968,1219534,23.00489,11.61815,0.7184074
"2605","22500","Florence, SC",2010,"DR",4002609,1749546,83619,199266,2318889,20.92283,11.63715,0.5793444
"2606","22500","Florence, SC",2010,"MB",1766100,636000,29499,107650,1062088,21.56005,9.866122,0.6013748
"2607","22500","Florence, SC",2011,"DR",3488101,2069176,92832,184420,2483380,22.28947,13.46589,0.7119576
"2608","22500","Florence, SC",2011,"MB",1998904,646966,32745,179062,937704,19.7577,5.236756,0.4691091
"2609","22500","Florence, SC",2012,"DR",7388852,2189260,98999,182687,2647360,22.11396,14.49123,0.3582911
"2610","22500","Florence, SC",2012,"MB",4316688,623478,34736,231570,642801,17.94904,2.775839,0.1489107
"2611","22500","Florence, SC",2013,"DR",7114416,1309352,54967,127232,2015902,23.82069,15.8443,0.2833545
"2612","22500","Florence, SC",2013,"MB",3063444,519182,31564,238511,342385,16.44855,1.43551,0.1117647
"2613","22500","Florence, SC",2014,"DR",3509,0,0,136,2921,NA,21.47794,0.8324309
"2614","22500","Florence, SC",2014,"MB",2965417,0,0,228938,357831,NA,1.563004,0.120668
"2615","22500","Florence, SC",2015,"DR",4123911,3495,265,332,3550,13.18868,10.69277,0.0008608333
"2616","22500","Florence, SC",2015,"MB",1697552,509864,32305,239279,371321,15.78282,1.551833,0.2187391
"2617","22520","Florence-Muscle Shoals, AL",2006,"DR",1109797,631470,40098,210569,55738,15.74817,0.2647018,0.0502236
"2618","22520","Florence-Muscle Shoals, AL",2007,"DR",1245510,594271,45207,200046,45325,13.14555,0.2265729,0.03639072
"2619","22520","Florence-Muscle Shoals, AL",2008,"DR",1405385,586644,42081,398151,52691,13.94083,0.1323392,0.03749222
"2620","22520","Florence-Muscle Shoals, AL",2009,"DR",1186037,536484,46189,355680,51771,11.61497,0.145555,0.04365041
"2621","22520","Florence-Muscle Shoals, AL",2010,"DR",1180960,518082,43134,367824,52199,12.01099,0.141913,0.04420048
"2622","22520","Florence-Muscle Shoals, AL",2011,"DR",1172329,459268,41308,101721,48626,11.11814,0.4780331,0.04147812
"2623","22520","Florence-Muscle Shoals, AL",2012,"DR",2244660,442928,37448,105323,58355,11.82781,0.5540575,0.02599726
"2624","22520","Florence-Muscle Shoals, AL",2013,"DR",2133252,411502,32357,93481,70708,12.71756,0.756389,0.03314564
"2625","22520","Florence-Muscle Shoals, AL",2014,"DR",2042406,0,0,90652,82612,NA,0.9113092,0.04044837
"2626","22520","Florence-Muscle Shoals, AL",2015,"DR",1186037,414661,32528,95322,95274,12.74782,0.9994964,0.0803297
"2627","22540","Fond du Lac, WI",2006,"DR",544169,236022,20121,58503,94360,11.73013,1.612909,0.173402
"2628","22540","Fond du Lac, WI",2006,"MB",865574,146492,11416,129282,91171,12.83217,0.7052103,0.1053301
"2629","22540","Fond du Lac, WI",2007,"DR",537638,235678,20026,65699,106353,11.7686,1.618792,0.1978153
"2630","22540","Fond du Lac, WI",2007,"MB",1107983,166879,11935,124237,94605,13.98232,0.7614881,0.08538488
"2631","22540","Fond du Lac, WI",2008,"DR",761210,239740,20040,58990,113778,11.96307,1.928768,0.1494699
