"","GEOID.msa","name","year","mode","total_expenses","revenue_miles","revenue_hours","upt","fares","average_speed","avg_fare","farebox_recovery"
"1","10180","Abilene, TX",2006,"DR",1300467,618718,43670,110747,93789,14.1680329745821,0.846876213351152,0.0721194770801566
"2","10180","Abilene, TX",2006,"MB",1067426,433499,30754,506631,201795,14.0956948689601,0.398307644024941,0.189048233788572
"3","10180","Abilene, TX",2007,"DR",1472836,631823,47605,110546,98383,13.2721982984981,0.88997340473649,0.066798340073165
"4","10180","Abilene, TX",2007,"MB",1042242,435929,30702,485752,217336,14.1987166959807,0.447421729606878,0.208527386154079
"5","10180","Abilene, TX",2008,"DR",1944209,606057,46010,102079,109095,13.1722886329059,1.06873108082955,0.0561127944577975
"6","10180","Abilene, TX",2008,"MB",1104658,422323,31217,480575,254879,13.5286222250697,0.53036258648494,0.230731140316732
"7","10180","Abilene, TX",2009,"DR",2027244,613066,47631,104497,101458,12.8711553400097,0.970917825392117,0.0500472562750217
"8","10180","Abilene, TX",2009,"MB",1089817,419957,30911,476924,248600,13.5860049820452,0.521257055631505,0.22811169214648
"9","10180","Abilene, TX",2010,"DR",1722198,478610,29050,82500,50000,16.4753872633391,0.606060606060606,0.0290326663949209
"10","10180","Abilene, TX",2010,"MB",1649761,392900,28260,459750,295374,13.9030431705591,0.642466557911909,0.179040479196684
"11","10180","Abilene, TX",2011,"DR",1883705,653916,44984,113623,426089,14.5366352480882,3.75002420284625,0.226197307964888
"12","10180","Abilene, TX",2011,"MB",1507269,414313,29699,415364,375006,13.9504023704502,0.902837029689622,0.248798323325166
"13","10180","Abilene, TX",2012,"DR",2075968,662410,44033,102850,296153,15.0434901096905,2.87946524064171,0.142657786632549
"14","10180","Abilene, TX",2012,"MB",1327258,402271,29607,507489,368226,13.5870233390752,0.725584199854578,0.277433626318319
"15","10180","Abilene, TX",2013,"DR",3835658,659233,45038,113667,323930,14.6372618677561,2.84981568969006,0.0844522634708308
"16","10180","Abilene, TX",2013,"MB",3456372,409784,30051,511197,390511,13.6362849821969,0.763914889954362,0.112982919662583
"17","10180","Abilene, TX",2014,"DR",2036316,0,0,101248,0,NA,0,0
"18","10180","Abilene, TX",2014,"MB",1666408,0,0,504310,0,NA,0,0
"19","10180","Abilene, TX",2015,"DR",2027244,538136,36708,82575,0,14.6599106461807,0,0
"20","10180","Abilene, TX",2015,"MB",1089817,416362,29256,510594,0,14.2316789718348,0,0
"21","10420","Akron, OH",2006,"DR",8621365,2345684,162719,309747,538410,14.4155507347022,1.73822506755513,0.0624506676146991
"22","10420","Akron, OH",2006,"MB",25853137,3299580,286357,6725707,3163036,11.5226098890546,0.47029048395953,0.122346313331338
"23","10420","Akron, OH",2007,"DR",8896767,2240801,165423,351521,496131,13.5458853968312,1.4113836726682,0.0557653133998002
"24","10420","Akron, OH",2007,"MB",27100521,3379825,288221,6513680,3445013,11.7265050083096,0.528888892300512,0.127119807032492
"25","10420","Akron, OH",2008,"DR",10927398,2218375,152837,340437,564614,14.5146463225528,1.6584977543569,0.051669574037662
"26","10420","Akron, OH",2008,"MB",28621963,3442807,288960,6800480,3602006,11.9144760520487,0.529669376279321,0.125847622680527
"27","10420","Akron, OH",2009,"DR",11208965,2435323,148198,352528,675282,16.4329005789552,1.91554146053647,0.0602448129689048
"28","10420","Akron, OH",2009,"MB",31543504,3787071,301789,6162278,3387490,12.5487376942168,0.549713920728666,0.107391049516883
"29","10420","Akron, OH",2010,"DR",10086226,1616700,125539,284747,649185,12.8780697631812,2.27986598629661,0.0643635191200356
