"","GEOID.msa","name","year","mode","total_expenses","revenue_miles","revenue_hours","upt","fares","average_speed","avg_fare","farebox_recovery"
"1","10180","Abilene, TX",2006,"DR",1300467,618718,43670,110747,93789,14.1680329745821,0.846876213351152,0.0721194770801566
"2","10180","Abilene, TX",2006,"MB",1067426,433499,30754,506631,201795,14.0956948689601,0.398307644024941,0.189048233788572
"3","10180","Abilene, TX",2007,"DR",1472836,631823,47605,110546,98383,13.2721982984981,0.88997340473649,0.066798340073165
"4","10180","Abilene, TX",2007,"MB",1042242,435929,30702,485752,217336,14.1987166959807,0.447421729606878,0.208527386154079
"5","10180","Abilene, TX",2008,"DR",1944209,606057,46010,102079,109095,13.1722886329059,1.06873108082955,0.0561127944577975
"6","10180","Abilene, TX",2008,"MB",1104658,422323,31217,480575,254879,13.5286222250697,0.53036258648494,0.230731140316732
"7","10180","Abilene, TX",2009,"DR",2027244,613066,47631,104497,101458,12.8711553400097,0.970917825392117,0.0500472562750217
"8","10180","Abilene, TX",2009,"MB",1089817,419957,30911,476924,248600,13.5860049820452,0.521257055631505,0.22811169214648
"9","10180","Abilene, TX",2010,"DR",1722198,478610,29050,82500,50000,16.4753872633391,0.606060606060606,0.0290326663949209
"10","10180","Abilene, TX",2010,"MB",1649761,392900,28260,459750,295374,13.9030431705591,0.642466557911909,0.179040479196684
"11","10180","Abilene, TX",2011,"DR",1883705,653916,44984,113623,426089,14.5366352480882,3.75002420284625,0.226197307964888
"12","10180","Abilene, TX",2011,"MB",1507269,414313,29699,415364,375006,13.9504023704502,0.902837029689622,0.248798323325166
"13","10180","Abilene, TX",2012,"DR",2075968,662410,44033,102850,296153,15.0434901096905,2.87946524064171,0.142657786632549
"14","10180","Abilene, TX",2012,"MB",1327258,402271,29607,507489,368226,13.5870233390752,0.725584199854578,0.277433626318319
"15","10180","Abilene, TX",2013,"DR",3835658,659233,45038,113667,323930,14.6372618677561,2.84981568969006,0.0844522634708308
"16","10180","Abilene, TX",2013,"MB",3456372,409784,30051,511197,390511,13.6362849821969,0.763914889954362,0.112982919662583
"17","10180","Abilene, TX",2014,"DR",2036316,0,0,101248,0,NA,0,0
"18","10180","Abilene, TX",2014,"MB",1666408,0,0,504310,0,NA,0,0
"19","10180","Abilene, TX",2015,"DR",2027244,538136,36708,82575,0,14.6599106461807,0,0
"20","10180","Abilene, TX",2015,"MB",1089817,416362,29256,510594,0,14.2316789718348,0,0
"21","10420","Akron, OH",2006,"DR",8621365,2345684,162719,309747,538410,14.4155507347022,1.73822506755513,0.0624506676146991
"22","10420","Akron, OH",2006,"MB",25853137,3299580,286357,6725707,3163036,11.5226098890546,0.47029048395953,0.122346313331338
"23","10420","Akron, OH",2007,"DR",8896767,2240801,165423,351521,496131,13.5458853968312,1.4113836726682,0.0557653133998002
"24","10420","Akron, OH",2007,"MB",27100521,3379825,288221,6513680,3445013,11.7265050083096,0.528888892300512,0.127119807032492
"25","10420","Akron, OH",2008,"DR",10927398,2218375,152837,340437,564614,14.5146463225528,1.6584977543569,0.051669574037662
"26","10420","Akron, OH",2008,"MB",28621963,3442807,288960,6800480,3602006,11.9144760520487,0.529669376279321,0.125847622680527
"27","10420","Akron, OH",2009,"DR",11208965,2435323,148198,352528,675282,16.4329005789552,1.91554146053647,0.0602448129689048
"28","10420","Akron, OH",2009,"MB",31543504,3787071,301789,6162278,3387490,12.5487376942168,0.549713920728666,0.107391049516883
"29","10420","Akron, OH",2010,"DR",10086226,1616700,125539,284747,649185,12.8780697631812,2.27986598629661,0.0643635191200356
"30","10420","Akron, OH",2010,"DT",1401035,380657,21737,63799,77066,17.5119381699407,1.20794996786783,0.0550064773542417
"31","10420","Akron, OH",2010,"MB",33456210,3845627,324008,6207483,3597828,11.8689260758994,0.579595304570307,0.107538421118232
"32","10420","Akron, OH",2011,"CB",915580,157015,5662,85414,182960,27.7313670081243,2.14203760507645,0.199829616199567
"33","10420","Akron, OH",2011,"DR",10425071,1658868,131796,292969,649613,12.5866338887371,2.21734381453328,0.0623125732189258
"34","10420","Akron, OH",2011,"DT",1668252,419209,22965,67884,82250,18.254256477248,1.21162571445407,0.0493031028885324
"35","10420","Akron, OH",2011,"MB",34981668,3833647,323484,6405062,3619054,11.8511178296299,0.56503028385986,0.103455730012645
"36","10420","Akron, OH",2012,"CB",1902662,177525,6590,89699,208117,26.9385432473445,2.32017079343137,0.109382013200453
"37","10420","Akron, OH",2012,"DR",20442834,2201300,142622,322179,802372,15.4345051955519,2.49045406435553,0.039249548276917
"38","10420","Akron, OH",2012,"DT",1866454,225380,13034,39882,28206,17.291698634341,0.707236347224312,0.0151120788404107
"39","10420","Akron, OH",2012,"MB",69860292,4101849,332091,6552905,6254873,12.3515813436678,0.954519102596482,0.0895340231329122
"40","10420","Akron, OH",2013,"CB",1963612,266469,10304,106203,211026,25.8607336956522,1.98700601677919,0.107468277847151
"41","10420","Akron, OH",2013,"DR",23427228,2736758,151281,354984,1308485,18.0905599513488,3.68603937078854,0.0558531722148263
"42","10420","Akron, OH",2013,"MB",70303570,4349377,358630,6514023,6493907,12.1277556255751,0.996911893003755,0.0923695197839882
"43","10420","Akron, OH",2014,"CB",1976354,0,0,103451,217511,NA,2.10255096615789,0.110056700368456
"44","10420","Akron, OH",2014,"DR",20679696,0,0,360109,976095,NA,2.71055430439117,0.0472006455027192
"45","10420","Akron, OH",2014,"MB",75131302,0,0,6528936,6677444,NA,1.02274612586186,0.0888769903122403
"46","10420","Akron, OH",2015,"DR",11208965,2331536,161059,376174,1003679,14.4762850880733,2.66812432544514,0.089542522436282
"47","10420","Akron, OH",2015,"MB",31543504,4781126,369915,6379007,6089466,12.9249314031602,0.954610333551915,0.193049763907016
"48","10500","Albany, GA",2006,"DR",549956,137504,9477,23583,30922,14.5092328796032,1.31119874485858,0.0562263162871212
"49","10500","Albany, GA",2006,"MB",1635555,536897,32040,711992,366673,16.7570848938826,0.51499595501073,0.224188731042368
"50","10500","Albany, GA",2007,"DR",537415,131091,9294,23322,38589,14.1049063912201,1.65461795729354,0.0718048435566555
"51","10500","Albany, GA",2007,"MB",1816449,535923,32287,766396,377696,16.5987239446217,0.492820943741878,0.207930968609633
"52","10500","Albany, GA",2008,"DR",1175090,117537,8942,19668,35037,13.1443748602102,1.78142159853569,0.029816439591861
"53","10500","Albany, GA",2008,"MB",1864022,532011,31789,772497,373954,16.7356947371732,0.484084727837131,0.200616730918412
"54","10500","Albany, GA",2009,"DR",1147842,111670,8144,18119,40983,13.7119351669941,2.26187979469066,0.0357043913709378
"55","10500","Albany, GA",2009,"MB",1633235,531184,31329,944273,431925,16.9550256950429,0.457415387287363,0.264459799110355
"56","10500","Albany, GA",2010,"DR",1161474,98707,6825,13878,36663,14.4625641025641,2.64180717682663,0.031565923989689
"57","10500","Albany, GA",2010,"MB",1906741,529949,31612,860214,420551,16.764171833481,0.488891136391642,0.220560107534269
"58","10500","Albany, GA",2011,"DR",969842,98347,6940,11399,32731,14.1710374639769,2.87139222738837,0.033748796195669
"59","10500","Albany, GA",2011,"MB",2033082,539215,31914,1044344,471112,16.895876417873,0.45110806400956,0.231723068720298
"60","10500","Albany, GA",2012,"DR",1001244,100457,7116,10386,22636,14.1170601461495,2.17947236664741,0.0226078758025017
"61","10500","Albany, GA",2012,"MB",4566088,570364,34589,1006400,523278,16.489751076932,0.519950317965024,0.114600945054059
"62","10500","Albany, GA",2013,"DR",1251507,89665,6398,11525,34021,14.0145357924351,2.9519305856833,0.0271840269371246
"63","10500","Albany, GA",2013,"MB",4717380,512328,30849,1007690,525669,16.6076047845959,0.521657454177376,0.11143240527581
"64","10500","Albany, GA",2014,"DR",752350,0,0,13931,41248,NA,2.96087861603618,0.0548255466205888
"65","10500","Albany, GA",2014,"MB",4615150,0,0,1036749,535879,NA,0.51688402882472,0.11611301907847
"66","10500","Albany, GA",2015,"DR",1147842,95234,7052,14837,39173,13.5045377197958,2.64022376491204,0.034127519292725
"67","10500","Albany, GA",2015,"MB",1633235,600107,35095,712590,542312,17.0995013534692,0.761043517310094,0.332047745731631
"68","10540","Albany, OR",2012,"DR",312749,85388,7907,24112,13753,10.7990388263564,0.570379893828799,0.0439745610697396
"69","10540","Albany, OR",2012,"MB",956377,181742,7725,218427,34085,23.5264724919094,0.156047558223113,0.0356397111181051
"70","10540","Albany, OR",2013,"DR",672292,94798,6957,16613,24764,13.6262756935461,1.49063986035033,0.0368351847114052
"71","10540","Albany, OR",2013,"MB",1677640,177278,9908,228736,53178,17.8924101735971,0.232486359820929,0.0316980997114995
"72","10540","Albany, OR",2014,"DR",411018,0,0,17010,26874,NA,1.57989417989418,0.0653839977811191
"73","10540","Albany, OR",2014,"MB",1064959,0,0,213426,62658,NA,0.29358185038374,0.0588360678674015
"74","10580","Albany-Schenectady-Troy, NY",2006,"DR",6615277,1084462,83801,156284,39348,12.9409195594325,0.251772414322643,0.00594805024793368
"75","10580","Albany-Schenectady-Troy, NY",2006,"MB",48385264,6741865,562072,12719895,9359450,11.994664384634,0.735811891528979,0.193435960171675
"76","10580","Albany-Schenectady-Troy, NY",2007,"DR",6776124,1279861,110462,169580,116034,11.5864369647481,0.684243424932185,0.0171239487352947
"77","10580","Albany-Schenectady-Troy, NY",2007,"MB",49704055,6813877,576963,12772393,10167637,11.8099028880535,0.796063588084081,0.204563531084134
"78","10580","Albany-Schenectady-Troy, NY",2008,"DR",18095028,1630296,116673,192613,506892,13.9732071687537,2.63166037598708,0.0280127778746736
"79","10580","Albany-Schenectady-Troy, NY",2008,"MB",55656403,7290739,611139,13710393,10896882,11.9297557511466,0.794789908648133,0.195788470196322
"80","10580","Albany-Schenectady-Troy, NY",2009,"DR",21311188,1420155,96607,217472,441827,14.7003322740588,2.03165005150088,0.0207321619048173
"81","10580","Albany-Schenectady-Troy, NY",2009,"MB",64738420,7440824,621875,15194277,12685805,11.965144120603,0.834906787601674,0.195954813231463
"82","10580","Albany-Schenectady-Troy, NY",2010,"DR",19540404,1166959,66640,131139,289415,17.5113895558223,2.20693310151824,0.0148111062596249
"83","10580","Albany-Schenectady-Troy, NY",2010,"DT",2859352,69526,13529,92234,211500,5.13903466627245,2.2930806427131,0.0739678080907842
"84","10580","Albany-Schenectady-Troy, NY",2010,"MB",64231023,7079392,592896,13577823,14913757,11.9403605354059,1.09839088342807,0.232189311386182
"85","10580","Albany-Schenectady-Troy, NY",2011,"DR",19215572,1238050,70407,133708,502403,17.5841890721093,3.7574640260867,0.0261456177312859
"86","10580","Albany-Schenectady-Troy, NY",2011,"DT",2977106,69269,14045,103522,232008,4.93193307226771,2.24114680937385,0.077930715265093
"87","10580","Albany-Schenectady-Troy, NY",2011,"MB",62932755,7177726,590197,13566584,14177425,12.1615765583356,1.04502540949144,0.225278950524254
"88","10580","Albany-Schenectady-Troy, NY",2011,"VP",141811,163748,3733,17973,93518,43.8649879453523,5.20324931842208,0.659455190358999
"89","10580","Albany-Schenectady-Troy, NY",2012,"CB",2847126,313814,10058,157318,655238,31.2004374627162,4.16505422138598,0.230140148346087
"90","10580","Albany-Schenectady-Troy, NY",2012,"DR",17186736,1341227,76033,139455,554179,17.6400641826575,3.97389121938977,0.0322445751188591
"91","10580","Albany-Schenectady-Troy, NY",2012,"DT",4963626,166308,19312,118168,265898,8.61164043082021,2.25016925055853,0.0535693059871956
"92","10580","Albany-Schenectady-Troy, NY",2012,"MB",114635196,7311854,605193,14449729,14332013,12.0818548793525,0.991853411230065,0.125022798408265
"93","10580","Albany-Schenectady-Troy, NY",2012,"VP",342414,201755,4543,24911,169167,44.4100814439797,6.79085544538557,0.494042299672326
"94","10580","Albany-Schenectady-Troy, NY",2013,"CB",2324960,290233,9298,170958,711466,31.2145622714562,4.16164204073515,0.30601214644553
"95","10580","Albany-Schenectady-Troy, NY",2013,"DR",25961138,1227990,66087,126667,471796,18.5814154069635,3.72469546132773,0.0181731632873721
"96","10580","Albany-Schenectady-Troy, NY",2013,"DT",8966381,219550,23982,153643,479253,9.15478275373196,3.11926348743516,0.0534499928120387
"97","10580","Albany-Schenectady-Troy, NY",2013,"MB",116458300,7110164,598144,15070120,15074253,11.8870439225337,1.00027425129992,0.129439061020125
"98","10580","Albany-Schenectady-Troy, NY",2013,"VP",90018,73474,1542,7683,112659,47.6485084306096,14.6634127294026,1.25151636339399
