ntdid,year,mode,revenue_miles,revenue_hours,upt
9161,2008,DR,79647,8684,16818
9161,2008,MB,462381,39636,438017
9162,2008,DR,608513,46333,112564
9162,2008,MB,2545705,170057,2617505
9164,2008,DR,352085,32075,210277
9164,2008,MB,1341099,47191,634965
9165,2008,DR,411518,30085,70562
9165,2008,MB,187981,13203,178502
9166,2008,DR,3905372,353086,1245443
9166,2008,MB,5294240,480713,10421080
9168,2008,DR,140236,13023,34717
9168,2008,MB,592395,41139,371322
9169,2008,VP,6311050,159980,1371558
9171,2008,DR,434774,29475,69633
9171,2008,MB,2994549,167543,3751666
9172,2008,MB,5608816,474873,7330181
9173,2008,DR,561548,35014,138896
9173,2008,MB,1392468,75276,1275610
9174,2008,DR,41510,3175,6094
9174,2008,MB,321882,19392,157199
9175,2008,DR,247035,28514,65202
9175,2008,MB,272509,21259,241972
9176,2008,VP,3783912,120800,668075
9182,2008,CR,173376,4367,805232
9192,2008,DR,237446,25739,18912
9192,2008,MB,544762,28238,253069
9193,2008,MB,1254529,115523,3411300
9196,2008,DR,105174,13697,22675
9196,2008,MB,1189445,54116,818038
9196,2008,VP,237497,5467,33049
9198,2008,DR,102593,7113,22682
9198,2008,MB,325649,20970,492699
9200,2008,DR,147116,14610,43305
9200,2008,MB,767251,57859,793972
9200,2008,VP,4097807,76764,544239
9201,2008,DR,54858,4973,15801
9201,2008,MB,179099,13895,114865
9205,2008,DR,210291,15987,26998
9205,2008,MB,1078688,65847,1196694
9206,2008,DR,382930,15284,29839
9206,2008,MB,917924,30913,452946
9208,2008,DR,455544,41068,108987
9208,2008,MB,1009113,66840,1173253
9211,2008,MB,608146,93964,3428570
9212,2008,DR,180160,11956,36408
9212,2008,MB,651072,32364,478120
9213,2008,DR,77246,8193,21126
9213,2008,MB,205663,15410,159738
9214,2008,DR,69967,7257,14422
9214,2008,MB,375348,30401,351279
9216,2008,DR,99116,8415,27499
9216,2008,MB,403711,18106,73020
9219,2008,DR,99246,9172,22604
9219,2008,MB,650082,44606,992860
0001,2009,DR,9974975,657222,1142452
0001,2009,LR,60150,11207,451203
0001,2009,MB,32112437,2622780,91348714
0001,2009,TB,3381358,513091,19719226
0001,2009,VP,11802532,347215,3172678
0002,2009,DR,2685157,175081,521578
0002,2009,MB,5782329,418247,11152841
0002,2009,VP,888699,23703,209822
0003,2009,DR,3059334,212320,463324
0003,2009,MB,7271302,586260,14251163
0003,2009,VP,4476702,134966,846040
0005,2009,DR,506444,42802,108952
0005,2009,MB,1455700,117697,2495005
0006,2009,DR,452504,47867,90440
0006,2009,MB,733777,51421,1349024
0006,2009,VP,475879,10664,91552
0007,2009,DR,1020396,87091,162792
0007,2009,MB,3617123,289316,11732650
0007,2009,VP,229964,4864,28568
0008,2009,CR,48096,1484,123634
0008,2009,DR,7994865,542062,1088446
0008,2009,LR,3900143,276537,39306691
0008,2009,MB,22669862,1878880,68033035
0011,2009,DR,253035,22504,39088
0011,2009,MB,1390767,90570,1405568
0012,2009,DR,1127951,82333,194029
0012,2009,MB,2073981,157572,4184141
0016,2009,DR,164559,17147,49603
0016,2009,MB,212192,16588,444789
0018,2009,DR,3063058,168651,656510
0018,2009,MB,2534794,146776,3663535
0018,2009,VP,4548900,107940,1177060
0019,2009,DR,828249,65499,148312
0019,2009,MB,2604406,194041,4298328
0019,2009,VP,3185107,82797,680664
0020,2009,DR,1548692,90152,352874
0020,2009,FB,45064,5982,473926
0020,2009,MB,2204032,119569,3466709
0020,2009,VP,1159888,38713,286858
0021,2009,DR,810302,58343,186330
0021,2009,MB,1915082,140217,5623158
0021,2009,VP,511877,9784,99290
0022,2009,DR,522800,31159,118781
0022,2009,MB,269765,22089,417965
0023,2009,MO,49621,5082,1732301
0024,2009,DR,1250885,81064,215357
0024,2009,MB,4289359,275743,6201190
0024,2009,VP,65864,2141,14086
0025,2009,DR,3467393,215509,440924
0025,2009,MB,2009115,159896,4746944
0025,2009,VP,186407,4217,34466
0028,2009,FB,40305,5643,201419
0029,2009,DR,1824704,103188,217909
0029,2009,MB,8519508,513487,10292248
0029,2009,VP,4782731,84326,862341
0034,2009,DR,382937,24693,52785
0034,2009,MB,580648,31752,1055445
0035,2009,FB,910252,126367,22510781
0040,2009,CR,245790,6419,2492362
0040,2009,LR,646048,39660,3390771
0040,2009,MB,10830589,536225,13784753
0041,2009,AR,18901,1013,113653
0042,2009,DR,419116,30432,81864
0042,2009,MB,126169,11264,48067
0043,2009,DR,293492,23136,74995
0043,2009,MB,1765205,87821,905853
0043,2009,VP,13600,340,935
0044,2009,DR,330043,27458,68016
0044,2009,MB,703510,38245,508212
0044,2009,VP,795763,21632,100239
0045,2009,DR,159846,11660,23069
0045,2009,MB,422810,23198,357816
0046,2009,DR,114143,9508,17443
0046,2009,MB,439648,24799,294866
0047,2009,DR,22104,921,7368
0047,2009,MB,373922,26949,680402
0049,2009,VP,1295487,27826,205438
0050,2009,DR,126356,14165,51558
0050,2009,MB,191516,20509,274084
0052,2009,VP,394205,9310,85260
0053,2009,DR,NA,NA,NA
0053,2009,MB,NA,NA,445484
0054,2009,FB,15125,688,52164
1001,2009,DR,4131543,307124,590863
1001,2009,MB,8210973,633381,19819547
1002,2009,DR,61071,7323,11645
1002,2009,MB,476112,42887,531961
1003,2009,CR,4113978,137146,40582915
1003,2009,DR,15249913,1266282,1983489
1003,2009,FB,309268,21746,1209478
1003,2009,HR,3879211,222579,148684327
1003,2009,LR,3405837,354247,70707186
1003,2009,MB,25173483,2355695,100769313
1003,2009,TB,693031,72666,3310893
1004,2009,DR,800730,71235,184548
1004,2009,MB,1340906,124591,2847043
1005,2009,DR,508188,35311,100372
1005,2009,MB,1146645,76820,1404112
1006,2009,DR,413392,35717,79463
1006,2009,MB,1227677,94492,1661269
1007,2009,DR,409977,49594,95018
1007,2009,MB,822883,39818,505566
1008,2009,DR,2865182,183260,308369
1008,2009,MB,4167940,323743,11882301
1013,2009,DR,345504,33663,63437
1013,2009,MB,1467649,114344,2627139
1014,2009,DR,1272739,91098,225272
1014,2009,MB,1562176,131188,3176035
1015,2009,DR,28628,3036,9965
1015,2009,MB,211394,15686,224917
1016,2009,MB,836371,69872,1411842
1017,2009,DR,2614708,243442,421198
1017,2009,MB,597975,43860,257805
1040,2009,DR,37427,2530,2869
1040,2009,MB,958724,69406,1133645
1042,2009,DR,271975,22517,82776
1047,2009,MB,671480,40972,522865
1048,2009,MB,6547019,501304,13578441
1049,2009,DR,1811107,136844,270934
1049,2009,MB,219591,12807,27451
1050,2009,DR,514358,43530,88187
1050,2009,MB,2299328,187709,5302569
1051,2009,DR,446106,32035,72315
1051,2009,MB,907471,58108,888049
1053,2009,DR,195800,10468,32850
1053,2009,MB,310907,19665,238632
1055,2009,MB,3459522,307889,8598218
1056,2009,MB,1537631,131122,3341739
1057,2009,DR,489592,54790,101794
1057,2009,MB,1021309,98282,1915195
1061,2009,DR,2469494,142921,395984
1061,2009,MB,612819,41184,604129
1063,2009,DR,138599,12901,30059
1063,2009,MB,494005,31227,434713
1064,2009,DR,1187239,92335,217174
1064,2009,MB,1632612,76654,707463
1066,2009,DR,294195,21796,37405
1066,2009,MB,1349410,95731,2514563
1069,2009,DR,671142,54082,148504
1086,2009,DR,25422,1333,2950
1086,2009,MB,503046,36382,367124
1087,2009,DR,158537,12724,28824
1087,2009,MB,325157,23707,437892
1088,2009,FB,72380,15144,857158
1095,2009,DR,727850,61457,125671
1095,2009,MB,963100,79130,2625193
1096,2009,DR,69048,3541,12265
1096,2009,MB,540062,42013,869999
1102,2009,CR,262282,5899,593723
1102,2009,MB,204510,7689,201473
1105,2009,DR,2759980,140538,390745
1105,2009,MB,1000080,83527,409625
1107,2009,DR,331264,20544,62656
1107,2009,MB,280708,20376,351676
1108,2009,VP,5290889,124512,874435
1110,2009,VP,365306,8118,110001
1115,2009,CR,417487,11791,471398
1116,2009,MB,468993,24353,151510
1118,2009,DR,75489,9728,40091
1118,2009,MB,578564,38068,282624
1119,2009,MB,415166,24971,1115265
2002,2009,DR,1420155,96607,217472
2002,2009,MB,7440824,621875,15194277
2003,2009,DR,627519,41801,107417
2003,2009,MB,1403818,116960,3003095
2004,2009,DR,1264959,79354,125192
2004,2009,LR,369513,33979,6805512
2004,2009,MB,10781535,805514,21399200
2005,2009,DR,274833,16696,54395
2005,2009,MB,680845,37240,640742
2006,2009,DR,47815,8781,21220
2006,2009,MB,228003,25404,326453
2007,2009,DR,3634207,244478,394917
2007,2009,MB,10770810,945232,30787665
2008,2009,DR,66018122,5627492,5920164
2008,2009,HR,39031295,2139182,2358313445
2008,2009,MB,102693042,13273514,842637587
2009,2009,MB,193477,15479,427422
2010,2009,DR,257369,13444,70804
2010,2009,MB,809828,41609,521249
2018,2009,DR,902026,73489,175308
2018,2009,MB,3779231,328968,12298133
2071,2009,DR,115924,10338,23662
2071,2009,MB,321773,22673,251353
2072,2009,DR,5296355,251232,409981
2072,2009,MB,7238622,379886,6054403
2075,2009,HR,1012986,35763,10022056
2076,2009,DR,2398835,144098,212909
2076,2009,MB,8465650,749363,31953351
2078,2009,CR,8567823,224349,79464160
2078,2009,FB,45570,4281,196345
2078,2009,MB,99437,18673,385419
2080,2009,CR,9448141,330277,83586312
2080,2009,DR,20579280,1340696,3971830
2080,2009,LR,3165672,215754,22329069
2080,2009,MB,80936804,5538631,170738602
2080,2009,VP,4182041,104249,821828
2082,2009,FB,205781,19935,21237027
2082,2009,MB,631367,28669,698796
2084,2009,FB,20832,840,7476
2084,2009,MB,2542624,133634,3675390
2085,2009,MB,326552,18944,151290
2086,2009,DR,652318,35839,78200
2089,2009,MB,60627,5849,34670
2096,2009,DR,149194,8989,18108
2096,2009,MB,403468,18323,159445
2098,2009,FB,171958,15748,1498006
2098,2009,HR,1743279,94539,80055192
2099,2009,HR,612271,28853,7218046
2100,2009,CR,7528621,258887,97350595
2113,2009,DR,1545738,97251,181703
2113,2009,MB,5186102,446695,16918131
2116,2009,MB,674817,35659,502393
2120,2009,DR,15146,1946,2940
2120,2009,MB,317058,18526,316535
2122,2009,MB,7931612,316866,3816442
2126,2009,MB,8515278,190377,3562327
2128,2009,MB,7876790,297779,3629478
2132,2009,MB,1031004,65562,5030024
2135,2009,MB,1045843,44698,539478
2137,2009,MB,657755,17970,276191
2145,2009,DR,389508,21864,62010
2145,2009,MB,1729792,113860,3351817
2148,2009,DR,62366,5820,18788
2148,2009,MB,262852,17957,123096
2149,2009,MB,3478545,144604,3321706
2158,2009,DR,229807,9073,20062
2158,2009,MB,427616,18360,54825
2160,2009,MB,920116,67765,595973
2161,2009,MB,1698340,95126,2068749
2163,2009,MB,2780016,82611,1798955
2165,2009,MB,901122,59601,639127
2166,2009,MB,2505536,223837,11414882
2168,2009,MB,959927,82757,3773594
2169,2009,MB,3857720,82112,1056532
2171,2009,MB,1269395,97959,880426
2172,2009,MB,565643,35534,405985
2175,2009,MB,214062,14679,556838
2177,2009,MB,2332032,46632,528894
2178,2009,MB,974039,45639,321426
2179,2009,MB,364960,13349,48041
2182,2009,DR,8738,1034,3294
2183,2009,DR,98890,8632,28955
2185,2009,DR,168720,16274,36287
2185,2009,MB,1085161,96647,1320991
2187,2009,MB,83768,7065,63928
2188,2009,MB,27309681,3163289,119975835
2189,2009,FB,256761,18352,1463547
2190,2009,FB,428809,36836,3793796
3001,2009,DR,362738,26696,30038
3001,2009,MB,2380503,141696,2462650
3002,2009,DR,300136,19130,33943
3002,2009,MB,913508,60909,789769
3006,2009,DR,2584241,140059,231113
3006,2009,MB,5360851,460968,13232881
3006,2009,VP,2949075,55590,321045
3007,2009,DR,615451,50265,50887
3007,2009,MB,1551497,109747,2539745
3008,2009,DR,153532,9044,22656
3008,2009,MB,1177424,93440,2954860
3009,2009,DR,27744,4775,10186
3009,2009,MB,414193,38430,609022
3010,2009,DR,3651035,162391,454331
3010,2009,MB,2487260,194474,5505748
3011,2009,DR,37552,3100,12170
3011,2009,MB,475445,37639,595098
3012,2009,DR,29827,2233,3622
3012,2009,IP,3944,777,102516
3012,2009,MB,688916,63513,1098597
3013,2009,DR,1254104,109378,250655
3013,2009,MB,1791077,142617,3025785
3014,2009,DR,1416682,95584,200536
3014,2009,MB,1779577,133843,2664150
3015,2009,DR,111502,8094,20754
3015,2009,MB,988957,69386,1639692
3018,2009,DR,2190004,162660,324303
3018,2009,MB,1568355,108077,2043029
3019,2009,CR,4951056,184091,35653018
3019,2009,DR,9585503,983995,1798211
3019,2009,HR,3247667,166694,95110125
3019,2009,LR,3681799,389248,29588034
3019,2009,MB,40879970,3975130,180654500
3019,2009,TB,915673,109155,5510768
3022,2009,DR,10932325,704875,1699537
3022,2009,IP,38748,13459,1165287
3022,2009,LR,1217635,90273,7326957
3022,2009,MB,23747017,1746548,58485434
3023,2009,DR,459343,31922,95152
3023,2009,MB,945213,51570,809284
3024,2009,DR,1038812,82303,203896
3024,2009,MB,1471377,123040,2916928
3025,2009,DR,36218,3065,8321
3025,2009,MB,1110758,88848,1960903
3026,2009,DR,16787,755,1747
3026,2009,MB,822913,54851,1295620
3027,2009,DR,1285222,90732,202007
3027,2009,MB,1404034,106907,1410278
3027,2009,VP,65381,953,10153
3030,2009,DR,19476367,1833296,2107775
3030,2009,HR,12044635,473690,296857158
3030,2009,MB,41996466,3919015,136893958
3034,2009,CR,995171,25938,8081155
3034,2009,DR,11747833,941477,1449979
3034,2009,HR,1107813,45160,13522792
3034,2009,LR,1484834,76088,8838048
3034,2009,MB,24703842,1906474,91805422
3035,2009,DR,31472,2090,4896
3035,2009,MB,671236,55926,426338
3036,2009,MB,919690,89072,2012462
3040,2009,MB,763055,61054,1464126
3041,2009,DR,219497,13525,23438
3041,2009,MB,243459,16827,153661
3042,2009,DR,70974,5427,11291
3042,2009,MB,410359,26541,374280
3044,2009,DR,78438,3305,8170
3044,2009,MB,851707,43021,457730
3045,2009,DR,1551360,105469,294157
3048,2009,DR,878453,48028,87962
3048,2009,MB,1070202,75180,967764
3051,2009,DR,1652386,91772,112093
3051,2009,MB,12379702,974025,29627244
3054,2009,DR,138366,6822,36319
3054,2009,MB,1417487,111708,7001149
3054,2009,VP,216631,7451,61144
3055,2009,DR,590743,34263,89926
3055,2009,MB,131174,8401,100383
3057,2009,CR,439678,14378,518597
3058,2009,MB,435002,33862,1031659
3061,2009,DR,464,97,155
3061,2009,MB,722654,52822,374116
3068,2009,MB,6803738,475871,9576635
3069,2009,DR,71379,4059,21407
3069,2009,MB,270047,17461,233729
3070,2009,MB,3084420,160406,3179244
3071,2009,DR,256086,40701,74247
3071,2009,MB,1446179,158395,4564995
3072,2009,DR,483448,23433,82322
3072,2009,MB,680724,59630,709639
3073,2009,CR,309925,9769,3868035
3074,2009,DR,287503,17403,30548
3074,2009,MB,485020,24621,274984
3075,2009,DR,8434162,464470,900128
3075,2009,MB,6213444,427599,9146873
3076,2009,DR,54640,4411,5787
3076,2009,MB,1085461,74910,2952439
3078,2009,VP,732964,21331,215109
3079,2009,MB,984596,61948,559294
3080,2009,DR,245708,43705,108291
3080,2009,MB,496668,50791,1428827
3081,2009,MB,1101238,40427,890011
3083,2009,DR,2944006,176046,267038
3083,2009,FB,11903,5821,322050
3083,2009,MB,11764916,871385,15194997
3083,2009,VP,798423,26327,165181
3085,2009,DR,431955,28634,188387
3085,2009,MB,2493910,198851,3510433
3087,2009,DR,866073,51109,119836
3087,2009,MB,565551,30258,132165
3088,2009,DR,260715,17402,32825
3088,2009,MB,1037999,61770,574548
3089,2009,DR,75990,5159,11776
3089,2009,MB,1031121,63982,1155417
3091,2009,DR,66537,7820,14729
3091,2009,MB,691234,70630,2954415
3092,2009,DR,735953,57026,130444
3092,2009,MB,109983,8146,15756
3094,2009,DR,89339,10307,22807
3094,2009,MB,463318,45655,1686751
3095,2009,DR,300888,20626,61186
3095,2009,MB,503937,26940,308274
3096,2009,DR,630411,37732,79855
3096,2009,MB,1327469,56257,431797
3101,2009,DR,17640,1896,4589
3101,2009,MB,151896,10864,41566
3102,2009,MB,NA,NA,NA
3103,2009,MB,379141,11377,193063
4001,2009,DR,417758,34030,69100
4001,2009,IP,18450,6297,374612
4001,2009,MB,2066529,150766,2698366
4002,2009,DR,433750,31888,49882
4002,2009,MB,2598296,217085,3454995
4003,2009,DR,1943410,121841,244766
4003,2009,LR,374280,57742,1113809
4003,2009,MB,6207708,421643,10358212
4004,2009,DR,2572783,154325,336153
4004,2009,MB,4111628,303249,10236540
4005,2009,DR,218837,11289,27904
4005,2009,MB,922055,64137,1622510
4006,2009,DR,527683,33462,66305
4006,2009,MB,1443003,96829,1424123
4007,2009,DR,1959959,287317,374555
4007,2009,MB,2575576,203508,5019646
4008,2009,DR,2423293,156293,239162
4008,2009,LR,558690,36632,3551153
4008,2009,MB,11990629,828877,21539450
4008,2009,VP,2171955,41471,320493
4009,2009,DR,294017,18415,42469
4009,2009,MB,777363,57792,992886
4011,2009,DR,148339,11398,37174
4011,2009,MB,402508,29094,777705
4012,2009,DR,622214,46767,132403
4012,2009,MB,1465897,130144,2957172
4014,2009,DR,261218,23679,47222
4014,2009,MB,952245,69059,690886
4014,2009,VP,652215,12361,105574
4015,2009,DR,210018,14624,24820
4015,2009,MB,931811,64879,516721
4017,2009,DR,1084351,69326,146965
4017,2009,MB,2222481,181639,6064260
4018,2009,DR,4103905,255641,395327
4018,2009,MB,7675406,607599,15520760
4019,2009,DR,870249,49217,105885
4019,2009,MB,2962057,212294,3700887
4021,2009,DR,111670,8144,18119
4021,2009,MB,531184,31329,944273
4022,2009,DR,5978137,311876,479493
4022,2009,HR,4392521,165236,83346491
4022,2009,MB,27344662,2192737,72716409
4023,2009,DR,119828,14499,19470
4023,2009,MB,594299,42595,645967
4024,2009,DR,183110,12236,17620
4024,2009,MB,918032,60864,1150708
4025,2009,DR,585432,46115,63006
4025,2009,FB,16290,7694,452190
4025,2009,MB,2509438,200794,3277504
4026,2009,DR,621698,40109,88364
4026,2009,MB,1309485,86978,1403104
4027,2009,DR,2279048,79804,228463
4027,2009,MB,8762280,611629,11953082
4028,2009,DR,1091373,69301,109009
4028,2009,MB,3018209,184106,3040037
4028,2009,VP,139878,4176,24783
4029,2009,DR,8310956,550601,916009
4029,2009,MB,13878467,1014405,36804682
4030,2009,DR,327670,24601,39728
4030,2009,MB,2821703,248819,8939980
4031,2009,DR,421473,32093,105417
4031,2009,MB,1266448,79235,1450988
4032,2009,DR,2078105,140450,245403
4032,2009,MB,2467382,157846,3071247
4032,2009,VP,530517,12363,112958
4034,2009,AG,947611,92903,8100144
4034,2009,DR,13084419,949173,1551970
4034,2009,HR,1229414,41504,18244476
4034,2009,MB,31547096,2629625,75608e3
4035,2009,DR,7501304,460548,686258
4035,2009,MB,14230128,1029713,23747795
4035,2009,VP,1109549,25674,182361
4036,2009,DR,442385,33248,64780
4036,2009,MB,1966766,181869,4409041
4037,2009,DR,8599976,522121,891001
4037,2009,MB,6899573,408777,10045345
4038,2009,DR,363513,21856,55111
4038,2009,MB,1362523,104396,1131853
4040,2009,AG,196983,14689,449665
4040,2009,DR,3171555,203301,357882
4040,2009,MB,8901889,590626,10253890
4041,2009,DR,1026165,66180,97041
4041,2009,LR,74603,14564,505703
4041,2009,MB,7421599,581600,13125468
4041,2009,VP,644603,16285,83083
4042,2009,DR,1140773,77419,136987
4042,2009,MB,2694228,223521,2805110
4043,2009,DR,895897,50128,108540
4043,2009,MB,1255671,92831,1107048
4044,2009,DR,347367,19078,38185
4044,2009,MB,1290296,84916,1298751
4045,2009,DR,112008,9538,13825
4045,2009,MB,213601,17821,194742
4046,2009,DR,1251432,93079,178318
4046,2009,MB,2786480,189150,2551650
4047,2009,DR,63312,5875,8485
4047,2009,MB,855766,73879,1839022
4051,2009,DR,247149,25203,66661
4051,2009,MB,1950310,164076,7929427
4053,2009,DR,67942,5614,7666
4053,2009,MB,494317,31848,742100
4054,2009,DR,185526,22342,42539
4054,2009,MB,419963,30293,541762
4056,2009,DR,2069053,87944,218713
4056,2009,MB,574294,24964,104968
4057,2009,DR,209838,15012,40309
4057,2009,MB,566344,43076,535903
4058,2009,DR,114005,9324,27696
4058,2009,MB,451055,40068,690511
4063,2009,DR,1596133,98444,465443
4063,2009,MB,1494229,78572,1418430
4063,2009,VP,976782,21417,132600
4068,2009,DR,536484,46189,355680
4071,2009,DR,411012,32256,79884
4071,2009,MB,648904,37746,325222
4073,2009,DR,290821,20357,55056
4074,2009,DR,652179,35789,82342
4074,2009,MB,1112571,66508,926076
4077,2009,CR,1067526,31060,4223350
4077,2009,MB,436515,48175,488136
4078,2009,DR,678504,50330,81086
4078,2009,MB,3345336,178529,4553004
4082,2009,VP,1075236,27386,172337
4086,2009,DR,654915,85419,124186
4086,2009,MB,6080294,678915,18768741
4087,2009,DR,1292652,72588,150712
4087,2009,MB,2631476,173784,5130756
4088,2009,DR,1162608,79574,20354
4092,2009,DR,334489,23192,35194
4092,2009,MB,969665,60487,710983
4093,2009,DR,1254036,84786,205812
4093,2009,MB,2139386,153777,3839008
4094,2009,HR,812364,45143,9523736
4094,2009,MB,727419,146978,1993001
4097,2009,DR,534518,33247,127875
4097,2009,MB,255721,19011,118637
4100,2009,DR,1221555,66506,202585
4100,2009,MB,478601,23814,165928
4100,2009,VP,33469,1538,9001
4101,2009,MB,272804,21254,534599
4102,2009,DR,127565,7442,13890
4102,2009,MB,811904,58046,384585
4103,2009,DR,1472896,95397,177449
4104,2009,DR,463028,35761,50763
4104,2009,MB,365966,32474,594128
4105,2009,PB,37583809,3511390,40059188
4108,2009,DR,249767,10056,18572
4108,2009,MB,2126668,99332,1118386
4108,2009,VP,1268134,31703,533124
4110,2009,DR,645701,44836,73547
4110,2009,MB,3093375,231655,3990364
4111,2009,DR,476973,38130,155541
4113,2009,DR,214538,14086,48618
4113,2009,MB,30861,2473,11361
4125,2009,DR,4e3,1704,6042
4125,2009,MB,187838,35616,607871
4127,2009,DR,1172758,81865,119243
4127,2009,MB,738793,34984,466008
4128,2009,DR,723544,46767,95173
4128,2009,MB,445586,36643,172122
4129,2009,DR,491667,28831,69324
4130,2009,DR,78121,7753,9694
4130,2009,MB,1048391,73490,900264
4133,2009,DR,1999637,146525,263340
4135,2009,MB,2051852,82503,1660737
4135,2009,VP,924328,24014,179065
4138,2009,DR,102994,12535,14810
4138,2009,MB,2695435,135974,2304741
4140,2009,DR,1140233,63231,102149
4140,2009,MB,1244756,67043,1109710
4141,2009,DR,586363,34239,78204
4141,2009,MB,1540757,107712,2019912
4143,2009,DR,492936,25671,43952
4143,2009,MB,441081,26144,103894
4144,2009,DR,105764,9995,29096
4144,2009,MB,176297,10836,115245
4146,2009,DR,246066,11346,34652
4146,2009,MB,304991,17491,129197
4147,2009,MB,522904,53193,2058520
4148,2009,DR,658453,32521,184574
4152,2009,VP,3175918,75578,621268
4153,2009,VP,4656287,116612,898267
4155,2009,DR,54207,4603,10009
4155,2009,MB,347987,17678,137928
4157,2009,DR,257285,19725,32979
4157,2009,MB,1312900,87284,2125368
4158,2009,DR,1972160,110804,218348
4158,2009,MB,331978,20828,156972
4159,2009,CR,97282,1778,181356
4159,2009,MB,54356,2540,23114
4159,2009,VP,657709,12635,154349
4169,2009,VP,710505,14442,105955
4170,2009,DR,111776,12096,19264
4170,2009,MB,148736,14560,38976
4171,2009,DR,1213116,65382,178189
4172,2009,DR,857265,52031,129602
4172,2009,MB,248386,12614,159298
4173,2009,MB,1554574,56214,520966
4173,2009,VP,803880,18060,204e3
4175,2009,FB,58937,19320,41656
4177,2009,MB,109803,13755,149430
4178,2009,VP,308332,6993,58275
4179,2009,MB,2455051,174692,2155535
4180,2009,DR,24833,8840,10324
4180,2009,MB,615800,96973,9418744
4184,2009,MB,NA,NA,NA
4185,2009,MB,597275,36967,670573
4186,2009,DR,223873,36e3,6233
4186,2009,MB,293750,18e3,169423
5001,2009,DR,945909,70420,162410
5001,2009,MB,1030036,64880,966548
5002,2009,DR,453528,38948,68868
5002,2009,MB,1122206,71571,1354368
5003,2009,DR,137692,10433,21750
5003,2009,LR,19613,2780,56149
5003,2009,MB,1029463,69738,1606336
5004,2009,DR,505767,42699,85280
5004,2009,MB,774080,54962,1189841
5005,2009,DR,1885826,116917,289314
5005,2009,MB,4709101,372134,13588426
5006,2009,DR,175223,15757,44027
5006,2009,MB,1142125,87322,1384411
5008,2009,DR,5072196,403407,1173503
5008,2009,MB,15988024,1259050,46767776
5008,2009,VP,270616,6012,30778
5009,2009,DR,605513,39757,147923
5009,2009,MB,538328,39785,913226
5010,2009,DR,1625733,103285,230915
5010,2009,MB,3020176,240854,4792127
5011,2009,DR,1063428,59402,139214
5011,2009,MB,2324370,150381,2025920
5012,2009,DR,1809465,105574,234507
5012,2009,MB,10445144,802130,22886445
5015,2009,DR,3968815,262678,540739
5015,2009,HR,1109498,54068,4491119
5015,2009,LR,745575,50895,2365801
5015,2009,MB,17042385,1437468,38214394
5016,2009,DR,2803983,138847,237949
5016,2009,MB,8523927,685030,17208787
5017,2009,DR,2377276,163086,259144
5017,2009,MB,5189349,330542,6960449
5017,2009,TB,1112054,98769,3170510
5019,2009,DR,44336,3557,8079
5019,2009,MB,205356,13920,190254
5020,2009,DR,41275,3465,11050
5020,2009,MB,231500,20530,365904
5021,2009,DR,809590,44913,121613
5021,2009,MB,766895,60935,1370151
5022,2009,DR,1019927,92212,184550
5022,2009,MB,3657896,235878,6984265
5024,2009,DR,154519,9342,19886
5024,2009,MB,880984,75733,1687118
5025,2009,DR,192651,16771,25198
5025,2009,MB,1756924,132202,3173485
5026,2009,DR,29439,2181,5111
5026,2009,MB,283388,21720,392984
5027,2009,CR,17761,382,78782
5027,2009,LR,1027341,68687,9863042
5027,2009,MB,22826172,1963343,66401218
5028,2009,DR,486111,40321,134411
5028,2009,MB,1130602,80334,2247033
5029,2009,DR,449042,25457,52956
5029,2009,MB,959460,50357,557942
5030,2009,DR,129751,12603,26347
5030,2009,MB,388148,26559,523237
5031,2009,DR,3957117,235598,781780
5031,2009,MB,10742696,646313,12774202
5032,2009,DR,5406181,280404,669429
5032,2009,MB,3209378,172202,5154073
5033,2009,DR,2582635,173910,439268
5033,2009,MB,4458613,366246,8865687
5033,2009,VP,425385,8767,31753
5034,2009,DR,401591,25234,52420
5034,2009,MB,355851,26014,505934
5035,2009,DR,862715,87650,123701
5035,2009,MB,1510625,110354,2937109
5035,2009,VP,30119,5579,17387
5036,2009,DR,2632915,179424,488851
5036,2009,MB,3085967,232912,10884977
5037,2009,DR,104539,6960,11650
5037,2009,MB,425500,31647,606178
5039,2009,DR,86172,5460,22892
5039,2009,MB,721381,43577,1031667
5040,2009,DR,1598532,112486,225677
5040,2009,MB,2410009,186623,6029637
5041,2009,DR,126451,10240,25216
5041,2009,MB,281363,20554,153963
5042,2009,DR,12881,868,5636
5042,2009,MB,181540,7896,265625
5043,2009,DR,207437,13990,48688
5043,2009,MB,1141455,94772,1831479
5044,2009,DR,250628,24358,45692
5044,2009,MB,1409922,100867,1791787
5045,2009,DR,64169,3080,12112
5045,2009,MB,992122,76070,765520
5047,2009,DR,175544,14914,34111
5047,2009,MB,1302772,87403,1609081
5048,2009,DR,22246,1502,2485
5050,2009,DR,2688500,161606,250074
5050,2009,MB,7002423,479986,8199806
5051,2009,DR,83380,7154,21209
5051,2009,MB,1508207,132891,4720438
5052,2009,DR,225099,16824,44931
5052,2009,MB,1754291,122854,2470120
5053,2009,DR,40987,8163,16240
5053,2009,MB,346609,37236,299876
5054,2009,DR,251941,23375,67975
5054,2009,MB,807538,57803,1865419
5056,2009,DR,618773,47568,111796
5056,2009,MB,1801550,125432,2673759
5057,2009,DR,112397,8345,17882
5057,2009,MB,2219829,163107,2864615
5058,2009,DR,630178,44021,119627
5058,2009,MB,1282416,93457,1748003
