ntdid,year,mode,revenue_miles,revenue_hours,upt
4025,2014,MB,NA,NA,3592183
4026,2014,DR,NA,NA,90734
4026,2014,MB,NA,NA,1824120
4027,2014,CB,NA,NA,101135
4027,2014,DR,NA,NA,152704
4027,2014,DT,NA,NA,166704
4027,2014,MB,NA,NA,14083185
4028,2014,DR,NA,NA,109281
4028,2014,MB,NA,NA,3943087
4028,2014,VP,NA,NA,42604
4029,2014,DR,NA,NA,667147
4029,2014,MB,NA,NA,38118531
4030,2014,DR,NA,NA,51226
4030,2014,MB,NA,NA,10814433
4031,2014,DR,NA,NA,85567
4031,2014,MB,NA,NA,1511349
4032,2014,DR,NA,NA,261789
4032,2014,DT,NA,NA,3824
4032,2014,MB,NA,NA,3729307
4032,2014,VP,NA,NA,17615
4034,2014,DR,NA,NA,1679570
4034,2014,HR,1929709,87411,21751409
4034,2014,MB,NA,NA,77356941
4034,2014,MG,925305,90716,9983055
4035,2014,CB,NA,NA,2968
4035,2014,DR,NA,NA,774015
4035,2014,MB,NA,NA,27987503
4035,2014,RB,NA,NA,1043348
4035,2014,VP,NA,NA,333413
4036,2014,DR,NA,NA,87950
4036,2014,MB,NA,NA,4260333
4037,2014,DR,NA,NA,685899
4037,2014,DT,NA,NA,246386
4037,2014,MB,NA,NA,11426791
4038,2014,DR,NA,NA,56673
4038,2014,MB,NA,NA,1516649
4040,2014,DR,NA,NA,370287
4040,2014,MB,NA,NA,11037817
4040,2014,MG,172126,15748,1188007
4041,2014,DR,NA,NA,147827
4041,2014,MB,NA,NA,15057033
4041,2014,SR,66590,12372,277806
4042,2014,DR,NA,NA,116077
4042,2014,MB,NA,NA,3227622
4043,2014,DR,NA,NA,77250
4043,2014,MB,NA,NA,1196455
4044,2014,DR,NA,NA,33193
4044,2014,MB,NA,NA,908366
4045,2014,DR,NA,NA,15055
4045,2014,MB,NA,NA,304156
4046,2014,CB,NA,NA,35435
4046,2014,DR,NA,NA,175901
4046,2014,MB,NA,NA,2838973
4047,2014,DR,NA,NA,7271
4047,2014,MB,NA,NA,1642202
4049,2014,DR,NA,NA,36028
4049,2014,MB,NA,NA,85264
4051,2014,DR,NA,NA,64496
4051,2014,MB,NA,NA,6904007
4053,2014,DR,NA,NA,8939
4053,2014,MB,NA,NA,996071
4054,2014,DR,NA,NA,45708
4054,2014,MB,NA,NA,677227
4055,2014,DR,NA,NA,12403
4055,2014,MB,NA,NA,60033
4056,2014,DR,NA,NA,136
4056,2014,MB,NA,NA,228938
4057,2014,DR,NA,NA,36891
4057,2014,MB,NA,NA,569539
4058,2014,DR,NA,NA,25600
4058,2014,MB,NA,NA,1042210
4060,2014,DR,NA,NA,9047
4060,2014,MB,NA,NA,90759
4063,2014,DR,NA,NA,438387
4063,2014,MB,NA,NA,2327109
4063,2014,VP,NA,NA,156148
4064,2014,DR,NA,NA,116869
4064,2014,MB,NA,NA,178266
4068,2014,DR,NA,NA,90652
4071,2014,DR,NA,NA,89206
4071,2014,MB,NA,NA,557422
4073,2014,DR,NA,NA,85649
4073,2014,MB,NA,NA,20627
4074,2014,DR,NA,NA,25901
4074,2014,DT,NA,NA,45626
4074,2014,MB,NA,NA,959855
4077,2014,CR,1116433,37048,4400977
4077,2014,MB,NA,NA,1001058
4078,2014,CB,NA,NA,524226
4078,2014,DR,NA,NA,58221
4078,2014,MB,NA,NA,2973296
4080,2014,DR,NA,NA,11875
4080,2014,MB,NA,NA,169754
4081,2014,MB,NA,NA,337947
4082,2014,VP,NA,NA,156402
4086,2014,DR,NA,NA,115020
4086,2014,MB,NA,NA,8434588
4087,2014,DR,NA,NA,210101
4087,2014,MB,NA,NA,6314529
4088,2014,DR,NA,NA,146027
4092,2014,DR,NA,NA,30118
4092,2014,MB,NA,NA,703634
4093,2014,DR,NA,NA,226071
4093,2014,MB,NA,NA,4429903
4094,2014,HR,591037,31712,10877266
4094,2014,MB,NA,NA,1568263
4095,2014,DR,NA,NA,13049
4095,2014,MB,NA,NA,544973
4096,2014,DR,NA,NA,84872
4096,2014,MB,NA,NA,313952
4097,2014,DR,NA,NA,103410
4097,2014,MB,NA,NA,186093
4100,2014,CB,NA,NA,40744
4100,2014,DR,NA,NA,60526
4100,2014,MB,NA,NA,120616
4101,2014,MB,NA,NA,487579
4102,2014,DR,NA,NA,7832
4102,2014,MB,NA,NA,459035
4103,2014,DR,NA,NA,138555
4103,2014,DT,NA,NA,17679
4104,2014,DR,NA,NA,32852
4104,2014,MB,NA,NA,1079838
4105,2014,PB,NA,NA,27881893
4108,2014,DR,NA,NA,34286
4108,2014,MB,NA,NA,1822853
4108,2014,VP,NA,NA,325708
4110,2014,CB,NA,NA,208874
4110,2014,DR,NA,NA,75607
4110,2014,MB,NA,NA,4635086
4111,2014,DR,NA,NA,136965
4112,2014,MB,NA,NA,1259343
4114,2014,DR,NA,NA,1831
4114,2014,MB,NA,NA,5488
4115,2014,DR,NA,NA,2568
4115,2014,MB,NA,NA,236817
4117,2014,DR,NA,NA,9420
4117,2014,MB,NA,NA,32412
4120,2014,DR,NA,NA,17830
4120,2014,MB,NA,NA,436063
4121,2014,DR,NA,NA,2221
4121,2014,MB,NA,NA,56523
4122,2014,DR,NA,NA,2799
4122,2014,MB,NA,NA,29863
4123,2014,DR,NA,NA,948
4123,2014,MB,NA,NA,20373
4124,2014,DR,NA,NA,10381
4124,2014,MB,NA,NA,10022
4125,2014,DR,NA,NA,2054
4125,2014,MB,NA,NA,816800
4126,2014,DR,NA,NA,1756
4126,2014,MB,NA,NA,118266
4127,2014,DR,NA,NA,92573
4127,2014,MB,NA,NA,230123
4128,2014,DR,NA,NA,89195
4128,2014,MB,NA,NA,162298
4129,2014,DR,NA,NA,110787
4129,2014,DT,NA,NA,2011
4129,2014,VP,NA,NA,11477
4130,2014,DR,NA,NA,31801
4130,2014,MB,NA,NA,1005882
4131,2014,DR,NA,NA,81329
4131,2014,MB,NA,NA,136398
4132,2014,DR,NA,NA,70631
4132,2014,MB,NA,NA,222090
4133,2014,DR,NA,NA,139308
4135,2014,CB,NA,NA,1692523
4137,2014,DR,NA,NA,2577
4137,2014,MB,NA,NA,185121
4138,2014,CB,NA,NA,632169
4138,2014,DR,NA,NA,27100
4138,2014,MB,NA,NA,1058935
4140,2014,DR,NA,NA,86010
4140,2014,MB,NA,NA,1181530
4141,2014,DR,NA,NA,50338
4141,2014,MB,NA,NA,1535163
4143,2014,DR,NA,NA,40997
4143,2014,MB,NA,NA,301867
4144,2014,DR,NA,NA,24698
4144,2014,MB,NA,NA,146798
4145,2014,DR,NA,NA,5996
4145,2014,MB,NA,NA,52619
4146,2014,DR,NA,NA,16143
4146,2014,MB,NA,NA,89640
4147,2014,MB,NA,NA,2917399
4148,2014,DR,NA,NA,55405
4150,2014,DR,NA,NA,11137
4150,2014,MB,NA,NA,111659
4151,2014,DR,NA,NA,2420
4151,2014,MB,NA,NA,18960
4152,2014,VP,NA,NA,583036
4153,2014,VP,NA,NA,719140
4155,2014,DR,NA,NA,19010
4155,2014,MB,NA,NA,259402
4158,2014,DR,NA,NA,142635
4158,2014,MB,NA,NA,318371
4159,2014,CB,NA,NA,197963
4159,2014,CR,84249,2904,243133
4159,2014,VP,NA,NA,178493
4160,2014,DR,NA,NA,1419
4160,2014,MB,NA,NA,25837
4161,2014,DR,NA,NA,49674
4161,2014,MB,NA,NA,31274
4162,2014,DR,NA,NA,25681
4162,2014,MB,NA,NA,49898
4164,2014,DR,NA,NA,13230
4164,2014,MB,NA,NA,47040
4165,2014,DR,NA,NA,1034
4165,2014,MB,NA,NA,65718
4166,2014,DR,NA,NA,4795
4166,2014,MB,NA,NA,113203
4167,2014,MB,NA,NA,470015
4169,2014,VP,NA,NA,96130
4170,2014,DR,NA,NA,24578
4170,2014,MB,NA,NA,98400
4171,2014,DR,NA,NA,166304
4172,2014,DR,NA,NA,95275
4172,2014,MB,NA,NA,114223
4173,2014,MB,NA,NA,480821
4173,2014,VP,NA,NA,264104
4174,2014,DR,NA,NA,4125
4174,2014,MB,NA,NA,105954
4175,2014,FB,NA,NA,1987345
4177,2014,MB,NA,NA,115460
4178,2014,VP,NA,NA,62720
4179,2014,MB,NA,NA,2692155
4180,2014,DR,NA,NA,13467
4180,2014,MB,NA,NA,10640045
4181,2014,DR,NA,NA,93868
4182,2014,DR,NA,NA,14499
4182,2014,MB,NA,NA,190742
4183,2014,DR,NA,NA,2411
4183,2014,MB,NA,NA,6086
4184,2014,DR,NA,NA,11059
4184,2014,MB,NA,NA,106023
4185,2014,DR,NA,NA,97483
4185,2014,MB,NA,NA,680635
4186,2014,MB,NA,NA,265345
4187,2014,DR,NA,NA,28123
4188,2014,DR,NA,NA,51142
4188,2014,MB,NA,NA,152276
4190,2014,DR,NA,NA,276937
4191,2014,DR,NA,NA,89652
4191,2014,MB,NA,NA,34717
4191,2014,VP,NA,NA,43004
4192,2014,DR,NA,NA,9101
4192,2014,MB,NA,NA,36146
4193,2014,MB,NA,NA,16255
4194,2014,DR,NA,NA,3254
4194,2014,MB,NA,NA,335529
4195,2014,DR,NA,NA,4561
4195,2014,MB,NA,NA,84583
4196,2014,VP,NA,NA,220456
4197,2014,MB,NA,NA,45707
4198,2014,DR,NA,NA,2309
4198,2014,MB,NA,NA,36217
4199,2014,DR,NA,NA,22
4199,2014,MB,NA,NA,33150
4200,2014,VP,NA,NA,205280
4201,2014,DR,NA,NA,29660
4201,2014,MB,NA,NA,563532
4203,2014,VP,NA,NA,221959
4204,2014,DR,NA,NA,266653
4205,2014,DR,NA,NA,67350
4205,2014,MB,NA,NA,5877
4206,2014,CB,NA,NA,97947
4206,2014,MB,NA,NA,5975
4208,2014,MB,NA,NA,1594421
4209,2014,DR,NA,NA,33872
4210,2014,DR,NA,NA,95853
4213,2014,DR,NA,NA,21357
4214,2014,DR,NA,NA,87094
4215,2014,DR,NA,NA,83039
4217,2014,DR,NA,NA,71561
4217,2014,MB,NA,NA,27077
4218,2014,MB,NA,NA,24048
4220,2014,DR,NA,NA,39444
4221,2014,DR,NA,NA,128235
4221,2014,MB,NA,NA,10026
4223,2014,DR,NA,NA,37378
4224,2014,DR,NA,NA,133454
4224,2014,MB,NA,NA,28646
4225,2014,DR,NA,NA,72170
4226,2014,DR,NA,NA,37414
4227,2014,DR,NA,NA,77585
4228,2014,DR,NA,NA,69905
4229,2014,DR,NA,NA,4856
4229,2014,MB,NA,NA,103426
4231,2014,DR,NA,NA,46829
4231,2014,MB,NA,NA,16690
4232,2014,CR,99456,756,169939
4233,2014,MB,NA,NA,165956
4234,2014,MB,NA,NA,1026086
4235,2014,DR,NA,NA,42616
4235,2014,MB,NA,NA,36486
4237,2014,DR,NA,NA,26741
4R06,2014,DR,NA,NA,8410
4R06,2014,MB,NA,NA,283115
5001,2014,DR,NA,NA,156573
5001,2014,MB,NA,NA,1114709
5002,2014,DR,NA,NA,55536
5002,2014,MB,NA,NA,1429205
5003,2014,DR,NA,NA,22698
5003,2014,MB,NA,NA,1257860
5003,2014,SR,17247,2433,45054
5004,2014,DR,NA,NA,30430
5004,2014,MB,NA,NA,1192752
5005,2014,DR,NA,NA,268356
5005,2014,MB,NA,NA,15223961
5006,2014,CB,NA,NA,73442
5006,2014,DR,NA,NA,28466
5006,2014,MB,NA,NA,1372762
5008,2014,DR,NA,NA,479156
5008,2014,MB,NA,NA,41014263
5009,2014,DT,NA,NA,93645
5009,2014,MB,NA,NA,907276
5010,2014,CB,NA,NA,103451
5010,2014,DR,NA,NA,254440
5010,2014,MB,NA,NA,5100392
5011,2014,DR,NA,NA,142678
5011,2014,MB,NA,NA,2661836
5012,2014,DR,NA,NA,198202
5012,2014,MB,NA,NA,16426147
5015,2014,DR,NA,NA,751529
5015,2014,HR,1275003,65696,6203837
5015,2014,LR,799750,52418,2779158
5015,2014,MB,NA,NA,34426847
5015,2014,RB,NA,NA,5084513
5016,2014,DR,NA,NA,285817
5016,2014,MB,NA,NA,19041382
5017,2014,DR,NA,NA,218186
5017,2014,MB,NA,NA,8093630
5017,2014,TB,NA,NA,2406571
5019,2014,DR,NA,NA,4400
5019,2014,MB,NA,NA,164353
5020,2014,DR,NA,NA,6834
5020,2014,MB,NA,NA,262105
5021,2014,DR,NA,NA,105669
5021,2014,MB,NA,NA,1428544
5022,2014,DR,NA,NA,332419
5022,2014,MB,NA,NA,2891726
5024,2014,DR,NA,NA,47708
5024,2014,MB,NA,NA,1562485
5025,2014,DR,NA,NA,28027
5025,2014,MB,NA,NA,3107305
5026,2014,DR,NA,NA,8301
5026,2014,MB,NA,NA,482177
5027,2014,CR,145868,4429,721214
5027,2014,LR,1484939,120327,15999993
5027,2014,MB,NA,NA,67814306
5028,2014,CB,NA,NA,59225
5028,2014,DR,NA,NA,128087
5028,2014,MB,NA,NA,2146879
5029,2014,DR,NA,NA,52473
5029,2014,MB,NA,NA,496293
5030,2014,DR,NA,NA,28409
5030,2014,MB,NA,NA,542483
5031,2014,DR,NA,NA,658118
5031,2014,MB,NA,NA,9248599
5032,2014,DR,NA,NA,471746
5032,2014,MB,NA,NA,5148553
5033,2014,DR,NA,NA,402152
5033,2014,MB,NA,NA,11990619
5033,2014,RB,NA,NA,74647
5033,2014,VP,NA,NA,57353
5034,2014,DR,NA,NA,38336
5034,2014,DT,NA,NA,1177
5034,2014,MB,NA,NA,549188
5035,2014,DR,NA,NA,141788
5035,2014,MB,NA,NA,3027465
5036,2014,DR,NA,NA,515292
5036,2014,MB,NA,NA,11069534
5037,2014,DR,NA,NA,29283
5037,2014,MB,NA,NA,679178
5038,2014,DR,NA,NA,22039
5038,2014,MB,NA,NA,14692
5039,2014,DR,NA,NA,20781
5039,2014,MB,NA,NA,967595
5040,2014,CB,NA,NA,112558
5040,2014,DR,NA,NA,92393
5040,2014,DT,NA,NA,154782
5040,2014,MB,NA,NA,6376611
5041,2014,DR,NA,NA,22695
5041,2014,MB,NA,NA,217607
5042,2014,DR,NA,NA,8534
5042,2014,MB,NA,NA,183702
5043,2014,DR,NA,NA,48048
5043,2014,MB,NA,NA,2068991
5044,2014,DR,NA,NA,53981
5044,2014,MB,NA,NA,1997033
5045,2014,DR,NA,NA,12624
5045,2014,MB,NA,NA,745288
5047,2014,DR,NA,NA,65382
5047,2014,MB,NA,NA,2521963
5050,2014,DR,NA,NA,284615
5050,2014,MB,NA,NA,10292609
5051,2014,DR,NA,NA,27067
5051,2014,MB,NA,NA,5247151
5052,2014,DR,NA,NA,61831
5052,2014,MB,NA,NA,2127558
5053,2014,DR,NA,NA,17558
5053,2014,MB,NA,NA,410051
5054,2014,DR,NA,NA,67276
5054,2014,MB,NA,NA,1854786
5056,2014,DR,NA,NA,146011
5056,2014,MB,NA,NA,3330811
5057,2014,DR,NA,NA,70027
5057,2014,FB,NA,NA,34886
5057,2014,MB,NA,NA,3500868
5058,2014,DR,NA,NA,97485
5058,2014,MB,NA,NA,1783978
5059,2014,DR,NA,NA,69137
5059,2014,MB,NA,NA,1826918
5060,2014,DR,NA,NA,151897
5060,2014,MB,NA,NA,13137209
5061,2014,DR,NA,NA,17340
5061,2014,DT,NA,NA,19924
5061,2014,MB,NA,NA,1459973
5066,2014,HR,11765392,644733,238100054
5066,2014,MB,NA,NA,276116759
5088,2014,DR,NA,NA,37387
5088,2014,MB,NA,NA,538802
5090,2014,DR,NA,NA,18362
5090,2014,MB,NA,NA,261877
5091,2014,DR,NA,NA,3303
5091,2014,MB,NA,NA,654078
5092,2014,DR,NA,NA,41897
5092,2014,MB,NA,NA,1667927
5093,2014,DR,NA,NA,149274
5093,2014,MB,NA,NA,292207
5095,2014,DR,NA,NA,7141
5095,2014,MB,NA,NA,49433
5096,2014,CB,NA,NA,165915
5096,2014,DR,NA,NA,15593
5096,2014,MB,NA,NA,963955
5098,2014,DR,NA,NA,4590
5098,2014,MB,NA,NA,156320
5099,2014,DR,NA,NA,71584
5099,2014,MB,NA,NA,972333
5103,2014,DR,NA,NA,21998
5103,2014,DT,NA,NA,23826
5104,2014,CR,758878,21319,3614252
5107,2014,DR,NA,NA,14020
5107,2014,MB,NA,NA,134966
5108,2014,DR,NA,NA,3268
5108,2014,MB,NA,NA,443228
5109,2014,DR,NA,NA,3446
5109,2014,MB,NA,NA,240252
5110,2014,DR,NA,NA,29112
5110,2014,MB,NA,NA,3510469
5113,2014,DR,NA,NA,1121556
5113,2014,DT,NA,NA,63523
5113,2014,MB,NA,NA,31685589
5113,2014,VP,NA,NA,1923184
5117,2014,CB,NA,NA,162348
5117,2014,DR,NA,NA,232309
5117,2014,MB,NA,NA,333372
5118,2014,CR,6856094,233077,74382121
5119,2014,DR,NA,NA,9250
5119,2014,DT,NA,NA,279504
5119,2014,MB,NA,NA,25116299
5131,2014,DR,NA,NA,74493
5132,2014,DR,NA,NA,143553
5132,2014,MB,NA,NA,70062
5133,2014,DR,NA,NA,67959
5141,2014,MG,272276,23473,2150068
5142,2014,DR,NA,NA,2368
5142,2014,MB,NA,NA,151145
5143,2014,MB,NA,NA,32659
5145,2014,DR,NA,NA,71553
5145,2014,DT,NA,NA,85225
5145,2014,MB,NA,NA,402740
5146,2014,DR,NA,NA,66645
5146,2014,MB,NA,NA,2643519
5146,2014,VP,NA,NA,188744
5148,2014,CB,NA,NA,23553
5148,2014,DR,NA,NA,581322
5148,2014,MB,NA,NA,965141
5149,2014,DR,NA,NA,16340
5149,2014,MB,NA,NA,470394
5152,2014,DR,NA,NA,76725
5154,2014,CB,NA,NA,330147
5154,2014,DR,NA,NA,486935
5154,2014,MB,NA,NA,10168201
5154,2014,VP,NA,NA,176527
5155,2014,DR,NA,NA,1905563
5157,2014,CB,NA,NA,63631
5157,2014,DR,NA,NA,42645
5157,2014,MB,NA,NA,440808
5158,2014,MB,NA,NA,7298384
5159,2014,CB,NA,NA,4032
5159,2014,DR,NA,NA,15606
5159,2014,MB,NA,NA,943438
5160,2014,CB,NA,NA,110339
5160,2014,DR,NA,NA,95536
5161,2014,CB,NA,NA,113816
5161,2014,DR,NA,NA,110591
5162,2014,DR,NA,NA,44461
5163,2014,DR,NA,NA,165738
5165,2014,DR,NA,NA,178474
5166,2014,DR,NA,NA,80562
5166,2014,MB,NA,NA,71402
5167,2014,DR,NA,NA,42882
5169,2014,DR,NA,NA,41100
5171,2014,DR,NA,NA,36779
5171,2014,DT,NA,NA,10521
5171,2014,MB,NA,NA,154184
5174,2014,DR,NA,NA,12646
5174,2014,MB,NA,NA,619524
5177,2014,DR,NA,NA,14787
5177,2014,MB,NA,NA,204225
5179,2014,DR,NA,NA,22388
5180,2014,DR,NA,NA,145422
5182,2014,DR,NA,NA,4025755
5182,2014,DT,NA,NA,43163
5183,2014,CB,NA,NA,62203
5183,2014,MB,NA,NA,131480
5184,2014,DR,NA,NA,100368
5184,2014,MB,NA,NA,388329
5186,2014,CB,NA,NA,16996
5186,2014,DR,NA,NA,10291
5186,2014,MB,NA,NA,4645
5191,2014,VP,NA,NA,87748
5193,2014,VP,NA,NA,1240344
5194,2014,DR,NA,NA,27825
5195,2014,DR,NA,NA,7132
5196,2014,DR,NA,NA,186094
5197,2014,DR,NA,NA,48204
5198,2014,DR,NA,NA,40622
5198,2014,DT,NA,NA,5244
5198,2014,MB,NA,NA,18963
5199,2014,DR,NA,NA,11745
5199,2014,MB,NA,NA,56506
5200,2014,DR,NA,NA,45102
5201,2014,DR,NA,NA,18804
5202,2014,DT,NA,NA,113398
5204,2014,DR,NA,NA,35648
5205,2014,DR,NA,NA,10004
5205,2014,MB,NA,NA,734836
5207,2014,DR,NA,NA,107181
5208,2014,DR,NA,NA,83111
5209,2014,MB,NA,NA,26340
5209,2014,VP,NA,NA,85440
5210,2014,DR,NA,NA,20475
5211,2014,MB,NA,NA,636038
5215,2014,DR,NA,NA,84247
5215,2014,MB,NA,NA,143945
5217,2014,DT,NA,NA,30100
6001,2014,DR,NA,NA,42692
6001,2014,MB,NA,NA,365748
6006,2014,DR,NA,NA,297889
6006,2014,MB,NA,NA,12226961
6007,2014,DR,NA,NA,413820
6007,2014,MB,NA,NA,7602515
6008,2014,CB,NA,NA,8370784
6008,2014,DR,NA,NA,1636242
6008,2014,DT,NA,NA,231467
6008,2014,LR,1059792,85014,12701038
6008,2014,MB,NA,NA,59993163
6008,2014,VP,NA,NA,2436893
6009,2014,DR,NA,NA,51966
6009,2014,MB,NA,NA,3184119
6010,2014,DR,NA,NA,98359
6010,2014,MB,NA,NA,3968653
6011,2014,DR,NA,NA,1019411
6011,2014,MB,NA,NA,42537478
6011,2014,VP,NA,NA,455841
6012,2014,DR,NA,NA,36424
6012,2014,MB,NA,NA,1059164
6013,2014,DR,NA,NA,19558
6013,2014,MB,NA,NA,123931
6014,2014,CB,NA,NA,92068
6014,2014,DR,NA,NA,27834
6014,2014,MB,NA,NA,1660931
6015,2014,CB,NA,NA,113262
6015,2014,DR,NA,NA,30348
6015,2014,MB,NA,NA,718725
6016,2014,DR,NA,NA,23177
6016,2014,MB,NA,NA,535262
6017,2014,DR,NA,NA,48304
6017,2014,DT,NA,NA,11074
6017,2014,FB,NA,NA,8740
6017,2014,MB,NA,NA,2858895
6018,2014,DR,NA,NA,156099
6018,2014,MB,NA,NA,3132104
6019,2014,DR,NA,NA,244645
6019,2014,MB,NA,NA,13009047
6020,2014,FB,NA,NA,1283731
6022,2014,DR,NA,NA,83725
6022,2014,MB,NA,NA,3878761
6023,2014,DR,NA,NA,6425
6023,2014,MB,NA,NA,267126
6024,2014,DR,NA,NA,60439
6024,2014,MB,NA,NA,3161562
6025,2014,DR,NA,NA,16095
6025,2014,MB,NA,NA,708475
6026,2014,DR,NA,NA,9345
6026,2014,MB,NA,NA,1192007
6032,2014,DR,NA,NA,228545
6032,2014,FB,NA,NA,459895
6032,2014,MB,NA,NA,11321890
6032,2014,SR,1013727,166254,7457260
6033,2014,DR,NA,NA,74008
6033,2014,MB,NA,NA,2740994
6033,2014,SR,54748,12258,99500
6034,2014,DR,NA,NA,4046
6034,2014,MB,NA,NA,80650
6035,2014,MB,NA,NA,453206
6038,2014,DR,NA,NA,29113
6038,2014,MB,NA,NA,1342043
6040,2014,DR,NA,NA,101248
6040,2014,MB,NA,NA,504310
6041,2014,DR,NA,NA,58270
6041,2014,DT,NA,NA,65817
6048,2014,CB,NA,NA,571212
6048,2014,DR,NA,NA,613590
6048,2014,DT,NA,NA,19730
6048,2014,MB,NA,NA,31976519
6048,2014,VP,NA,NA,233924
6048,2014,YR,279757,11613,763551
6049,2014,DR,NA,NA,54354
6049,2014,MB,NA,NA,735238
6051,2014,DR,NA,NA,192580
6051,2014,FB,NA,NA,84035
6051,2014,MB,NA,NA,5650677
6056,2014,CR,416814,17593,2283895
6056,2014,DR,NA,NA,468964
6056,2014,DT,NA,NA,376174
6056,2014,LR,5115303,251204,29458289
6056,2014,MB,NA,NA,37383043
6056,2014,VP,NA,NA,892966
6058,2014,MB,NA,NA,86877
6059,2014,CB,NA,NA,695295
6059,2014,DR,NA,NA,66417
6059,2014,MB,NA,NA,546152
6062,2014,DR,NA,NA,9257
6062,2014,MB,NA,NA,1969318
6068,2014,DR,NA,NA,42292
6070,2014,DR,NA,NA,29059
6072,2014,DR,NA,NA,28380
6072,2014,MB,NA,NA,274441
6077,2014,DR,NA,NA,44423
6077,2014,MB,NA,NA,1065690
6080,2014,DR,NA,NA,4421
6080,2014,MB,NA,NA,164302
6081,2014,DR,NA,NA,8423
6081,2014,MB,NA,NA,248918
6082,2014,DR,NA,NA,38442
6082,2014,DT,NA,NA,16049
6082,2014,MB,NA,NA,279704
6084,2014,VP,NA,NA,514313
6086,2014,DR,NA,NA,31245
6086,2014,MB,NA,NA,241742
6088,2014,DR,NA,NA,69943
6088,2014,MB,NA,NA,2106364
6089,2014,DR,NA,NA,22180
6089,2014,DT,NA,NA,6430
6089,2014,MB,NA,NA,162142
6090,2014,CB,NA,NA,121294
6090,2014,DR,NA,NA,5467
6090,2014,MB,NA,NA,271197
6091,2014,DR,NA,NA,294065
6091,2014,MB,NA,NA,653996
6093,2014,MB,NA,NA,314943
6094,2014,DR,NA,NA,22644
6094,2014,MB,NA,NA,439949
6095,2014,DR,NA,NA,132782
6095,2014,MB,NA,NA,227985
6096,2014,DR,NA,NA,33640
6096,2014,MB,NA,NA,1001254
6097,2014,CB,NA,NA,6644
6097,2014,DR,NA,NA,23182
6097,2014,MB,NA,NA,379508
6099,2014,DR,NA,NA,11505
6099,2014,MB,NA,NA,743564
6100,2014,DR,NA,NA,4293
6100,2014,MB,NA,NA,134976
6101,2014,DR,NA,NA,32545
6101,2014,MB,NA,NA,2226623
6101,2014,VP,NA,NA,80235
6101,2014,YR,313062,12215,568338
6102,2014,DR,NA,NA,89681
6102,2014,MB,NA,NA,222660
6103,2014,CB,NA,NA,264096
6103,2014,DR,NA,NA,114558
6103,2014,MB,NA,NA,10618
6104,2014,DR,NA,NA,10817
6104,2014,MB,NA,NA,86497
6105,2014,DR,NA,NA,9518
6105,2014,MB,NA,NA,164355
6107,2014,CB,NA,NA,106950
6107,2014,DR,NA,NA,429503
6107,2014,MB,NA,NA,71807
6108,2014,CB,NA,NA,21076
6108,2014,DT,NA,NA,71795
6108,2014,MB,NA,NA,79991
6109,2014,DR,NA,NA,59024
6111,2014,CB,NA,NA,70625
6111,2014,CR,519812,13731,1083496
6111,2014,DR,NA,NA,68531
6111,2014,DT,NA,NA,19584
6111,2014,MB,NA,NA,10068
6112,2014,DR,NA,NA,17335
6113,2014,CB,NA,NA,5592
6113,2014,DR,NA,NA,35390
6114,2014,DR,NA,NA,139548
6114,2014,MB,NA,NA,5699
6115,2014,CB,NA,NA,8707
6115,2014,DR,NA,NA,70661
6116,2014,DR,NA,NA,66580
6118,2014,CB,NA,NA,67098
6118,2014,DR,NA,NA,8865
6118,2014,MB,NA,NA,201512
6124,2014,VP,NA,NA,221824
6125,2014,DR,NA,NA,14560
6127,2014,DR,NA,NA,8409
6127,2014,FB,NA,NA,898039
6130,2014,DR,NA,NA,113161
6131,2014,DR,NA,NA,16050
6131,2014,MB,NA,NA,128890
6132,2014,DR,NA,NA,15448
6133,2014,SR,65959,11778,505055
7001,2014,DR,NA,NA,36477
7001,2014,DT,NA,NA,22749
7001,2014,MB,NA,NA,2436509
7002,2014,DR,NA,NA,120240
7002,2014,MB,NA,NA,4043610
7003,2014,DR,NA,NA,17061
7003,2014,MB,NA,NA,1756502
7005,2014,DR,NA,NA,385445
7005,2014,DT,NA,NA,10739
7005,2014,MB,NA,NA,14306016
7005,2014,RB,NA,NA,1545431
7005,2014,VP,NA,NA,65826
7006,2014,DR,NA,NA,580562
7006,2014,LR,3115802,132425,17466322
7006,2014,MB,NA,NA,30086501
7007,2014,DR,NA,NA,6338
7007,2014,MB,NA,NA,217459
7008,2014,DR,NA,NA,46719
7008,2014,MB,NA,NA,1255853
7009,2014,MB,NA,NA,1532397
7010,2014,DR,NA,NA,140011
7010,2014,DT,NA,NA,9172
7010,2014,MB,NA,NA,4309605
7010,2014,VP,NA,NA,244598
7011,2014,DR,NA,NA,66383
7011,2014,MB,NA,NA,409144
7012,2014,DR,NA,NA,19103
7012,2014,MB,NA,NA,1094667
7013,2014,DR,NA,NA,67348
7013,2014,MB,NA,NA,426274
7014,2014,DR,NA,NA,41101
7014,2014,DT,NA,NA,22796
7014,2014,MB,NA,NA,1204350
7015,2014,DR,NA,NA,260906
7015,2014,MB,NA,NA,1864279
7016,2014,DR,NA,NA,46467
7016,2014,MB,NA,NA,2187427
7018,2014,MB,NA,NA,1874830
7019,2014,DR,NA,NA,9766
7019,2014,MB,NA,NA,4710898
7030,2014,MB,NA,NA,589511
7032,2014,MB,NA,NA,423645
7035,2014,CB,NA,NA,168614
7035,2014,DR,NA,NA,68421
7035,2014,DT,NA,NA,33313
